file,winner,F1,F2,F3,edit
AIRFORCE1_mono_0022,6,6,6,6,0
AIRFORCE1_mono_0023,6,6,6,6,0
AIRFORCE1_mono_0024,5,5,5,5,0
AIRFORCE1_mono_0025,1,1,1,1,0
AIRFORCE1_mono_0026,4,4,4,4,0
AIRFORCE1_mono_0027,4,4,4,4,0
AIRFORCE1_mono_0028,7,7,7,7,0
AIRFORCE1_mono_0029,5,5,5,5,0
AIRFORCE1_mono_0030,5,5,5,5,0
AIRFORCE1_mono_0031,3,3,3,3,0
AIRFORCE1_mono_0032,3,3,3,3,0
AIRFORCE1_mono_0033,3,3,3,3,0
AIRFORCE1_mono_0034,1,1,1,1,0
AIRFORCE1_mono_0035,1,1,1,1,0
AIRFORCE1_mono_0036,3,3,3,3,0
AIRFORCE1_mono_0037,2,2,2,2,0
AIRFORCE1_mono_0038,2,2,2,2,0
AIRFORCE1_mono_0039,6,6,6,6,0
AIRFORCE1_mono_0040,5,5,5,5,0
AIRFORCE1_mono_0041,5,5,5,5,0
AIRFORCE1_mono_0042,4,4,4,4,0
AIRFORCE1_mono_0043,2,2,2,2,0
AIRFORCE1_mono_0044,8,8,8,8,0
AIRFORCE1_mono_0045,3,3,3,3,0
AIRFORCE1_mono_0046,3,3,3,3,0
AIRFORCE1_mono_0047,6,6,6,6,0
AIRFORCE1_mono_0048,5,5,5,5,0
AIRFORCE1_mono_0049,1,1,1,1,0
AIRFORCE1_mono_0050,5,5,5,5,0
AIRFORCE1_mono_0051,4,4,4,4,0
AIRFORCE1_mono_0052,4,4,4,4,0
AIRFORCE1_mono_0053,2,2,2,2,0
AIRFORCE1_mono_0054,3,3,3,3,0
AIRFORCE1_mono_0055,3,3,3,3,0
AIRFORCE1_mono_0056,4,4,4,4,0
AIRFORCE1_mono_0057,5,5,5,5,0
AIRFORCE1_mono_0058,1,1,1,1,0
AIRFORCE1_mono_0059,5,5,5,5,0
AIRFORCE1_mono_0060,1,1,1,1,0
AIRFORCE1_mono_0061,3,3,3,3,0
AIRFORCE1_mono_0062,4,4,4,4,0
AIRFORCE1_mono_0063,5,5,5,5,0
AIRFORCE1_mono_0064,6,6,6,6,0
AIRFORCE1_mono_0065,2,2,2,2,0
AIRFORCE1_mono_0066,1,1,1,1,0
AIRFORCE1_mono_0067,7,7,7,7,0
AIRFORCE1_mono_0068,1,1,1,1,0
AIRFORCE1_mono_0069,3,3,3,3,0
AIRFORCE1_mono_0070,3,3,3,3,0
AIRFORCE1_mono_0071,6,6,6,6,0
AIRFORCE1_mono_0072,4,4,4,4,0
AIRFORCE1_mono_0073,3,3,3,3,0
AIRFORCE1_mono_0074,6,6,6,6,0
AIRFORCE1_mono_0075,3,3,3,3,0
AIRFORCE1_mono_0076,2,2,2,2,0
AIRFORCE1_mono_0077,1,1,1,1,0
AIRFORCE1_mono_0078,6,6,6,6,0
AIRFORCE1_mono_0079,2,2,2,2,0
AIRFORCE1_mono_0080,3,3,3,3,0
AIRFORCE1_mono_0081,5,5,5,5,0
AIRFORCE1_mono_0082,2,2,2,2,0
AIRFORCE1_mono_0083,2,2,2,2,0
AIRFORCE1_mono_0084,2,2,2,2,0
AIRFORCE1_mono_0085,1,1,1,1,0
AIRFORCE1_mono_0086,3,3,3,3,0
AIRFORCE1_mono_0087,4,4,4,4,0
AIRFORCE1_mono_0088,4,4,4,4,0
AIRFORCE1_mono_0089,4,4,4,4,0
AIRFORCE1_mono_0090,5,5,5,5,0
AIRFORCE1_mono_0091,1,1,1,1,0
AIRFORCE1_mono_0092,3,3,3,3,0
AIRFORCE1_mono_0093,4,4,4,4,0
AIRFORCE1_mono_0094,5,5,5,5,0
AIRFORCE1_mono_0095,6,6,6,6,0
AIRFORCE1_mono_0096,4,4,4,4,0
AIRFORCE1_mono_0097,3,3,3,3,0
AIRFORCE1_mono_0098,5,5,5,5,0
AIRFORCE1_mono_0099,4,4,4,4,0
AIRFORCE1_mono_0100,1,1,1,1,0
AIRFORCE1_mono_0101,5,5,5,5,0
AIRFORCE1_mono_0102,2,2,2,2,0
AIRFORCE1_mono_0103,3,3,3,3,0
AIRFORCE1_mono_0104,3,3,3,3,0
AIRFORCE1_mono_0105,2,2,2,2,0
AIRFORCE1_mono_0106,2,2,2,2,0
AIRFORCE1_mono_0107,6,6,6,6,0
AIRFORCE1_mono_0108,5,5,5,5,0
AIRFORCE1_mono_0109,2,2,2,2,0
AIRFORCE1_mono_0110,6,6,6,6,0
AIRFORCE1_mono_0111,4,4,4,4,0
AIRFORCE1_mono_0112,4,4,4,4,0
AIRFORCE1_mono_0113,2,2,2,2,0
AIRFORCE1_mono_0114,2,2,2,2,0
AIRFORCE1_mono_0115,3,3,3,3,0
AIRFORCE1_mono_0116,5,5,5,5,0
AIRFORCE1_mono_0117,3,3,3,3,0
AIRFORCE1_mono_0118,2,2,2,2,0
AIRFORCE1_mono_0119,1,1,1,1,0
AIRFORCE1_mono_0120,4,4,4,4,0
AIRFORCE1_mono_0121,3,3,3,3,0
AIRFORCE1_mono_0122,2,2,2,2,0
AIRFORCE1_mono_0123,5,5,5,5,0
AIRFORCE1_mono_0124,1,1,1,1,0
AIRFORCE1_mono_0125,4,4,4,4,0
AIRFORCE1_mono_0126,3,3,3,3,0
AIRFORCE1_mono_0127,2,2,2,2,0
AIRFORCE1_mono_0128,4,4,4,4,0
AIRFORCE1_mono_0129,4,4,4,4,0
AIRFORCE1_mono_0130,2,2,2,2,0
AIRFORCE1_mono_0131,1,1,1,1,0
AIRFORCE1_mono_0132,4,4,4,4,0
AIRFORCE1_mono_0133,2,2,2,2,0
AIRFORCE1_mono_0134,3,3,3,3,0
AIRFORCE1_mono_0135,4,4,4,4,0
AIRFORCE1_mono_0136,2,2,2,2,0
AIRFORCE1_mono_0137,1,1,1,1,0
AIRFORCE1_mono_0138,3,3,3,3,0
AIRFORCE1_mono_0139,6,6,6,6,0
AIRFORCE1_mono_0140,2,2,2,2,0
AIRFORCE1_mono_0141,1,1,1,1,0
AIRFORCE1_mono_0142,2,2,2,2,0
AIRFORCE1_mono_0143,7,7,7,7,0
AIRFORCE1_mono_0144,3,3,3,3,0
AIRFORCE1_mono_0145,7,7,7,7,0
AIRFORCE1_mono_0146,2,2,2,2,0
AIRFORCE1_mono_0147,2,2,2,2,0
AIRFORCE1_mono_0148,5,5,5,5,0
AIRFORCE1_mono_0149,3,3,3,3,0
AIRFORCE1_mono_0150,5,5,5,5,0
AIRFORCE1_mono_0151,2,2,2,2,0
AIRFORCE1_mono_0152,2,2,2,2,0
AIRFORCE1_mono_0153,2,2,2,2,0
AIRFORCE1_mono_0154,4,4,4,4,0
AIRFORCE1_mono_0155,4,4,4,4,0
AIRFORCE1_mono_0156,1,1,1,1,0
AIRFORCE1_mono_0157,1,1,1,1,0
AIRFORCE1_mono_0158,4,4,4,4,0
AIRFORCE1_mono_0159,3,3,3,3,0
AIRFORCE1_mono_0160,3,3,3,3,0
AIRFORCE1_mono_0161,3,3,3,3,0
AIRFORCE1_mono_0162,2,2,2,2,0
AIRFORCE1_mono_0163,2,2,2,2,0
AIRFORCE1_mono_0164,2,2,2,2,0
AIRFORCE1_mono_0165,3,3,3,3,0
AIRFORCE1_mono_0166,4,4,4,4,0
AIRFORCE1_mono_0167,3,3,3,3,0
AIRFORCE1_mono_0168,2,2,2,2,0
AIRFORCE1_mono_0169,5,5,5,5,0
AIRFORCE1_mono_0170,4,4,4,4,0
AIRFORCE1_mono_0171,5,5,5,5,0
AIRFORCE1_mono_0172,5,5,5,5,0
AIRFORCE1_mono_0173,4,4,4,4,0
AIRFORCE1_mono_0174,5,5,5,5,0
AIRFORCE1_mono_0175,3,3,3,3,0
AIRFORCE1_mono_0176,2,2,2,2,0
AIRFORCE1_mono_0177,2,2,2,2,0
AIRFORCE1_mono_0178,5,5,5,5,0
AIRFORCE1_mono_0179,6,6,6,6,0
AIRFORCE1_mono_0180,6,6,6,6,0
AIRFORCE1_mono_0181,4,4,4,4,0
AIRFORCE1_mono_0182,2,2,2,2,0
AIRFORCE1_mono_0183,2,2,2,2,0
AIRFORCE1_mono_0184,1,1,1,1,0
AIRFORCE1_mono_0185,3,3,3,3,0
AIRFORCE1_mono_0186,3,3,3,3,0
AIRFORCE1_mono_0187,8,8,8,8,0
AIRFORCE1_mono_0188,6,6,6,6,0
AIRFORCE1_mono_0189,6,6,6,6,0
AIRFORCE1_mono_0190,3,3,3,3,0
AIRFORCE1_mono_0191,7,7,7,7,0
AIRFORCE1_mono_0192,5,5,5,5,0
AIRFORCE1_mono_0193,7,7,7,7,0
AIRFORCE1_mono_0194,8,8,8,8,0
AIRFORCE1_mono_0195,3,3,3,3,0
AIRFORCE1_mono_0196,4,4,4,4,0
AIRFORCE1_mono_0197,2,2,2,2,0
AIRFORCE1_mono_0198,2,2,2,2,0
AIRFORCE1_mono_0199,3,3,3,3,0
AIRFORCE1_mono_0200,5,5,5,5,0
AIRFORCE1_mono_0201,2,2,2,2,0
AIRFORCE1_mono_0202,2,2,2,2,0
BOOB69420_mono_0001,1,1,1,1,0
BOOB69420_mono_0002,4,4,4,4,0
BOOB69420_mono_0003,5,5,5,5,0
BOOB69420_mono_0004,7,7,7,7,0
BOOB69420_mono_0005,6,6,6,6,0
BOOB69420_mono_0006,2,2,2,2,0
BOOB69420_mono_0007,2,2,2,2,0
BOOB69420_mono_0008,3,3,3,3,0
BOOB69420_mono_0009,5,5,5,5,0
BOOB69420_mono_0010,2,2,2,2,0
BOOB69420_mono_0011,3,3,3,3,0
BOOB69420_mono_0012,4,4,4,4,0
BOOB69420_mono_0013,1,1,1,1,0
BOOB69420_mono_0014,5,5,5,5,0
BOOB69420_mono_0015,3,3,3,3,0
BOOB69420_mono_0016,3,3,3,3,0
BOOB69420_mono_0017,4,4,4,4,0
BOOB69420_mono_0018,3,3,3,3,0
BOOB69420_mono_0019,5,5,5,5,0
BOOB69420_mono_0020,1,1,1,1,0
BOOB69420_mono_0021,3,3,3,3,0
BOOB69420_mono_0022,1,1,1,1,0
BOOB69420_mono_0023,1,1,1,1,0
BOOB69420_mono_0024,2,2,2,2,0
BOOB69420_mono_0025,5,5,5,5,0
BOOB69420_mono_0026,2,2,2,2,0
BOOB69420_mono_0027,1,1,1,1,0
BOOB69420_mono_0028,3,3,3,3,0
BOOB69420_mono_0029,5,5,5,5,0
BOOB69420_mono_0030,1,1,1,1,0
BOOB69420_mono_0031,1,1,1,1,0
BOOB69420_mono_0032,1,1,1,1,0
BOOB69420_mono_0033,2,2,2,2,0
BOOB69420_mono_0034,8,8,8,8,0
BOOB69420_mono_0035,6,6,6,6,0
BOOB69420_mono_0036,6,6,6,6,0
BOOB69420_mono_0037,4,4,4,4,0
BOOB69420_mono_0038,2,2,2,2,0
BOOB69420_mono_0039,6,6,6,6,0
BOOB69420_mono_0040,3,3,3,3,0
BOOB69420_mono_0041,3,3,3,3,0
BOOB69420_mono_0042,6,6,6,6,0
BOOB69420_mono_0043,4,4,4,4,0
BOOB69420_mono_0044,4,4,4,4,0
BOOB69420_mono_0045,4,4,4,4,0
BOOB69420_mono_0046,5,5,5,5,0
BOOB69420_mono_0047,5,5,5,5,0
BOOB69420_mono_0048,4,4,4,4,0
BOOB69420_mono_0049,3,3,3,3,0
BOOB69420_mono_0050,5,5,5,5,0
BOOB69420_mono_0051,5,5,5,5,0
BOOB69420_mono_0052,4,4,4,4,0
BOOB69420_mono_0053,3,3,3,3,0
BOOB69420_mono_0054,2,2,2,2,0
BOOB69420_mono_0055,3,3,3,3,0
BOOB69420_mono_0056,4,4,4,4,0
BOOB69420_mono_0057,6,6,6,6,0
BOOB69420_mono_0058,2,2,2,2,0
BOOB69420_mono_0059,4,4,4,4,0
BOOB69420_mono_0060,5,5,5,5,0
BOOB69420_mono_0061,5,5,5,5,0
BOOB69420_mono_0062,2,2,2,2,0
BOOB69420_mono_0063,2,2,2,2,0
BOOB69420_mono_0064,2,2,2,2,0
BOOB69420_mono_0065,1,1,1,1,0
BOOB69420_mono_0066,2,2,2,2,0
BOOB69420_mono_0067,4,4,4,4,0
BOOB69420_mono_0068,5,5,5,5,0
BOOB69420_mono_0069,3,3,3,3,0
BOOB69420_mono_0070,7,7,7,7,0
BOOB69420_mono_0071,2,2,2,2,0
BOOB69420_mono_0072,5,5,5,5,0
BOOB69420_mono_0073,4,4,4,4,0
BOOB69420_mono_0074,8,8,8,8,0
BOOB69420_mono_0075,2,2,2,2,0
BOOB69420_mono_0076,6,6,6,6,0
BOOB69420_mono_0077,5,5,5,5,0
BOOB69420_mono_0078,3,3,3,3,0
BOOB69420_mono_0079,2,2,2,2,0
BOOB69420_mono_0080,2,2,2,2,0
BOOB69420_mono_0081,2,2,2,2,0
BOOB69420_mono_0082,5,5,5,5,0
BOOB69420_mono_0083,3,3,3,3,0
BOOB69420_mono_0084,2,2,2,2,0
BOOB69420_mono_0085,3,3,3,3,0
BOOB69420_mono_0086,2,2,2,2,0
BOOB69420_mono_0087,5,5,5,5,0
BOOB69420_mono_0088,3,3,3,3,0
BOOB69420_mono_0089,3,3,3,3,0
BOOB69420_mono_0090,4,4,4,4,0
BOOB69420_mono_0091,5,5,5,5,0
BOOB69420_mono_0092,6,6,6,6,0
BOOB69420_mono_0093,3,3,3,3,0
BOOB69420_mono_0094,1,1,1,1,0
BOOB69420_mono_0095,5,5,5,5,0
BOOB69420_mono_0096,4,4,4,4,0
BOOB69420_mono_0097,4,4,4,4,0
BOOB69420_mono_0098,1,1,1,1,0
BOOB69420_mono_0099,5,5,5,5,0
BOOB69420_mono_0100,4,4,4,4,0
BOOB69420_mono_0101,5,5,5,5,0
BOOB69420_mono_0102,6,6,6,6,0
BOOB69420_mono_0103,7,7,7,7,0
BOOB69420_mono_0104,5,5,5,5,0
BOOB69420_mono_0105,3,3,3,3,0
BOOB69420_mono_0106,3,3,3,3,0
BOOB69420_mono_0107,3,3,3,3,0
BOOB69420_mono_0108,4,4,4,4,0
BOOB69420_mono_0109,2,2,2,2,0
BOOB69420_mono_0110,4,4,4,4,0
BOOB69420_mono_0111,2,2,2,2,0
BOOB69420_mono_0112,5,5,5,5,0
BOOB69420_mono_0113,4,4,4,4,0
BOOB69420_mono_0114,1,1,1,1,0
BOOB69420_mono_0115,1,1,1,1,0
BOOB69420_mono_0116,4,4,4,4,0
BOOB69420_mono_0117,4,4,4,4,0
BOOB69420_mono_0118,5,5,5,5,0
BOOB69420_mono_0119,4,4,4,4,0
BOOB69420_mono_0120,5,5,5,5,0
BOOB69420_mono_0121,5,5,5,5,0
BOOB69420_mono_0122,5,5,5,5,0
BOOB69420_mono_0123,2,2,2,2,0
BOOB69420_mono_0124,3,3,3,3,0
BOOB69420_mono_0125,2,2,2,2,0
BOOB69420_mono_0126,2,2,2,2,0
BOOB69420_mono_0127,6,6,6,6,0
BOOB69420_mono_0128,4,4,4,4,0
BOOB69420_mono_0129,5,5,5,5,0
BOOB69420_mono_0130,4,4,4,4,0
BOOB69420_mono_0131,3,3,3,3,0
BOOB69420_mono_0132,2,2,2,2,0
BOOB69420_mono_0133,5,5,5,5,0
BOOB69420_mono_0134,5,5,5,5,0
BOOB69420_mono_0135,5,5,5,5,0
BOOB69420_mono_0136,5,5,5,5,0
BOOB69420_mono_0137,5,5,5,5,0
BOOB69420_mono_0138,7,7,7,7,0
BOOB69420_mono_0139,3,3,3,3,0
BOOB69420_mono_0140,7,7,7,7,0
BOOB69420_mono_0141,4,4,4,4,0
BOOB69420_mono_0142,1,1,1,1,0
BOOB69420_mono_0143,3,3,3,3,0
BOOB69420_mono_0144,7,7,7,7,0
BOOB69420_mono_0145,3,3,3,3,0
BOOB69420_mono_0146,3,3,3,3,0
BOOB69420_mono_0147,2,2,2,2,0
BOOB69420_mono_0148,3,3,3,3,0
BOOB69420_mono_0149,3,3,3,3,0
BOOB69420_mono_0150,2,2,2,2,0
BOOB69420_mono_0151,1,1,1,1,0
BOOB69420_mono_0152,5,5,5,5,0
BOOB69420_mono_0153,4,4,4,4,0
BOOB69420_mono_0154,2,2,2,2,0
BOOB69420_mono_0155,3,3,3,3,0
BOOB69420_mono_0156,4,4,4,4,0
BOOB69420_mono_0157,5,5,5,5,0
BOOB69420_mono_0158,4,4,4,4,0
BOOB69420_mono_0159,2,2,2,2,0
BOOB69420_mono_0160,1,1,1,1,0
BOOB69420_mono_0161,2,2,2,2,0
BOOB69420_mono_0162,3,3,3,3,0
BOOB69420_mono_0163,5,5,5,5,0
BOOB69420_mono_0164,4,4,4,4,0
BOOB69420_mono_0165,4,4,4,4,0
BOOB69420_mono_0166,5,5,5,5,0
BOOB69420_mono_0167,7,7,7,7,0
BOOB69420_mono_0168,4,4,4,4,0
BOOB69420_mono_0169,1,1,1,1,0
BOOB69420_mono_0170,1,1,1,1,0
BOOB69420_mono_0171,4,4,4,4,0
BOOB69420_mono_0172,5,5,5,5,0
BOOB69420_mono_0173,5,5,5,5,0
BOOB69420_mono_0174,4,4,4,4,0
BOOB69420_mono_0175,5,5,5,5,0
BOOB69420_mono_0176,5,5,5,5,0
BOOB69420_mono_0177,2,2,2,2,0
BOOB69420_mono_0178,4,4,4,4,0
BOOB69420_mono_0179,8,8,8,8,0
BOOB69420_mono_0180,2,2,2,2,0
BOOB69420_mono_0181,1,1,1,1,0
BOOB69420_mono_0182,2,2,2,2,0
BOOB69420_mono_0183,4,4,4,4,0
BOOB69420_mono_0184,4,4,4,4,0
BOOB69420_mono_0185,8,8,8,8,0
BOOB69420_mono_0186,2,2,2,2,0
BOOB69420_mono_0187,5,5,5,5,0
BOOB69420_mono_0188,1,1,1,1,0
BOOB69420_mono_0189,3,3,3,3,0
BOOB69420_mono_0190,4,4,4,4,0
BOOB69420_mono_0191,7,7,7,7,0
BOOB69420_mono_0192,2,2,2,2,0
BOOB69420_mono_0193,3,3,3,3,0
BRG912QD5_mono_0001,1,1,1,1,0
BRG912QD5_mono_0002,7,7,7,7,0
BRG912QD5_mono_0003,8,8,8,8,0
BRG912QD5_mono_0004,2,2,2,2,0
BRG912QD5_mono_0005,2,2,2,2,0
BRG912QD5_mono_0006,1,1,1,1,0
BRG912QD5_mono_0007,2,2,2,2,0
BRG912QD5_mono_0008,7,7,7,7,0
BRG912QD5_mono_0009,1,1,1,1,0
BRG912QD5_mono_0010,6,6,6,6,0
BRG912QD5_mono_0011,5,5,5,5,0
BRG912QD5_mono_0012,1,1,1,1,0
BRG912QD5_mono_0013,3,3,3,3,0
BRG912QD5_mono_0014,6,6,6,6,0
BRG912QD5_mono_0015,8,8,8,8,0
BRG912QD5_mono_0016,8,8,8,8,0
BRG912QD5_mono_0017,2,2,2,2,0
BRG912QD5_mono_0018,4,4,4,4,0
BRG912QD5_mono_0019,6,6,6,6,0
BRG912QD5_mono_0020,8,8,8,8,0
BRG912QD5_mono_0021,5,5,5,5,0
BRG912QD5_mono_0022,6,6,6,6,0
BRG912QD5_mono_0023,7,7,7,7,0
BRG912QD5_mono_0024,7,7,7,7,0
BRG912QD5_mono_0025,2,2,2,2,0
BRG912QD5_mono_0026,6,6,6,6,0
BRG912QD5_mono_0027,5,5,5,5,0
BRG912QD5_mono_0028,2,2,2,2,0
BRG912QD5_mono_0029,3,3,3,3,0
BRG912QD5_mono_0030,6,6,6,6,0
BRG912QD5_mono_0031,2,2,2,2,0
BRG912QD5_mono_0032,1,1,1,1,0
BRG912QD5_mono_0033,2,2,2,2,0
BRG912QD5_mono_0034,1,1,1,1,0
BRG912QD5_mono_0035,5,5,5,5,0
BRG912QD5_mono_0036,1,1,1,1,0
BRG912QD5_mono_0037,3,3,3,3,0
BRG912QD5_mono_0038,5,5,5,5,0
BRG912QD5_mono_0039,5,5,5,5,0
BRG912QD5_mono_0040,4,4,4,4,0
BRG912QD5_mono_0041,2,2,2,2,0
BRG912QD5_mono_0042,4,4,4,4,0
BRG912QD5_mono_0043,5,5,5,5,0
BRG912QD5_mono_0044,3,3,3,3,0
BRG912QD5_mono_0045,3,3,3,3,0
BRG912QD5_mono_0046,4,4,4,4,0
BRG912QD5_mono_0047,2,2,2,2,0
BRG912QD5_mono_0048,3,3,3,3,0
BRG912QD5_mono_0049,3,3,3,3,0
BRG912QD5_mono_0050,7,7,7,7,0
BRG912QD5_mono_0051,6,6,6,6,0
BRG912QD5_mono_0052,6,6,6,6,0
BRG912QD5_mono_0053,3,3,3,3,0
BRG912QD5_mono_0054,4,4,4,4,0
BRG912QD5_mono_0055,6,6,6,6,0
BRG912QD5_mono_0056,8,8,8,8,0
BRG912QD5_mono_0057,6,6,6,6,0
BRG912QD5_mono_0058,3,3,3,3,0
BRG912QD5_mono_0059,5,5,5,5,0
BRG912QD5_mono_0060,5,5,5,5,0
BRG912QD5_mono_0061,5,5,5,5,0
BRG912QD5_mono_0062,3,3,3,3,0
BRG912QD5_mono_0063,2,2,2,2,0
BRG912QD5_mono_0064,6,6,6,6,0
BRG912QD5_mono_0065,6,6,6,6,0
BRG912QD5_mono_0066,3,3,3,3,0
BRG912QD5_mono_0067,7,7,7,7,0
BRG912QD5_mono_0068,2,2,2,2,0
BRG912QD5_mono_0069,2,2,2,2,0
BRG912QD5_mono_0070,4,4,4,4,0
BRG912QD5_mono_0071,3,3,3,3,0
BRG912QD5_mono_0072,2,2,2,2,0
BRG912QD5_mono_0073,8,8,8,8,0
BRG912QD5_mono_0074,8,8,8,8,0
BRG912QD5_mono_0075,8,8,8,8,0
BRG912QD5_mono_0076,4,4,4,4,0
BRG912QD5_mono_0077,3,3,3,3,0
BRG912QD5_mono_0078,3,3,3,3,0
BRG912QD5_mono_0079,2,2,2,2,0
BRG912QD5_mono_0080,2,2,2,2,0
BRG912QD5_mono_0081,5,5,5,5,0
BRG912QD5_mono_0082,5,5,5,5,0
BRG912QD5_mono_0083,8,8,8,8,0
BRG912QD5_mono_0084,7,7,7,7,0
BRG912QD5_mono_0085,3,3,3,3,0
BRG912QD5_mono_0086,1,1,1,1,0
BRG912QD5_mono_0087,5,5,5,5,0
BRG912QD5_mono_0088,3,3,3,3,0
BRG912QD5_mono_0089,2,2,2,2,0
BRG912QD5_mono_0090,5,5,5,5,0
BRG912QD5_mono_0091,3,3,3,3,0
BRG912QD5_mono_0092,8,8,8,8,0
BRG912QD5_mono_0093,2,2,2,2,0
BRG912QD5_mono_0094,5,5,5,5,0
BRG912QD5_mono_0095,5,5,5,5,0
BRG912QD5_mono_0096,1,1,1,1,0
BRG912QD5_mono_0097,3,3,3,3,0
BRG912QD5_mono_0098,3,3,3,3,0
BRG912QD5_mono_0099,1,1,1,1,0
BRG912QD5_mono_0100,4,4,4,4,0
BRG912QD5_mono_0101,6,6,6,6,0
BRG912QD5_mono_0102,5,5,5,5,0
BRG912QD5_mono_0103,4,4,4,4,0
BRG912QD5_mono_0104,2,2,2,2,0
BRG912QD5_mono_0105,6,6,6,6,0
BRG912QD5_mono_0106,7,7,7,7,0
BRG912QD5_mono_0107,6,6,6,6,0
BRG912QD5_mono_0108,4,4,4,4,0
BRG912QD5_mono_0109,6,6,6,6,0
BRG912QD5_mono_0110,8,8,8,8,0
BRG912QD5_mono_0111,2,2,2,2,0
BRG912QD5_mono_0112,5,5,5,5,0
BRG912QD5_mono_0113,8,8,8,8,0
BRG912QD5_mono_0114,1,1,1,1,0
BRG912QD5_mono_0115,8,8,8,8,0
BRG912QD5_mono_0116,4,4,4,4,0
BRG912QD5_mono_0117,3,3,3,3,0
BRG912QD5_mono_0118,4,4,4,4,0
BRG912QD5_mono_0119,8,8,8,8,0
BRG912QD5_mono_0120,6,6,6,6,0
BRG912QD5_mono_0121,6,6,6,6,0
BRG912QD5_mono_0122,7,7,7,7,0
BRG912QD5_mono_0123,5,5,5,5,0
BRG912QD5_mono_0124,5,5,5,5,0
BRG912QD5_mono_0125,8,8,8,8,0
BRG912QD5_mono_0126,3,3,3,3,0
BRG912QD5_mono_0127,4,4,4,4,0
BRG912QD5_mono_0128,3,3,3,3,0
BRG912QD5_mono_0129,5,5,5,5,0
BRG912QD5_mono_0130,7,7,7,7,0
BRG912QD5_mono_0131,3,3,3,3,0
BRG912QD5_mono_0132,4,4,4,4,0
BRG912QD5_mono_0133,4,4,4,4,0
BRG912QD5_mono_0134,4,4,4,4,0
BRG912QD5_mono_0135,1,1,1,1,0
BRG912QD5_mono_0136,1,1,1,1,0
BRG912QD5_mono_0137,4,4,4,4,0
BRG912QD5_mono_0138,3,3,3,3,0
BRG912QD5_mono_0139,3,3,3,3,0
BRG912QD5_mono_0140,4,4,4,4,0
BRG912QD5_mono_0141,6,6,6,6,0
BRG912QD5_mono_0142,3,3,3,3,0
BRG912QD5_mono_0143,3,3,3,3,0
BRG912QD5_mono_0144,8,8,8,8,0
BRG912QD5_mono_0145,3,3,3,3,0
BRG912QD5_mono_0146,6,6,6,6,0
BRG912QD5_mono_0147,2,2,2,2,0
BRG912QD5_mono_0148,4,4,4,4,0
BRG912QD5_mono_0149,7,7,7,7,0
BRG912QD5_mono_0150,2,2,2,2,0
BRG912QD5_mono_0151,2,2,2,2,0
BRG912QD5_mono_0152,1,1,1,1,0
BRG912QD5_mono_0153,7,7,7,7,0
BRG912QD5_mono_0154,2,2,2,2,0
BRG912QD5_mono_0155,1,1,1,1,0
BRG912QD5_mono_0156,1,1,1,1,0
BRG912QD5_mono_0157,3,3,3,3,0
BRG912QD5_mono_0158,8,8,8,8,0
BRG912QD5_mono_0159,1,1,1,1,0
BRG912QD5_mono_0160,1,1,1,1,0
BRG912QD5_mono_0161,7,7,7,7,0
BRG912QD5_mono_0162,1,1,1,1,0
BRG912QD5_mono_0163,4,4,4,4,0
BRG912QD5_mono_0164,6,6,6,6,0
BRG912QD5_mono_0165,5,5,5,5,0
BRG912QD5_mono_0166,7,7,7,7,0
BRG912QD5_mono_0167,4,4,4,4,0
BRG912QD5_mono_0168,4,4,4,4,0
BRG912QD5_mono_0169,3,3,3,3,0
BRG912QD5_mono_0170,7,7,7,7,0
BRG912QD5_mono_0171,8,8,8,8,0
BRG912QD5_mono_0172,1,1,1,1,0
BRG912QD5_mono_0173,8,8,8,8,0
BRG912QD5_mono_0174,5,5,5,5,0
BRG912QD5_mono_0175,5,5,5,5,0
BRG912QD5_mono_0176,2,2,2,2,0
BRG912QD5_mono_0177,6,6,6,6,0
BRG912QD5_mono_0178,5,5,5,5,0
BRG912QD5_mono_0179,3,3,3,3,0
BRG912QD5_mono_0180,7,7,7,7,0
BRG912QD5_mono_0181,6,6,6,6,0
BRG912QD5_mono_0182,7,7,7,7,0
BRG912QD5_mono_0183,3,3,3,3,0
BRG912QD5_mono_0184,3,3,3,3,0
BRG912QD5_mono_0185,5,5,5,5,0
BRG912QD5_mono_0186,3,3,3,3,0
BRG912QD5_mono_0187,8,8,8,8,0
BRG912QD5_mono_0188,8,8,8,8,0
BRG912QD5_mono_0189,4,4,4,4,0
BRG912QD5_mono_0190,5,5,5,5,0
BRG912QD5_mono_0191,6,6,6,6,0
BRG912QD5_mono_0192,7,7,7,7,0
BRG912QD5_mono_0193,8,8,8,8,0
BRG912QD5_mono_0194,7,7,7,7,0
BRG912QD5_mono_0195,2,2,2,2,0
BRG912QD5_mono_0196,2,2,2,2,0
BRG912QD5_mono_0197,2,2,2,2,0
CAMPUSRD1_mono_0001,1,1,1,1,0
CAMPUSRD1_mono_0002,1,1,1,1,0
CAMPUSRD1_mono_0003,2,2,2,2,0
CAMPUSRD1_mono_0004,2,2,2,2,0
CAMPUSRD1_mono_0005,2,2,2,2,0
CAMPUSRD1_mono_0006,2,2,2,2,0
CAMPUSRD1_mono_0007,3,3,3,3,0
CAMPUSRD1_mono_0008,8,8,8,8,0
CAMPUSRD1_mono_0009,4,4,4,4,0
CAMPUSRD1_mono_0010,8,8,8,8,0
CAMPUSRD1_mono_0011,4,4,4,4,0
