file,winner,F1,F2,F3,edit
H015469YY_mono_0177,3,3,3,3,0
H015469YY_mono_0178,7,7,7,7,0
H015469YY_mono_0179,8,8,8,8,0
H015469YY_mono_0180,3,3,3,3,0
H015469YY_mono_0181,3,3,3,3,0
H015469YY_mono_0182,8,8,8,8,0
H015469YY_mono_0183,4,4,4,4,0
H015469YY_mono_0184,2,2,2,2,0
H015469YY_mono_0185,2,2,2,2,0
H015469YY_mono_0186,4,4,4,4,0
H015469YY_mono_0187,2,2,2,2,0
H015469YY_mono_0188,8,8,8,8,0
H015469YY_mono_0189,5,5,5,5,0
H015469YY_mono_0190,7,7,7,7,0
H015469YY_mono_0191,7,7,7,7,0
H015469YY_mono_0192,5,5,5,5,0
H015469YY_mono_0193,4,4,4,4,0
H015469YY_mono_0194,7,7,7,7,0
H015469YY_mono_0195,5,5,5,5,0
H015469YY_mono_0196,1,1,1,1,0
JF68DEP64_mono_0001,6,6,6,6,0
JF68DEP64_mono_0002,2,2,2,2,0
JF68DEP64_mono_0003,7,7,7,7,0
JF68DEP64_mono_0004,2,2,2,2,0
JF68DEP64_mono_0005,8,8,8,8,0
JF68DEP64_mono_0006,6,6,6,6,0
JF68DEP64_mono_0007,6,6,6,6,0
JF68DEP64_mono_0008,8,8,8,8,0
JF68DEP64_mono_0009,6,6,6,6,0
JF68DEP64_mono_0010,6,6,6,6,0
JF68DEP64_mono_0011,4,4,4,4,0
JF68DEP64_mono_0012,5,5,5,5,0
JF68DEP64_mono_0013,2,2,2,2,0
JF68DEP64_mono_0014,1,1,1,1,0
JF68DEP64_mono_0015,3,3,3,3,0
JF68DEP64_mono_0016,4,4,4,4,0
JF68DEP64_mono_0017,6,6,6,6,0
JF68DEP64_mono_0018,2,2,2,2,0
JF68DEP64_mono_0019,7,7,7,7,0
JF68DEP64_mono_0020,5,5,5,5,0
JF68DEP64_mono_0021,3,3,3,3,0
JF68DEP64_mono_0022,5,5,5,5,0
JF68DEP64_mono_0023,5,5,5,5,0
JF68DEP64_mono_0024,5,5,5,5,0
JF68DEP64_mono_0025,1,1,1,1,0
JF68DEP64_mono_0026,2,2,2,2,0
JF68DEP64_mono_0027,4,4,4,4,0
JF68DEP64_mono_0028,1,1,1,1,0
JF68DEP64_mono_0029,6,6,6,6,0
JF68DEP64_mono_0030,1,1,1,1,0
JF68DEP64_mono_0031,7,7,7,7,0
JF68DEP64_mono_0032,1,1,1,1,0
JF68DEP64_mono_0033,1,1,1,1,0
JF68DEP64_mono_0034,4,4,4,4,0
JF68DEP64_mono_0035,4,4,4,4,0
JF68DEP64_mono_0036,6,6,6,6,0
JF68DEP64_mono_0037,3,3,3,3,0
JF68DEP64_mono_0038,6,6,6,6,0
JF68DEP64_mono_0039,4,4,4,4,0
JF68DEP64_mono_0040,7,7,7,7,0
JF68DEP64_mono_0041,7,7,7,7,0
JF68DEP64_mono_0042,2,2,2,2,0
JF68DEP64_mono_0043,1,1,1,1,0
JF68DEP64_mono_0044,7,7,7,7,0
JF68DEP64_mono_0045,4,4,4,4,0
JF68DEP64_mono_0046,1,1,1,1,0
JF68DEP64_mono_0047,4,4,4,4,0
JF68DEP64_mono_0048,4,4,4,4,0
JF68DEP64_mono_0049,4,4,4,4,0
JF68DEP64_mono_0050,2,2,2,2,0
JF68DEP64_mono_0051,2,2,2,2,0
JF68DEP64_mono_0052,2,2,2,2,0
JF68DEP64_mono_0053,3,3,3,3,0
JF68DEP64_mono_0054,4,4,4,4,0
JF68DEP64_mono_0055,4,4,4,4,0
JF68DEP64_mono_0056,1,1,1,1,0
JF68DEP64_mono_0057,7,7,7,7,0
JF68DEP64_mono_0058,1,1,1,1,0
JF68DEP64_mono_0059,4,4,4,4,0
JF68DEP64_mono_0060,3,3,3,3,0
JF68DEP64_mono_0061,3,3,3,3,0
JF68DEP64_mono_0062,3,3,3,3,0
JF68DEP64_mono_0063,2,2,2,2,0
JF68DEP64_mono_0064,2,2,2,2,0
JF68DEP64_mono_0065,1,1,1,1,0
JF68DEP64_mono_0066,6,6,6,6,0
JF68DEP64_mono_0067,2,2,2,2,0
JF68DEP64_mono_0068,2,2,2,2,0
JF68DEP64_mono_0069,5,5,5,5,0
JF68DEP64_mono_0070,7,7,7,7,0
JF68DEP64_mono_0071,4,4,4,4,0
JF68DEP64_mono_0072,1,1,1,1,0
JF68DEP64_mono_0073,8,8,8,8,0
JF68DEP64_mono_0074,7,7,7,7,0
JF68DEP64_mono_0075,4,4,4,4,0
JF68DEP64_mono_0076,8,8,8,8,0
JF68DEP64_mono_0077,1,1,1,1,0
JF68DEP64_mono_0078,7,7,7,7,0
JF68DEP64_mono_0079,2,2,2,2,0
JF68DEP64_mono_0080,2,2,2,2,0
JF68DEP64_mono_0081,4,4,4,4,0
JF68DEP64_mono_0082,4,4,4,4,0
JF68DEP64_mono_0083,4,4,4,4,0
JF68DEP64_mono_0084,3,3,3,3,0
JF68DEP64_mono_0085,6,6,6,6,0
JF68DEP64_mono_0086,8,8,8,8,0
JF68DEP64_mono_0087,5,5,5,5,0
JF68DEP64_mono_0088,6,6,6,6,0
JF68DEP64_mono_0089,2,2,2,2,0
JF68DEP64_mono_0090,1,1,1,1,0
JF68DEP64_mono_0091,6,6,6,6,0
JF68DEP64_mono_0092,8,8,8,8,0
JF68DEP64_mono_0093,4,4,4,4,0
JF68DEP64_mono_0094,3,3,3,3,0
JF68DEP64_mono_0095,8,8,8,8,0
JF68DEP64_mono_0096,5,5,5,5,0
JF68DEP64_mono_0097,5,5,5,5,0
JF68DEP64_mono_0098,1,1,1,1,0
JF68DEP64_mono_0099,3,3,3,3,0
JF68DEP64_mono_0100,2,2,2,2,0
JF68DEP64_mono_0101,6,6,6,6,0
JF68DEP64_mono_0102,8,8,8,8,0
JF68DEP64_mono_0103,4,4,4,4,0
JF68DEP64_mono_0104,8,8,8,8,0
JF68DEP64_mono_0105,3,3,3,3,0
JF68DEP64_mono_0106,2,2,2,2,0
JF68DEP64_mono_0107,3,3,3,3,0
JF68DEP64_mono_0108,1,1,1,1,0
JF68DEP64_mono_0109,8,8,8,8,0
JF68DEP64_mono_0110,4,4,4,4,0
JF68DEP64_mono_0111,2,2,2,2,0
JF68DEP64_mono_0112,1,1,1,1,0
JF68DEP64_mono_0113,2,2,2,2,0
JF68DEP64_mono_0114,5,5,5,5,0
JF68DEP64_mono_0115,1,1,1,1,0
JF68DEP64_mono_0116,1,1,1,1,0
JF68DEP64_mono_0117,4,4,4,4,0
JF68DEP64_mono_0118,6,6,6,6,0
JF68DEP64_mono_0119,4,4,4,4,0
JF68DEP64_mono_0120,3,3,3,3,0
JF68DEP64_mono_0121,4,4,4,4,0
JF68DEP64_mono_0122,6,6,6,6,0
JF68DEP64_mono_0123,2,2,2,2,0
JF68DEP64_mono_0124,6,6,6,6,0
JF68DEP64_mono_0125,5,5,5,5,0
JF68DEP64_mono_0126,4,4,4,4,0
JF68DEP64_mono_0127,3,3,3,3,0
JF68DEP64_mono_0128,3,3,3,3,0
JF68DEP64_mono_0129,2,2,2,2,0
JF68DEP64_mono_0130,4,4,4,4,0
JF68DEP64_mono_0131,2,2,2,2,0
JF68DEP64_mono_0132,3,3,3,3,0
JF68DEP64_mono_0133,4,4,4,4,0
JF68DEP64_mono_0134,7,7,7,7,0
JF68DEP64_mono_0135,6,6,6,6,0
JF68DEP64_mono_0136,4,4,4,4,0
JF68DEP64_mono_0137,4,4,4,4,0
JF68DEP64_mono_0138,5,5,5,5,0
JF68DEP64_mono_0139,8,8,8,8,0
JF68DEP64_mono_0140,5,5,5,5,0
JF68DEP64_mono_0141,3,3,3,3,0
JF68DEP64_mono_0142,5,5,5,5,0
JF68DEP64_mono_0143,6,6,6,6,0
JF68DEP64_mono_0144,6,6,6,6,0
JF68DEP64_mono_0145,5,5,5,5,0
JF68DEP64_mono_0146,1,1,1,1,0
JF68DEP64_mono_0147,5,5,5,5,0
JF68DEP64_mono_0148,1,1,1,1,0
JF68DEP64_mono_0149,3,3,3,3,0
JF68DEP64_mono_0150,5,5,5,5,0
JF68DEP64_mono_0151,7,7,7,7,0
JF68DEP64_mono_0152,5,5,5,5,0
JF68DEP64_mono_0153,2,2,2,2,0
JF68DEP64_mono_0154,4,4,4,4,0
JF68DEP64_mono_0155,4,4,4,4,0
JF68DEP64_mono_0156,3,3,3,3,0
JF68DEP64_mono_0157,7,7,7,7,0
JF68DEP64_mono_0158,6,6,6,6,0
JF68DEP64_mono_0159,4,4,4,4,0
JF68DEP64_mono_0160,1,1,1,1,0
JF68DEP64_mono_0161,1,1,1,1,0
JF68DEP64_mono_0162,4,4,4,4,0
JF68DEP64_mono_0163,4,4,4,4,0
JF68DEP64_mono_0164,2,2,2,2,0
JF68DEP64_mono_0165,1,1,1,1,0
JF68DEP64_mono_0166,4,4,4,4,0
JF68DEP64_mono_0167,3,3,3,3,0
JF68DEP64_mono_0168,1,1,1,1,0
JF68DEP64_mono_0169,2,2,2,2,0
JF68DEP64_mono_0170,1,1,1,1,0
JF68DEP64_mono_0171,5,5,5,5,0
JF68DEP64_mono_0172,6,6,6,6,0
JF68DEP64_mono_0173,2,2,2,2,0
JF68DEP64_mono_0174,5,5,5,5,0
JF68DEP64_mono_0175,4,4,4,4,0
JF68DEP64_mono_0176,4,4,4,4,0
JF68DEP64_mono_0177,4,4,4,4,0
JF68DEP64_mono_0178,6,6,6,6,0
JF68DEP64_mono_0179,6,6,6,6,0
JF68DEP64_mono_0180,5,5,5,5,0
JF68DEP64_mono_0181,5,5,5,5,0
JF68DEP64_mono_0182,1,1,1,1,0
JF68DEP64_mono_0183,3,3,3,3,0
JF68DEP64_mono_0184,2,2,2,2,0
JF68DEP64_mono_0185,3,3,3,3,0
JF68DEP64_mono_0186,7,7,7,7,0
JF68DEP64_mono_0187,1,1,1,1,0
JF68DEP64_mono_0188,3,3,3,3,0
JF68DEP64_mono_0189,4,4,4,4,0
JF68DEP64_mono_0190,1,1,1,1,0
LADEEDOOD_mono_0001,5,5,5,5,0
LADEEDOOD_mono_0002,5,5,5,5,0
LADEEDOOD_mono_0003,4,4,4,4,0
LADEEDOOD_mono_0004,7,7,7,7,0
LADEEDOOD_mono_0005,3,3,3,3,0
LADEEDOOD_mono_0006,3,3,3,3,0
LADEEDOOD_mono_0007,1,1,1,1,0
LADEEDOOD_mono_0008,7,7,7,7,0
LADEEDOOD_mono_0009,5,5,5,5,0
LADEEDOOD_mono_0010,4,4,4,4,0
LADEEDOOD_mono_0011,4,4,4,4,0
LADEEDOOD_mono_0012,1,1,1,1,0
LADEEDOOD_mono_0013,4,4,4,4,0
LADEEDOOD_mono_0014,5,5,5,5,0
LADEEDOOD_mono_0015,1,1,1,1,0
LADEEDOOD_mono_0016,3,3,3,3,0
LADEEDOOD_mono_0017,4,4,4,4,0
LADEEDOOD_mono_0018,3,3,3,3,0
LADEEDOOD_mono_0019,1,1,1,1,0
LADEEDOOD_mono_0020,1,1,1,1,0
LADEEDOOD_mono_0021,7,7,7,7,0
LADEEDOOD_mono_0022,1,1,1,1,0
LADEEDOOD_mono_0023,6,6,6,6,0
LADEEDOOD_mono_0024,1,1,1,1,0
LADEEDOOD_mono_0025,4,4,4,4,0
LADEEDOOD_mono_0026,8,8,8,8,0
LADEEDOOD_mono_0027,1,1,1,1,0
LADEEDOOD_mono_0028,6,6,6,6,0
LADEEDOOD_mono_0029,7,7,7,7,0
LADEEDOOD_mono_0030,7,7,7,7,0
LADEEDOOD_mono_0031,8,8,8,8,0
LADEEDOOD_mono_0032,3,3,3,3,0
LADEEDOOD_mono_0033,5,5,5,5,0
LADEEDOOD_mono_0034,3,3,3,3,0
LADEEDOOD_mono_0035,2,2,2,2,0
LADEEDOOD_mono_0036,2,2,2,2,0
LADEEDOOD_mono_0037,4,4,4,4,0
LADEEDOOD_mono_0038,4,4,4,4,0
LADEEDOOD_mono_0039,4,4,4,4,0
LADEEDOOD_mono_0040,4,4,4,4,0
LADEEDOOD_mono_0041,2,2,2,2,0
LADEEDOOD_mono_0042,2,2,2,2,0
LADEEDOOD_mono_0043,4,4,4,4,0
LADEEDOOD_mono_0044,3,3,3,3,0
LADEEDOOD_mono_0045,2,2,2,2,0
LADEEDOOD_mono_0046,1,1,1,1,0
LADEEDOOD_mono_0047,4,4,4,4,0
LADEEDOOD_mono_0048,4,4,4,4,0
LADEEDOOD_mono_0049,2,2,2,2,0
LADEEDOOD_mono_0050,2,2,2,2,0
LADEEDOOD_mono_0051,3,3,3,3,0
LADEEDOOD_mono_0052,2,2,2,2,0
LADEEDOOD_mono_0053,7,7,7,7,0
LADEEDOOD_mono_0054,6,6,6,6,0
LADEEDOOD_mono_0055,6,6,6,6,0
LADEEDOOD_mono_0056,1,1,1,1,0
LADEEDOOD_mono_0057,3,3,3,3,0
LADEEDOOD_mono_0058,7,7,7,7,0
LADEEDOOD_mono_0059,4,4,4,4,0
LADEEDOOD_mono_0060,5,5,5,5,0
LADEEDOOD_mono_0061,8,8,8,8,0
LADEEDOOD_mono_0062,1,1,1,1,0
LADEEDOOD_mono_0063,2,2,2,2,0
LADEEDOOD_mono_0064,3,3,3,3,0
LADEEDOOD_mono_0065,7,7,7,7,0
LADEEDOOD_mono_0066,3,3,3,3,0
LADEEDOOD_mono_0067,3,3,3,3,0
LADEEDOOD_mono_0068,4,4,4,4,0
LADEEDOOD_mono_0069,3,3,3,3,0
LADEEDOOD_mono_0070,7,7,7,7,0
LADEEDOOD_mono_0071,7,7,7,7,0
LADEEDOOD_mono_0072,2,2,2,2,0
LADEEDOOD_mono_0073,4,4,4,4,0
LADEEDOOD_mono_0074,6,6,6,6,0
LADEEDOOD_mono_0075,4,4,4,4,0
LADEEDOOD_mono_0076,7,7,7,7,0
LADEEDOOD_mono_0077,3,3,3,3,0
LADEEDOOD_mono_0078,1,1,1,1,0
LADEEDOOD_mono_0079,6,6,6,6,0
LADEEDOOD_mono_0080,1,1,1,1,0
LADEEDOOD_mono_0081,5,5,5,5,0
LADEEDOOD_mono_0082,3,3,3,3,0
LADEEDOOD_mono_0083,5,5,5,5,0
LADEEDOOD_mono_0084,3,3,3,3,0
LADEEDOOD_mono_0085,8,8,8,8,0
LADEEDOOD_mono_0086,1,1,1,1,0
LADEEDOOD_mono_0087,3,3,3,3,0
LADEEDOOD_mono_0088,8,8,8,8,0
LADEEDOOD_mono_0089,7,7,7,7,0
LADEEDOOD_mono_0090,4,4,4,4,0
LADEEDOOD_mono_0091,2,2,2,2,0
LADEEDOOD_mono_0092,4,4,4,4,0
LADEEDOOD_mono_0093,2,2,2,2,0
LADEEDOOD_mono_0094,4,4,4,4,0
LADEEDOOD_mono_0095,4,4,4,4,0
LADEEDOOD_mono_0096,4,4,4,4,0
LADEEDOOD_mono_0097,8,8,8,8,0
LADEEDOOD_mono_0098,5,5,5,5,0
LADEEDOOD_mono_0099,2,2,2,2,0
LADEEDOOD_mono_0100,2,2,2,2,0
LADEEDOOD_mono_0101,2,2,2,2,0
LADEEDOOD_mono_0102,1,1,1,1,0
LADEEDOOD_mono_0103,2,2,2,2,0
LADEEDOOD_mono_0104,3,3,3,3,0
LADEEDOOD_mono_0105,3,3,3,3,0
LADEEDOOD_mono_0106,4,4,4,4,0
LADEEDOOD_mono_0107,1,1,1,1,0
LADEEDOOD_mono_0108,1,1,1,1,0
LADEEDOOD_mono_0109,3,3,3,3,0
LADEEDOOD_mono_0110,2,2,2,2,0
LADEEDOOD_mono_0111,2,2,2,2,0
LADEEDOOD_mono_0112,6,6,6,6,0
LADEEDOOD_mono_0113,4,4,4,4,0
LADEEDOOD_mono_0114,3,3,3,3,0
LADEEDOOD_mono_0115,5,5,5,5,0
LADEEDOOD_mono_0116,2,2,2,2,0
LADEEDOOD_mono_0117,4,4,4,4,0
LADEEDOOD_mono_0118,3,3,3,3,0
LADEEDOOD_mono_0119,3,3,3,3,0
LADEEDOOD_mono_0120,4,4,4,4,0
LADEEDOOD_mono_0121,4,4,4,4,0
LADEEDOOD_mono_0122,8,8,8,8,0
LADEEDOOD_mono_0123,1,1,1,1,0
LADEEDOOD_mono_0124,5,5,5,5,0
LADEEDOOD_mono_0125,2,2,2,2,0
LADEEDOOD_mono_0126,1,1,1,1,0
LADEEDOOD_mono_0127,2,2,2,2,0
LADEEDOOD_mono_0128,2,2,2,2,0
LADEEDOOD_mono_0129,2,2,2,2,0
LADEEDOOD_mono_0130,4,4,4,4,0
LADEEDOOD_mono_0131,4,4,4,4,0
LADEEDOOD_mono_0132,7,7,7,7,0
LADEEDOOD_mono_0133,2,2,2,2,0
LADEEDOOD_mono_0134,4,4,4,4,0
LADEEDOOD_mono_0135,4,4,4,4,0
LADEEDOOD_mono_0136,2,2,2,2,0
LADEEDOOD_mono_0137,6,6,6,6,0
LADEEDOOD_mono_0138,3,3,3,3,0
LADEEDOOD_mono_0139,2,2,2,2,0
LADEEDOOD_mono_0140,2,2,2,2,0
LADEEDOOD_mono_0141,2,2,2,2,0
LADEEDOOD_mono_0142,3,3,3,3,0
LADEEDOOD_mono_0143,2,2,2,2,0
LADEEDOOD_mono_0144,4,4,4,4,0
LADEEDOOD_mono_0145,4,4,4,4,0
LADEEDOOD_mono_0146,1,1,1,1,0
LADEEDOOD_mono_0147,5,5,5,5,0
LADEEDOOD_mono_0148,5,5,5,5,0
LADEEDOOD_mono_0149,4,4,4,4,0
LADEEDOOD_mono_0150,1,1,1,1,0
LADEEDOOD_mono_0151,1,1,1,1,0
LADEEDOOD_mono_0152,3,3,3,3,0
LADEEDOOD_mono_0153,2,2,2,2,0
LADEEDOOD_mono_0154,4,4,4,4,0
LADEEDOOD_mono_0155,4,4,4,4,0
LADEEDOOD_mono_0156,3,3,3,3,0
LADEEDOOD_mono_0157,1,1,1,1,0
LADEEDOOD_mono_0158,1,1,1,1,0
LADEEDOOD_mono_0159,4,4,4,4,0
LADEEDOOD_mono_0160,6,6,6,6,0
LADEEDOOD_mono_0161,5,5,5,5,0
LADEEDOOD_mono_0162,3,3,3,3,0
LADEEDOOD_mono_0163,7,7,7,7,0
LADEEDOOD_mono_0164,5,5,5,5,0
LADEEDOOD_mono_0165,1,1,1,1,0
LADEEDOOD_mono_0166,7,7,7,7,0
LADEEDOOD_mono_0167,3,3,3,3,0
LADEEDOOD_mono_0168,1,1,1,1,0
LADEEDOOD_mono_0169,3,3,3,3,0
LADEEDOOD_mono_0170,2,2,2,2,0
LADEEDOOD_mono_0171,4,4,4,4,0
LADEEDOOD_mono_0172,3,3,3,3,0
LADEEDOOD_mono_0173,3,3,3,3,0
LADEEDOOD_mono_0174,3,3,3,3,0
LADEEDOOD_mono_0175,4,4,4,4,0
LADEEDOOD_mono_0176,7,7,7,7,0
LADEEDOOD_mono_0177,5,5,5,5,0
LADEEDOOD_mono_0178,4,4,4,4,0
LADEEDOOD_mono_0179,5,5,5,5,0
LADEEDOOD_mono_0180,2,2,2,2,0
LADEEDOOD_mono_0181,3,3,3,3,0
LADEEDOOD_mono_0182,4,4,4,4,0
LADEEDOOD_mono_0183,7,7,7,7,0
LADEEDOOD_mono_0184,7,7,7,7,0
LADEEDOOD_mono_0185,3,3,3,3,0
LADEEDOOD_mono_0186,5,5,5,5,0
LADEEDOOD_mono_0187,2,2,2,2,0
LADEEDOOD_mono_0188,4,4,4,4,0
LSKDJOZKD_mono_0001,1,1,1,1,0
LSKDJOZKD_mono_0002,6,6,6,6,0
LSKDJOZKD_mono_0003,3,3,3,3,0
LSKDJOZKD_mono_0004,2,2,2,2,0
LSKDJOZKD_mono_0005,1,1,1,1,0
LSKDJOZKD_mono_0006,6,6,6,6,0
LSKDJOZKD_mono_0007,4,4,4,4,0
LSKDJOZKD_mono_0008,5,5,5,5,0
LSKDJOZKD_mono_0009,1,1,1,1,0
LSKDJOZKD_mono_0010,7,7,7,7,0
LSKDJOZKD_mono_0011,6,6,6,6,0
LSKDJOZKD_mono_0012,2,2,2,2,0
LSKDJOZKD_mono_0013,7,7,7,7,0
LSKDJOZKD_mono_0014,1,1,1,1,0
LSKDJOZKD_mono_0015,7,7,7,7,0
LSKDJOZKD_mono_0016,7,7,7,7,0
LSKDJOZKD_mono_0017,3,3,3,3,0
LSKDJOZKD_mono_0018,2,2,2,2,0
LSKDJOZKD_mono_0019,1,1,1,1,0
LSKDJOZKD_mono_0020,8,8,8,8,0
LSKDJOZKD_mono_0021,1,1,1,1,0
LSKDJOZKD_mono_0022,7,7,7,7,0
LSKDJOZKD_mono_0023,7,7,7,7,0
LSKDJOZKD_mono_0024,3,3,3,3,0
LSKDJOZKD_mono_0025,3,3,3,3,0
LSKDJOZKD_mono_0026,8,8,8,8,0
LSKDJOZKD_mono_0027,4,4,4,4,0
LSKDJOZKD_mono_0028,4,4,4,4,0
LSKDJOZKD_mono_0029,5,5,5,5,0
LSKDJOZKD_mono_0030,2,2,2,2,0
LSKDJOZKD_mono_0031,1,1,1,1,0
LSKDJOZKD_mono_0032,2,2,2,2,0
LSKDJOZKD_mono_0033,2,2,2,2,0
LSKDJOZKD_mono_0034,6,6,6,6,0
LSKDJOZKD_mono_0035,6,6,6,6,0
LSKDJOZKD_mono_0036,1,1,1,1,0
LSKDJOZKD_mono_0037,3,3,3,3,0
LSKDJOZKD_mono_0038,2,2,2,2,0
LSKDJOZKD_mono_0039,7,7,7,7,0
LSKDJOZKD_mono_0040,5,5,5,5,0
LSKDJOZKD_mono_0041,4,4,4,4,0
LSKDJOZKD_mono_0042,6,6,6,6,0
LSKDJOZKD_mono_0043,7,7,7,7,0
LSKDJOZKD_mono_0044,8,8,8,8,0
LSKDJOZKD_mono_0045,7,7,7,7,0
LSKDJOZKD_mono_0046,7,7,7,7,0
LSKDJOZKD_mono_0047,6,6,6,6,0
LSKDJOZKD_mono_0048,1,1,1,1,0
LSKDJOZKD_mono_0049,2,2,2,2,0
LSKDJOZKD_mono_0050,3,3,3,3,0
LSKDJOZKD_mono_0051,8,8,8,8,0
LSKDJOZKD_mono_0052,2,2,2,2,0
LSKDJOZKD_mono_0053,3,3,3,3,0
LSKDJOZKD_mono_0054,8,8,8,8,0
LSKDJOZKD_mono_0055,4,4,4,4,0
LSKDJOZKD_mono_0056,2,2,2,2,0
LSKDJOZKD_mono_0057,8,8,8,8,0
LSKDJOZKD_mono_0058,2,2,2,2,0
LSKDJOZKD_mono_0059,8,8,8,8,0
LSKDJOZKD_mono_0060,6,6,6,6,0
LSKDJOZKD_mono_0061,1,1,1,1,0
LSKDJOZKD_mono_0062,3,3,3,3,0
LSKDJOZKD_mono_0063,4,4,4,4,0
LSKDJOZKD_mono_0064,2,2,2,2,0
LSKDJOZKD_mono_0065,5,5,5,5,0
LSKDJOZKD_mono_0066,2,2,2,2,0
LSKDJOZKD_mono_0067,1,1,1,1,0
LSKDJOZKD_mono_0068,2,2,2,2,0
LSKDJOZKD_mono_0069,1,1,1,1,0
LSKDJOZKD_mono_0070,2,2,2,2,0
LSKDJOZKD_mono_0071,6,6,6,6,0
LSKDJOZKD_mono_0072,2,2,2,2,0
LSKDJOZKD_mono_0073,2,2,2,2,0
LSKDJOZKD_mono_0074,5,5,5,5,0
LSKDJOZKD_mono_0075,1,1,1,1,0
LSKDJOZKD_mono_0076,2,2,2,2,0
LSKDJOZKD_mono_0077,3,3,3,3,0
LSKDJOZKD_mono_0078,3,3,3,3,0
LSKDJOZKD_mono_0079,1,1,1,1,0
LSKDJOZKD_mono_0080,5,5,5,5,0
LSKDJOZKD_mono_0081,1,1,1,1,0
LSKDJOZKD_mono_0082,6,6,6,6,0
LSKDJOZKD_mono_0083,6,6,6,6,0
LSKDJOZKD_mono_0084,2,2,2,2,0
LSKDJOZKD_mono_0085,2,2,2,2,0
LSKDJOZKD_mono_0086,1,1,1,1,0
LSKDJOZKD_mono_0087,2,2,2,2,0
LSKDJOZKD_mono_0088,6,6,6,6,0
LSKDJOZKD_mono_0089,2,2,2,2,0
LSKDJOZKD_mono_0090,3,3,3,3,0
LSKDJOZKD_mono_0091,1,1,1,1,0
LSKDJOZKD_mono_0092,7,7,7,7,0
LSKDJOZKD_mono_0093,6,6,6,6,0
LSKDJOZKD_mono_0094,4,4,4,4,0
LSKDJOZKD_mono_0095,7,7,7,7,0
LSKDJOZKD_mono_0096,7,7,7,7,0
LSKDJOZKD_mono_0097,5,5,5,5,0
LSKDJOZKD_mono_0098,3,3,3,3,0
LSKDJOZKD_mono_0099,3,3,3,3,0
LSKDJOZKD_mono_0100,3,3,3,3,0
LSKDJOZKD_mono_0101,3,3,3,3,0
LSKDJOZKD_mono_0102,2,2,2,2,0
LSKDJOZKD_mono_0103,4,4,4,4,0
LSKDJOZKD_mono_0104,4,4,4,4,0
LSKDJOZKD_mono_0105,2,2,2,2,0
LSKDJOZKD_mono_0106,4,4,4,4,0
LSKDJOZKD_mono_0107,1,1,1,1,0
LSKDJOZKD_mono_0108,1,1,1,1,0
LSKDJOZKD_mono_0109,6,6,6,6,0
LSKDJOZKD_mono_0110,2,2,2,2,0
LSKDJOZKD_mono_0111,6,6,6,6,0
LSKDJOZKD_mono_0112,3,3,3,3,0
LSKDJOZKD_mono_0113,3,3,3,3,0
LSKDJOZKD_mono_0114,2,2,2,2,0
LSKDJOZKD_mono_0115,7,7,7,7,0
LSKDJOZKD_mono_0116,5,5,5,5,0
LSKDJOZKD_mono_0117,3,3,3,3,0
LSKDJOZKD_mono_0118,4,4,4,4,0
LSKDJOZKD_mono_0119,7,7,7,7,0
LSKDJOZKD_mono_0120,7,7,7,7,0
LSKDJOZKD_mono_0121,2,2,2,2,0
LSKDJOZKD_mono_0122,4,4,4,4,0
LSKDJOZKD_mono_0123,6,6,6,6,0
LSKDJOZKD_mono_0124,3,3,3,3,0
LSKDJOZKD_mono_0125,2,2,2,2,0
LSKDJOZKD_mono_0126,3,3,3,3,0
LSKDJOZKD_mono_0127,4,4,4,4,0
LSKDJOZKD_mono_0128,5,5,5,5,0
LSKDJOZKD_mono_0129,8,8,8,8,0
LSKDJOZKD_mono_0130,3,3,3,3,0
LSKDJOZKD_mono_0131,8,8,8,8,0
LSKDJOZKD_mono_0132,3,3,3,3,0
LSKDJOZKD_mono_0133,3,3,3,3,0
LSKDJOZKD_mono_0134,3,3,3,3,0
LSKDJOZKD_mono_0135,8,8,8,8,0
LSKDJOZKD_mono_0136,5,5,5,5,0
LSKDJOZKD_mono_0137,7,7,7,7,0
LSKDJOZKD_mono_0138,6,6,6,6,0
LSKDJOZKD_mono_0139,5,5,5,5,0
LSKDJOZKD_mono_0140,8,8,8,8,0
LSKDJOZKD_mono_0141,7,7,7,7,0
LSKDJOZKD_mono_0142,1,1,1,1,0
LSKDJOZKD_mono_0143,2,2,2,2,0
LSKDJOZKD_mono_0144,4,4,4,4,0
LSKDJOZKD_mono_0145,6,6,6,6,0
LSKDJOZKD_mono_0146,2,2,2,2,0
LSKDJOZKD_mono_0147,5,5,5,5,0
LSKDJOZKD_mono_0148,3,3,3,3,0
LSKDJOZKD_mono_0149,6,6,6,6,0
LSKDJOZKD_mono_0150,3,3,3,3,0
LSKDJOZKD_mono_0151,4,4,4,4,0
LSKDJOZKD_mono_0152,2,2,2,2,0
LSKDJOZKD_mono_0153,6,6,6,6,0
LSKDJOZKD_mono_0154,3,3,3,3,0
LSKDJOZKD_mono_0155,2,2,2,2,0
LSKDJOZKD_mono_0156,1,1,1,1,0
LSKDJOZKD_mono_0157,8,8,8,8,0
LSKDJOZKD_mono_0158,8,8,8,8,0
LSKDJOZKD_mono_0159,4,4,4,4,0
LSKDJOZKD_mono_0160,2,2,2,2,0
LSKDJOZKD_mono_0161,5,5,5,5,0
LSKDJOZKD_mono_0162,2,2,2,2,0
LSKDJOZKD_mono_0163,4,4,4,4,0
LSKDJOZKD_mono_0164,5,5,5,5,0
