file,label,group,color,number
PLM47TO8W_mono_0163.wav,AH,3,Black,4518
PLM47TO8W_mono_0164.wav,IH,11,Teal,4519
PLM47TO8W_mono_0165.wav,UW,17,Cyan,4520
PLM47TO8W_mono_0166.wav,AY,7,Magenta,4521
PLM47TO8W_mono_0167.wav,AA,1,Red,4522
PLM47TO8W_mono_0168.wav,AH,3,Black,4523
PLM47TO8W_mono_0169.wav,UW,17,Cyan,4524
PLM47TO8W_mono_0170.wav,EH,8,Black,4525
PLM47TO8W_mono_0171.wav,IH,11,Teal,4526
PLM47TO8W_mono_0172.wav,UW,17,Cyan,4527
PLM47TO8W_mono_0173.wav,UW,17,Cyan,4528
PLM47TO8W_mono_0174.wav,AE,2,Blue,4529
PLM47TO8W_mono_0175.wav,AW,5,Olive,4530
PLM47TO8W_mono_0176.wav,AH,3,Black,4531
PLM47TO8W_mono_0177.wav,AY,7,Magenta,4532
PLM47TO8W_mono_0178.wav,AW,5,Olive,4533
PLM47TO8W_mono_0179.wav,EH,8,Black,4534
