file,label,group,color,number
12345678M_mono_0001.wav,OW,14,Maroon,1
12345678M_mono_0002.wav,IH,11,Teal,2
12345678M_mono_0003.wav,AO,4,Green,3
12345678M_mono_0004.wav,IH,11,Teal,4
12345678M_mono_0005.wav,AY,7,Magenta,5
12345678M_mono_0006.wav,OW,14,Maroon,6
12345678M_mono_0007.wav,AH,3,Black,7
12345678M_mono_0008.wav,EY,10,Purple,8
12345678M_mono_0009.wav,AE,2,Blue,9
12345678M_mono_0010.wav,IY,13,Pink,10
12345678M_mono_0011.wav,IY,13,Pink,11
12345678M_mono_0012.wav,AH,3,Black,12
12345678M_mono_0013.wav,IY,13,Pink,13
12345678M_mono_0014.wav,AY,7,Magenta,14
12345678M_mono_0015.wav,OW,14,Maroon,15
12345678M_mono_0016.wav,AA,1,Red,16
12345678M_mono_0017.wav,EH,8,Black,17
12345678M_mono_0018.wav,ER,9,Lime,18
12345678M_mono_0019.wav,EY,10,Purple,19
12345678M_mono_0020.wav,AA,1,Red,20
12345678M_mono_0021.wav,AY,7,Magenta,21
12345678M_mono_0022.wav,AY,7,Magenta,22
12345678M_mono_0023.wav,AH,3,Black,23
12345678M_mono_0024.wav,AH,3,Black,24
12345678M_mono_0025.wav,IH,11,Teal,25
12345678M_mono_0026.wav,AE,2,Blue,26
12345678M_mono_0027.wav,AA,1,Red,27
12345678M_mono_0028.wav,AH,3,Black,28
12345678M_mono_0029.wav,AE,2,Blue,29
12345678M_mono_0030.wav,EH,8,Black,30
12345678M_mono_0031.wav,ER,9,Lime,31
12345678M_mono_0032.wav,ER,9,Lime,32
12345678M_mono_0033.wav,AH,3,Black,33
12345678M_mono_0034.wav,IY,13,Pink,34
12345678M_mono_0035.wav,IH,11,Teal,35
12345678M_mono_0036.wav,AH,3,Black,36
12345678M_mono_0037.wav,EH,8,Black,37
12345678M_mono_0038.wav,IH,11,Teal,38
12345678M_mono_0039.wav,AW,5,Olive,39
12345678M_mono_0040.wav,AY,7,Magenta,40
12345678M_mono_0041.wav,IH,11,Teal,41
12345678M_mono_0042.wav,AE,2,Blue,42
12345678M_mono_0043.wav,EY,10,Purple,43
12345678M_mono_0044.wav,AH,3,Black,44
12345678M_mono_0045.wav,UW,17,Cyan,45
12345678M_mono_0046.wav,EY,10,Purple,46
12345678M_mono_0047.wav,AE,2,Blue,47
12345678M_mono_0048.wav,EY,10,Purple,48
12345678M_mono_0049.wav,UW,17,Cyan,49
12345678M_mono_0050.wav,EH,8,Black,50
12345678M_mono_0051.wav,AH,3,Black,51
12345678M_mono_0052.wav,IH,11,Teal,52
12345678M_mono_0053.wav,IH,11,Teal,53
12345678M_mono_0054.wav,AH,3,Black,54
12345678M_mono_0055.wav,AW,5,Olive,55
12345678M_mono_0056.wav,AH,3,Black,56
12345678M_mono_0057.wav,EY,10,Purple,57
12345678M_mono_0058.wav,ER,9,Lime,58
12345678M_mono_0059.wav,AA,1,Red,59
12345678M_mono_0060.wav,AY,7,Magenta,60
12345678M_mono_0061.wav,AA,1,Red,61
12345678M_mono_0062.wav,AY,7,Magenta,62
12345678M_mono_0063.wav,AH,3,Black,63
12345678M_mono_0064.wav,AO,4,Green,64
12345678M_mono_0065.wav,ER,9,Lime,65
12345678M_mono_0066.wav,AO,4,Green,66
12345678M_mono_0067.wav,AH,3,Black,67
12345678M_mono_0068.wav,AE,2,Blue,68
12345678M_mono_0069.wav,OW,14,Maroon,69
12345678M_mono_0070.wav,IH,11,Teal,70
12345678M_mono_0071.wav,EY,10,Purple,71
12345678M_mono_0072.wav,AH,3,Black,72
12345678M_mono_0073.wav,AH,3,Black,73
12345678M_mono_0074.wav,AO,4,Green,74
12345678M_mono_0075.wav,AH,3,Black,75
12345678M_mono_0076.wav,UW,17,Cyan,76
12345678M_mono_0077.wav,AH,3,Black,77
12345678M_mono_0078.wav,EY,10,Purple,78
12345678M_mono_0079.wav,ER,9,Lime,79
12345678M_mono_0080.wav,AW,5,Olive,80
12345678M_mono_0081.wav,AH,3,Black,81
12345678M_mono_0082.wav,OW,14,Maroon,82
12345678M_mono_0083.wav,IY,13,Pink,83
12345678M_mono_0084.wav,AE,2,Blue,84
12345678M_mono_0085.wav,IH,11,Teal,85
12345678M_mono_0086.wav,OW,14,Maroon,86
12345678M_mono_0087.wav,IH,11,Teal,87
12345678M_mono_0088.wav,AH,3,Black,88
12345678M_mono_0089.wav,EY,10,Purple,89
12345678M_mono_0090.wav,EH,8,Black,90
12345678M_mono_0091.wav,ER,9,Lime,91
12345678M_mono_0092.wav,IY,13,Pink,92
12345678M_mono_0093.wav,AY,7,Magenta,93
12345678M_mono_0094.wav,AE,2,Blue,94
12345678M_mono_0095.wav,AE,2,Blue,95
12345678M_mono_0096.wav,AH,3,Black,96
12345678M_mono_0097.wav,AE,2,Blue,97
12345678M_mono_0098.wav,UW,17,Cyan,98
12345678M_mono_0099.wav,AY,7,Magenta,99
12345678M_mono_0100.wav,UH,16,Silver,100
12345678M_mono_0101.wav,AH,3,Black,101
12345678M_mono_0102.wav,IY,13,Pink,102
12345678M_mono_0103.wav,IH,11,Teal,103
12345678M_mono_0104.wav,AH,3,Black,104
12345678M_mono_0105.wav,IH,11,Teal,105
12345678M_mono_0106.wav,OW,14,Maroon,106
12345678M_mono_0107.wav,OW,14,Maroon,107
12345678M_mono_0108.wav,AY,7,Magenta,108
12345678M_mono_0109.wav,OW,14,Maroon,109
12345678M_mono_0110.wav,AE,2,Blue,110
12345678M_mono_0111.wav,OW,14,Maroon,111
12345678M_mono_0112.wav,ER,9,Lime,112
12345678M_mono_0113.wav,ER,9,Lime,113
12345678M_mono_0114.wav,AH,3,Black,114
12345678M_mono_0115.wav,EY,10,Purple,115
12345678M_mono_0116.wav,ER,9,Lime,116
12345678M_mono_0117.wav,AE,2,Blue,117
12345678M_mono_0118.wav,AH,3,Black,118
12345678M_mono_0119.wav,IH,11,Teal,119
12345678M_mono_0120.wav,IH,11,Teal,120
12345678M_mono_0121.wav,IH,11,Teal,121
12345678M_mono_0122.wav,IH,11,Teal,122
12345678M_mono_0123.wav,OW,14,Maroon,123
12345678M_mono_0124.wav,AH,3,Black,124
12345678M_mono_0125.wav,AE,2,Blue,125
12345678M_mono_0126.wav,UW,17,Cyan,126
12345678M_mono_0127.wav,EH,8,Black,127
12345678M_mono_0128.wav,AA,1,Red,128
12345678M_mono_0129.wav,IY,13,Pink,129
12345678M_mono_0130.wav,AW,5,Olive,130
12345678M_mono_0131.wav,AE,2,Blue,131
12345678M_mono_0132.wav,AY,7,Magenta,132
12345678M_mono_0133.wav,AE,2,Blue,133
12345678M_mono_0134.wav,ER,9,Lime,134
12345678M_mono_0135.wav,UW,17,Cyan,135
12345678M_mono_0136.wav,AY,7,Magenta,136
12345678M_mono_0137.wav,IH,11,Teal,137
12345678M_mono_0138.wav,EY,10,Purple,138
12345678M_mono_0139.wav,IY,13,Pink,139
12345678M_mono_0140.wav,EH,8,Black,140
12345678M_mono_0141.wav,EY,10,Purple,141
12345678M_mono_0142.wav,AY,7,Magenta,142
12345678M_mono_0143.wav,AA,1,Red,143
12345678M_mono_0144.wav,ER,9,Lime,144
12345678M_mono_0145.wav,AH,3,Black,145
12345678M_mono_0146.wav,AH,3,Black,146
12345678M_mono_0147.wav,AA,1,Red,147
12345678M_mono_0148.wav,IH,11,Teal,148
12345678M_mono_0149.wav,UW,17,Cyan,149
12345678M_mono_0150.wav,AY,7,Magenta,150
12345678M_mono_0151.wav,AA,1,Red,151
12345678M_mono_0152.wav,AH,3,Black,152
12345678M_mono_0153.wav,UW,17,Cyan,153
12345678M_mono_0154.wav,EH,8,Black,154
12345678M_mono_0155.wav,IH,11,Teal,155
12345678M_mono_0156.wav,UW,17,Cyan,156
12345678M_mono_0157.wav,UW,17,Cyan,157
12345678M_mono_0158.wav,AY,7,Magenta,158
12345678M_mono_0159.wav,AH,3,Black,159
12345678M_mono_0160.wav,AW,5,Olive,160
12345678M_mono_0161.wav,EH,8,Black,161
12345678M_mono_0162.wav,AE,2,Blue,162
12345678M_mono_0163.wav,AH,3,Black,163
12345678M_mono_0164.wav,AH,3,Black,164
12345678M_mono_0165.wav,IY,13,Pink,165
12345678M_mono_0166.wav,AY,7,Magenta,166
12345678M_mono_0167.wav,AE,2,Blue,167
12345678M_mono_0168.wav,AH,3,Black,168
12345678M_mono_0169.wav,ER,9,Lime,169
12345678M_mono_0170.wav,AH,3,Black,170
12345678M_mono_0171.wav,IY,13,Pink,171
12345678M_mono_0172.wav,IH,11,Teal,172
12345678M_mono_0173.wav,AH,3,Black,173
12345678M_mono_0174.wav,AH,3,Black,174
12345678M_mono_0175.wav,IY,13,Pink,175
12345678M_mono_0176.wav,AA,1,Red,176
12345678M_mono_0177.wav,AH,3,Black,177
12345678M_mono_0178.wav,EH,8,Black,178
12345678M_mono_0179.wav,OW,14,Maroon,179
12345678M_mono_0180.wav,AH,3,Black,180
12345678M_mono_0181.wav,IH,11,Teal,181
12345678M_mono_0182.wav,AH,3,Black,182
12345678M_mono_0183.wav,ER,9,Lime,183
12345678M_mono_0184.wav,AY,7,Magenta,184
12345678M_mono_0185.wav,IH,11,Teal,185
12345678M_mono_0186.wav,AO,4,Green,186
12345678M_mono_0187.wav,IH,11,Teal,187
12345678M_mono_0188.wav,AA,1,Red,188
12345678M_mono_0189.wav,AH,3,Black,189
12345678M_mono_0190.wav,IY,13,Pink,190
12345678M_mono_0191.wav,AA,1,Red,191
12345678M_mono_0192.wav,ER,9,Lime,192
1JCR8D9J7_mono_0001.wav,OW,14,Maroon,193
1JCR8D9J7_mono_0002.wav,IH,11,Teal,194
1JCR8D9J7_mono_0003.wav,AO,4,Green,195
1JCR8D9J7_mono_0004.wav,IH,11,Teal,196
1JCR8D9J7_mono_0005.wav,AY,7,Magenta,197
1JCR8D9J7_mono_0006.wav,OW,14,Maroon,198
1JCR8D9J7_mono_0007.wav,AH,3,Black,199
1JCR8D9J7_mono_0008.wav,EY,10,Purple,200
1JCR8D9J7_mono_0009.wav,AH,3,Black,201
1JCR8D9J7_mono_0010.wav,IH,11,Teal,202
1JCR8D9J7_mono_0011.wav,IY,13,Pink,203
1JCR8D9J7_mono_0012.wav,IY,13,Pink,204
1JCR8D9J7_mono_0013.wav,AH,3,Black,205
1JCR8D9J7_mono_0014.wav,IY,13,Pink,206
1JCR8D9J7_mono_0015.wav,AH,3,Black,207
1JCR8D9J7_mono_0016.wav,AY,7,Magenta,208
1JCR8D9J7_mono_0017.wav,OW,14,Maroon,209
1JCR8D9J7_mono_0018.wav,AA,1,Red,210
1JCR8D9J7_mono_0019.wav,AH,3,Black,211
1JCR8D9J7_mono_0020.wav,EH,8,Black,212
1JCR8D9J7_mono_0021.wav,ER,9,Lime,213
1JCR8D9J7_mono_0022.wav,EY,10,Purple,214
1JCR8D9J7_mono_0023.wav,AA,1,Red,215
1JCR8D9J7_mono_0024.wav,AY,7,Magenta,216
1JCR8D9J7_mono_0025.wav,AY,7,Magenta,217
1JCR8D9J7_mono_0026.wav,AH,3,Black,218
1JCR8D9J7_mono_0027.wav,AH,3,Black,219
1JCR8D9J7_mono_0028.wav,IH,11,Teal,220
1JCR8D9J7_mono_0029.wav,AE,2,Blue,221
1JCR8D9J7_mono_0030.wav,AA,1,Red,222
1JCR8D9J7_mono_0031.wav,AH,3,Black,223
1JCR8D9J7_mono_0032.wav,AE,2,Blue,224
1JCR8D9J7_mono_0033.wav,EH,8,Black,225
1JCR8D9J7_mono_0034.wav,ER,9,Lime,226
1JCR8D9J7_mono_0035.wav,ER,9,Lime,227
1JCR8D9J7_mono_0036.wav,IY,13,Pink,228
1JCR8D9J7_mono_0037.wav,IH,11,Teal,229
1JCR8D9J7_mono_0038.wav,AH,3,Black,230
1JCR8D9J7_mono_0039.wav,EH,8,Black,231
1JCR8D9J7_mono_0040.wav,IH,11,Teal,232
1JCR8D9J7_mono_0041.wav,AW,5,Olive,233
1JCR8D9J7_mono_0042.wav,AY,7,Magenta,234
1JCR8D9J7_mono_0043.wav,UH,16,Silver,235
1JCR8D9J7_mono_0044.wav,IH,11,Teal,236
1JCR8D9J7_mono_0045.wav,AY,7,Magenta,237
1JCR8D9J7_mono_0046.wav,AE,2,Blue,238
1JCR8D9J7_mono_0047.wav,EY,10,Purple,239
1JCR8D9J7_mono_0048.wav,AH,3,Black,240
1JCR8D9J7_mono_0049.wav,UW,17,Cyan,241
1JCR8D9J7_mono_0050.wav,EY,10,Purple,242
1JCR8D9J7_mono_0051.wav,AE,2,Blue,243
1JCR8D9J7_mono_0052.wav,EY,10,Purple,244
1JCR8D9J7_mono_0053.wav,EH,8,Black,245
1JCR8D9J7_mono_0054.wav,AH,3,Black,246
1JCR8D9J7_mono_0055.wav,IH,11,Teal,247
1JCR8D9J7_mono_0056.wav,AH,3,Black,248
1JCR8D9J7_mono_0057.wav,AW,5,Olive,249
1JCR8D9J7_mono_0058.wav,AH,3,Black,250
1JCR8D9J7_mono_0059.wav,EY,10,Purple,251
1JCR8D9J7_mono_0060.wav,ER,9,Lime,252
1JCR8D9J7_mono_0061.wav,AA,1,Red,253
1JCR8D9J7_mono_0062.wav,AY,7,Magenta,254
1JCR8D9J7_mono_0063.wav,AA,1,Red,255
1JCR8D9J7_mono_0064.wav,AY,7,Magenta,256
1JCR8D9J7_mono_0065.wav,AH,3,Black,257
1JCR8D9J7_mono_0066.wav,ER,9,Lime,258
1JCR8D9J7_mono_0067.wav,AO,4,Green,259
1JCR8D9J7_mono_0068.wav,AH,3,Black,260
1JCR8D9J7_mono_0069.wav,AE,2,Blue,261
1JCR8D9J7_mono_0070.wav,AH,3,Black,262
1JCR8D9J7_mono_0071.wav,OW,14,Maroon,263
1JCR8D9J7_mono_0072.wav,IH,11,Teal,264
1JCR8D9J7_mono_0073.wav,EY,10,Purple,265
1JCR8D9J7_mono_0074.wav,AH,3,Black,266
1JCR8D9J7_mono_0075.wav,AH,3,Black,267
1JCR8D9J7_mono_0076.wav,AO,4,Green,268
1JCR8D9J7_mono_0077.wav,AH,3,Black,269
1JCR8D9J7_mono_0078.wav,UW,17,Cyan,270
1JCR8D9J7_mono_0079.wav,AH,3,Black,271
1JCR8D9J7_mono_0080.wav,EY,10,Purple,272
1JCR8D9J7_mono_0081.wav,ER,9,Lime,273
1JCR8D9J7_mono_0082.wav,AW,5,Olive,274
1JCR8D9J7_mono_0083.wav,AH,3,Black,275
1JCR8D9J7_mono_0084.wav,OW,14,Maroon,276
1JCR8D9J7_mono_0085.wav,AH,3,Black,277
1JCR8D9J7_mono_0086.wav,AE,2,Blue,278
1JCR8D9J7_mono_0087.wav,OW,14,Maroon,279
1JCR8D9J7_mono_0088.wav,IH,11,Teal,280
1JCR8D9J7_mono_0089.wav,AH,3,Black,281
1JCR8D9J7_mono_0090.wav,EY,10,Purple,282
1JCR8D9J7_mono_0091.wav,EH,8,Black,283
1JCR8D9J7_mono_0092.wav,ER,9,Lime,284
1JCR8D9J7_mono_0093.wav,IY,13,Pink,285
1JCR8D9J7_mono_0094.wav,AY,7,Magenta,286
1JCR8D9J7_mono_0095.wav,AE,2,Blue,287
1JCR8D9J7_mono_0096.wav,AE,2,Blue,288
1JCR8D9J7_mono_0097.wav,AH,3,Black,289
1JCR8D9J7_mono_0098.wav,AE,2,Blue,290
1JCR8D9J7_mono_0099.wav,UW,17,Cyan,291
1JCR8D9J7_mono_0100.wav,AY,7,Magenta,292
1JCR8D9J7_mono_0101.wav,UH,16,Silver,293
1JCR8D9J7_mono_0102.wav,AH,3,Black,294
1JCR8D9J7_mono_0103.wav,IY,13,Pink,295
1JCR8D9J7_mono_0104.wav,AH,3,Black,296
1JCR8D9J7_mono_0105.wav,IH,11,Teal,297
1JCR8D9J7_mono_0106.wav,OW,14,Maroon,298
1JCR8D9J7_mono_0107.wav,OW,14,Maroon,299
1JCR8D9J7_mono_0108.wav,AY,7,Magenta,300
1JCR8D9J7_mono_0109.wav,OW,14,Maroon,301
1JCR8D9J7_mono_0110.wav,AH,3,Black,302
1JCR8D9J7_mono_0111.wav,OW,14,Maroon,303
1JCR8D9J7_mono_0112.wav,ER,9,Lime,304
1JCR8D9J7_mono_0113.wav,ER,9,Lime,305
1JCR8D9J7_mono_0114.wav,AH,3,Black,306
1JCR8D9J7_mono_0115.wav,AH,3,Black,307
1JCR8D9J7_mono_0116.wav,EY,10,Purple,308
1JCR8D9J7_mono_0117.wav,AH,3,Black,309
1JCR8D9J7_mono_0118.wav,AE,2,Blue,310
1JCR8D9J7_mono_0119.wav,IH,11,Teal,311
1JCR8D9J7_mono_0120.wav,IH,11,Teal,312
1JCR8D9J7_mono_0121.wav,IH,11,Teal,313
1JCR8D9J7_mono_0122.wav,OW,14,Maroon,314
1JCR8D9J7_mono_0123.wav,AH,3,Black,315
1JCR8D9J7_mono_0124.wav,AE,2,Blue,316
1JCR8D9J7_mono_0125.wav,UW,17,Cyan,317
1JCR8D9J7_mono_0126.wav,IH,11,Teal,318
1JCR8D9J7_mono_0127.wav,EH,8,Black,319
1JCR8D9J7_mono_0128.wav,AA,1,Red,320
1JCR8D9J7_mono_0129.wav,IY,13,Pink,321
1JCR8D9J7_mono_0130.wav,AW,5,Olive,322
1JCR8D9J7_mono_0131.wav,AE,2,Blue,323
1JCR8D9J7_mono_0132.wav,AE,2,Blue,324
1JCR8D9J7_mono_0133.wav,AY,7,Magenta,325
1JCR8D9J7_mono_0134.wav,AE,2,Blue,326
1JCR8D9J7_mono_0135.wav,ER,9,Lime,327
1JCR8D9J7_mono_0136.wav,AH,3,Black,328
1JCR8D9J7_mono_0137.wav,UW,17,Cyan,329
1JCR8D9J7_mono_0138.wav,AY,7,Magenta,330
1JCR8D9J7_mono_0139.wav,AH,3,Black,331
1JCR8D9J7_mono_0140.wav,IH,11,Teal,332
1JCR8D9J7_mono_0141.wav,EY,10,Purple,333
1JCR8D9J7_mono_0142.wav,IY,13,Pink,334
1JCR8D9J7_mono_0143.wav,EH,8,Black,335
1JCR8D9J7_mono_0144.wav,EY,10,Purple,336
1JCR8D9J7_mono_0145.wav,AY,7,Magenta,337
1JCR8D9J7_mono_0146.wav,AA,1,Red,338
1JCR8D9J7_mono_0147.wav,ER,9,Lime,339
1JCR8D9J7_mono_0148.wav,IH,11,Teal,340
1JCR8D9J7_mono_0149.wav,AH,3,Black,341
1JCR8D9J7_mono_0150.wav,AA,1,Red,342
1JCR8D9J7_mono_0151.wav,AH,3,Black,343
1JCR8D9J7_mono_0152.wav,IH,11,Teal,344
1JCR8D9J7_mono_0153.wav,UW,17,Cyan,345
1JCR8D9J7_mono_0154.wav,AY,7,Magenta,346
1JCR8D9J7_mono_0155.wav,AA,1,Red,347
1JCR8D9J7_mono_0156.wav,AH,3,Black,348
1JCR8D9J7_mono_0157.wav,UW,17,Cyan,349
1JCR8D9J7_mono_0158.wav,ER,9,Lime,350
1JCR8D9J7_mono_0159.wav,EH,8,Black,351
1JCR8D9J7_mono_0160.wav,IH,11,Teal,352
1JCR8D9J7_mono_0161.wav,UW,17,Cyan,353
1JCR8D9J7_mono_0162.wav,UW,17,Cyan,354
1JCR8D9J7_mono_0163.wav,AY,7,Magenta,355
1JCR8D9J7_mono_0164.wav,IH,11,Teal,356
1JCR8D9J7_mono_0165.wav,AH,3,Black,357
1JCR8D9J7_mono_0166.wav,AH,3,Black,358
1JCR8D9J7_mono_0167.wav,AW,5,Olive,359
1JCR8D9J7_mono_0168.wav,AH,3,Black,360
1JCR8D9J7_mono_0169.wav,EH,8,Black,361
1JCR8D9J7_mono_0170.wav,AE,2,Blue,362
1JCR8D9J7_mono_0171.wav,AH,3,Black,363
1JCR8D9J7_mono_0172.wav,IY,13,Pink,364
1JCR8D9J7_mono_0173.wav,AY,7,Magenta,365
1JCR8D9J7_mono_0174.wav,AE,2,Blue,366
1JCR8D9J7_mono_0175.wav,AH,3,Black,367
1JCR8D9J7_mono_0176.wav,ER,9,Lime,368
1JCR8D9J7_mono_0177.wav,AH,3,Black,369
1JCR8D9J7_mono_0178.wav,IY,13,Pink,370
1JCR8D9J7_mono_0179.wav,AH,3,Black,371
1JCR8D9J7_mono_0180.wav,AH,3,Black,372
1JCR8D9J7_mono_0181.wav,IY,13,Pink,373
1JCR8D9J7_mono_0182.wav,AA,1,Red,374
1JCR8D9J7_mono_0183.wav,AH,3,Black,375
1JCR8D9J7_mono_0184.wav,EH,8,Black,376
1JCR8D9J7_mono_0185.wav,OW,14,Maroon,377
1JCR8D9J7_mono_0186.wav,UW,17,Cyan,378
1JCR8D9J7_mono_0187.wav,IH,11,Teal,379
1JCR8D9J7_mono_0188.wav,AH,3,Black,380
1JCR8D9J7_mono_0189.wav,IH,11,Teal,381
1JCR8D9J7_mono_0190.wav,AH,3,Black,382
1JCR8D9J7_mono_0191.wav,AW,5,Olive,383
1JCR8D9J7_mono_0192.wav,ER,9,Lime,384
1JCR8D9J7_mono_0193.wav,AY,7,Magenta,385
1JCR8D9J7_mono_0194.wav,IH,11,Teal,386
1JCR8D9J7_mono_0195.wav,AO,4,Green,387
1JCR8D9J7_mono_0196.wav,IH,11,Teal,388
1JCR8D9J7_mono_0197.wav,AA,1,Red,389
1JCR8D9J7_mono_0198.wav,AH,3,Black,390
1JCR8D9J7_mono_0199.wav,IY,13,Pink,391
1JCR8D9J7_mono_0200.wav,AA,1,Red,392
1JCR8D9J7_mono_0201.wav,AH,3,Black,393
1JCR8D9J7_mono_0202.wav,ER,9,Lime,394
25DM30Y18_mono_0001.wav,OW,14,Maroon,395
25DM30Y18_mono_0002.wav,IH,11,Teal,396
25DM30Y18_mono_0003.wav,AO,4,Green,397
25DM30Y18_mono_0004.wav,IH,11,Teal,398
25DM30Y18_mono_0005.wav,AY,7,Magenta,399
25DM30Y18_mono_0006.wav,OW,14,Maroon,400
25DM30Y18_mono_0007.wav,AH,3,Black,401
25DM30Y18_mono_0008.wav,EY,10,Purple,402
25DM30Y18_mono_0009.wav,AE,2,Blue,403
25DM30Y18_mono_0010.wav,AY,7,Magenta,404
25DM30Y18_mono_0011.wav,IH,11,Teal,405
25DM30Y18_mono_0012.wav,IY,13,Pink,406
25DM30Y18_mono_0013.wav,IY,13,Pink,407
25DM30Y18_mono_0014.wav,IY,13,Pink,408
25DM30Y18_mono_0015.wav,AH,3,Black,409
25DM30Y18_mono_0016.wav,AY,7,Magenta,410
25DM30Y18_mono_0017.wav,OW,14,Maroon,411
25DM30Y18_mono_0018.wav,AA,1,Red,412
25DM30Y18_mono_0019.wav,AH,3,Black,413
25DM30Y18_mono_0020.wav,EH,8,Black,414
25DM30Y18_mono_0021.wav,ER,9,Lime,415
25DM30Y18_mono_0022.wav,EY,10,Purple,416
25DM30Y18_mono_0023.wav,AA,1,Red,417
25DM30Y18_mono_0024.wav,AY,7,Magenta,418
25DM30Y18_mono_0025.wav,AY,7,Magenta,419
25DM30Y18_mono_0026.wav,AA,1,Red,420
25DM30Y18_mono_0027.wav,AH,3,Black,421
25DM30Y18_mono_0028.wav,AY,7,Magenta,422
25DM30Y18_mono_0029.wav,EH,8,Black,423
25DM30Y18_mono_0030.wav,AE,2,Blue,424
25DM30Y18_mono_0031.wav,AA,1,Red,425
25DM30Y18_mono_0032.wav,AH,3,Black,426
25DM30Y18_mono_0033.wav,AE,2,Blue,427
25DM30Y18_mono_0034.wav,AH,3,Black,428
25DM30Y18_mono_0035.wav,EH,8,Black,429
25DM30Y18_mono_0036.wav,ER,9,Lime,430
25DM30Y18_mono_0037.wav,ER,9,Lime,431
25DM30Y18_mono_0038.wav,IY,13,Pink,432
25DM30Y18_mono_0039.wav,IH,11,Teal,433
25DM30Y18_mono_0040.wav,AE,2,Blue,434
25DM30Y18_mono_0041.wav,EH,8,Black,435
25DM30Y18_mono_0042.wav,IH,11,Teal,436
25DM30Y18_mono_0043.wav,AW,5,Olive,437
25DM30Y18_mono_0044.wav,AY,7,Magenta,438
25DM30Y18_mono_0045.wav,UH,16,Silver,439
25DM30Y18_mono_0046.wav,IH,11,Teal,440
25DM30Y18_mono_0047.wav,AY,7,Magenta,441
25DM30Y18_mono_0048.wav,AE,2,Blue,442
25DM30Y18_mono_0049.wav,EY,10,Purple,443
25DM30Y18_mono_0050.wav,AH,3,Black,444
25DM30Y18_mono_0051.wav,UW,17,Cyan,445
25DM30Y18_mono_0052.wav,EY,10,Purple,446
25DM30Y18_mono_0053.wav,EY,10,Purple,447
25DM30Y18_mono_0054.wav,UW,17,Cyan,448
25DM30Y18_mono_0055.wav,EH,8,Black,449
25DM30Y18_mono_0056.wav,AH,3,Black,450
25DM30Y18_mono_0057.wav,IH,11,Teal,451
25DM30Y18_mono_0058.wav,IH,11,Teal,452
25DM30Y18_mono_0059.wav,AW,5,Olive,453
25DM30Y18_mono_0060.wav,AH,3,Black,454
25DM30Y18_mono_0061.wav,EY,10,Purple,455
25DM30Y18_mono_0062.wav,ER,9,Lime,456
25DM30Y18_mono_0063.wav,AA,1,Red,457
25DM30Y18_mono_0064.wav,AY,7,Magenta,458
25DM30Y18_mono_0065.wav,AA,1,Red,459
25DM30Y18_mono_0066.wav,AY,7,Magenta,460
25DM30Y18_mono_0067.wav,AH,3,Black,461
25DM30Y18_mono_0068.wav,AO,4,Green,462
25DM30Y18_mono_0069.wav,ER,9,Lime,463
25DM30Y18_mono_0070.wav,AO,4,Green,464
25DM30Y18_mono_0071.wav,AE,2,Blue,465
25DM30Y18_mono_0072.wav,AH,3,Black,466
25DM30Y18_mono_0073.wav,OW,14,Maroon,467
25DM30Y18_mono_0074.wav,EY,10,Purple,468
25DM30Y18_mono_0075.wav,AH,3,Black,469
25DM30Y18_mono_0076.wav,AH,3,Black,470
25DM30Y18_mono_0077.wav,AO,4,Green,471
25DM30Y18_mono_0078.wav,AH,3,Black,472
25DM30Y18_mono_0079.wav,UW,17,Cyan,473
25DM30Y18_mono_0080.wav,EY,10,Purple,474
25DM30Y18_mono_0081.wav,AA,1,Red,475
25DM30Y18_mono_0082.wav,AW,5,Olive,476
25DM30Y18_mono_0083.wav,AH,3,Black,477
25DM30Y18_mono_0084.wav,EY,10,Purple,478
25DM30Y18_mono_0085.wav,ER,9,Lime,479
25DM30Y18_mono_0086.wav,OW,14,Maroon,480
25DM30Y18_mono_0087.wav,EY,10,Purple,481
25DM30Y18_mono_0088.wav,ER,9,Lime,482
25DM30Y18_mono_0089.wav,AW,5,Olive,483
25DM30Y18_mono_0090.wav,AH,3,Black,484
25DM30Y18_mono_0091.wav,OW,14,Maroon,485
25DM30Y18_mono_0092.wav,AH,3,Black,486
25DM30Y18_mono_0093.wav,AE,2,Blue,487
25DM30Y18_mono_0094.wav,IH,11,Teal,488
25DM30Y18_mono_0095.wav,OW,14,Maroon,489
25DM30Y18_mono_0096.wav,IH,11,Teal,490
25DM30Y18_mono_0097.wav,AH,3,Black,491
25DM30Y18_mono_0098.wav,EY,10,Purple,492
25DM30Y18_mono_0099.wav,EH,8,Black,493
25DM30Y18_mono_0100.wav,ER,9,Lime,494
25DM30Y18_mono_0101.wav,IY,13,Pink,495
25DM30Y18_mono_0102.wav,AH,3,Black,496
25DM30Y18_mono_0103.wav,AY,7,Magenta,497
25DM30Y18_mono_0104.wav,AE,2,Blue,498
25DM30Y18_mono_0105.wav,AE,2,Blue,499
25DM30Y18_mono_0106.wav,IH,11,Teal,500
25DM30Y18_mono_0107.wav,AH,3,Black,501
25DM30Y18_mono_0108.wav,AE,2,Blue,502
25DM30Y18_mono_0109.wav,AY,7,Magenta,503
25DM30Y18_mono_0110.wav,UH,16,Silver,504
25DM30Y18_mono_0111.wav,IY,13,Pink,505
25DM30Y18_mono_0112.wav,IH,11,Teal,506
25DM30Y18_mono_0113.wav,AH,3,Black,507
25DM30Y18_mono_0114.wav,IH,11,Teal,508
