e1,e2,e3,e4,e5,e6,e7,e8
212.6,69.9,91.7,71.4,71.1,71.9,89.9,122.8
98.6,88.5,123.1,415.4,278.1,214.4,198.3,523.2
388.1,272.5,283.8,335.3,131.7,732.4,491.4,454.4
133,258.1,190.5,155,227.8,269.6,323.4,409.9
87.1,84,158.2,157.5,144.3,471,801.7,771.2
112,115.1,99.9,88,126.4,448.1,662.6,134.7
422.9,97.5,113,110.7,101.5,182.9,272.2,322.9
30.2,28.5,29.9,32.1,38,43.6,1051.7,90.4
59.9,76,81.6,69.4,47.5,54.1,74,55.6
346.8,171.7,126.1,147.3,118,124,134.3,107.3
82.6,91.3,161.6,154.3,180.1,116.1,123.4,114
202.1,299.9,151.1,154.5,136.3,666.8,815.2,900.8
500.8,226.7,234.1,261.8,241.5,307.9,349.4,487.5
454.8,162.5,45.6,44.3,62.3,75.1,121.4,395.3
247.1,82.4,71.6,83.3,138.2,169.2,400.9,377.1
168.2,166.3,270.6,343.5,260,706.5,454,467.6
152.3,163,185.9,170.6,303.5,385.5,402.7,619.2
43.6,50.7,54.4,70.8,345.2,518.8,791.9,254.7
19.3,37.4,91,426.9,103.8,144.5,169,521.2
233.6,456.6,387,131.4,100.8,110.7,127.8,142.2
40.9,45.7,47.3,50,93.8,182.1,132.7,167.9
78.9,76.8,223,282.9,1186.6,1036.2,361.5,594.9
67.4,175.2,158.8,258.7,207.4,316.2,594.1,1014.4
99.2,72.4,76.7,89.5,97.6,164.6,629.9,569
121.9,133.8,141.7,125.4,111.3,202.4,292.7,309.7
50.6,51.8,71.9,72.1,95.3,116.9,146.3,132.2
95.4,91.1,116.1,124.9,140.5,86.1,99,77.6
97.5,125,114.9,133.1,299.6,124.4,128.2,132.8
71.9,56.1,82.4,116.9,228.8,191.1,143.9,128.3
87,122,169.2,327.8,193.8,140.5,155.4,88.9
71.1,87,72.6,79.8,114.9,341.7,267,369.3
76.8,80.2,88.3,99.4,121.6,191.2,624.7,627
44.6,45.7,49.5,57.9,88.4,529.1,330.7,188.6
35.6,34.4,36.1,47.1,133.5,657.5,70.8,88.2
38.6,41.9,47.2,52.5,80.5,222.7,249.2,208.6
53,43.9,65,44.9,105.7,176.8,256.1,257.1
637.2,519,234,600.8,584.2,985.3,915.3,1390.9
141,72.4,70.8,76.4,78.2,94.1,999.6,1152.5
106.7,100.3,97.3,108.8,124.3,300.8,463.8,261
91.7,117.5,118.3,110.7,126.3,506.8,901.6,811.1
92.1,94.7,107,145.3,251.4,475.6,495.9,306.1
53,47,55.4,278.8,596.8,87.1,124.8,265.5
41.4,37.7,55.1,46.2,353.7,978.5,70,73.7
54.2,91.6,82.8,86,115.8,465.7,538.2,595.1
92.9,79.2,80.3,80.5,92.5,265.4,415.4,440.3
99,99.4,117.6,124.2,156.2,169.9,242.4,559.7
58.3,58.4,122.4,216.1,551.2,1166.4,1278.7,766.8
34.4,50.4,60.5,68.1,87.9,375.7,272.9,86.4
56.9,51.4,65.9,61.4,46.3,46.1,102.8,421.5
122.7,155.8,151.4,543,580.1,300,662.7,1213.3
48.3,45.6,91.4,374.9,460.3,390.2,261,268.3
380.8,393.6,455.4,387.1,251.2,253.1,251.6,299
110.1,126.6,130.7,124.5,144.2,287.4,1016.3,1123.1
106.8,190.9,209.5,220.2,257.3,263.8,290.9,644
333.3,26.2,32.5,25.2,28.2,47.5,84.3,96.9
37.9,46.7,35.5,39.3,43,44.6,46.1,1130.2
87.5,74.2,77.5,212.2,315.1,371.8,353.5,623.1
86.9,97,74.2,89,91.8,152.7,136.1,160.9
98.1,69.2,80,107,116.4,1213.4,320,272.2
236.1,250.1,254.5,241.4,235,261.8,950.1,578.5
60.5,56,68,73.4,85.1,171.7,754.5,676
134.4,114.2,51,51.2,57.7,56.8,65.6,313.2
24.7,31.8,30.8,34.1,63.2,112.8,166,332.6
36.9,36,28,29.3,54.1,127.3,835.1,334.5
66.7,53,104.5,181.2,652.3,598.4,1274.8,1865.9
131.7,105.1,92,92.7,115.9,134.9,119.9,147.3
58.8,34.5,39,36.1,37.5,103.2,76.1,148.1
110.3,103.3,94.7,72.5,114.9,96.8,123.9,70.5
106.5,367.5,1025.6,603.5,216.6,1957.6,1139.6,1032.5
43.1,48.2,39.2,52.1,216.1,43.3,70.7,64
91.2,102.3,76.3,104.9,118.4,153.3,365.3,629
30,24.4,35.5,31.7,76.6,81.4,77.2,120
63.3,65,52,58.8,188.1,118.4,128.4,1750.9
278.6,62.2,59.5,40.6,251.3,680.5,1229.2,1195.7
48.5,46.9,47.5,48.4,55.2,72.2,169.1,243
140.1,194.8,473.9,147,150.6,122.1,135,772.5
201.6,111.1,120.6,109.4,80.7,101.2,98,132.4
106.9,180.4,209.7,171.5,153.8,112.9,127.8,115.8
65,40.7,89.2,115.1,135.3,168.9,172.2,711
414.4,74.8,75.7,107,111.1,151.8,185.5,201.1
373,75.3,70.7,58.4,74.8,152.9,190.3,240.5
26.9,26.1,32,37.4,45.1,70.5,78.4,53.7
101.2,109.4,104.7,123,161.9,195.5,201.7,236.5
55.3,85,91.4,230.8,71.2,72,68.3,466.3
99.8,88.5,150.2,520.4,935.6,638.3,599.7,1094.7
60.7,56.2,75.6,63.9,219.2,59.7,95,87.3
60.7,54.8,46.6,56.4,57.4,79.6,174.1,518.9
55,55,50.6,57.9,89.7,357.3,396.3,638.5
29.7,30.5,33.3,46.8,73.6,99.4,391.4,1450.1
125.5,131.5,138.9,138,85.9,118,148.1,181.9
38.8,42.7,83.1,47.4,113.8,113.9,169.6,366.2
26.6,36.7,85.4,71.3,64.3,57.2,72.1,396.6
78.5,64.2,151,129.4,60.9,53.2,48,58
90.2,107.6,105.8,150.4,214.2,1600.2,1015.8,756
50.8,55.3,66.4,48.7,72.5,97.6,84.2,73.7
181.7,154.7,164.9,140,126.7,126.3,120.4,744.2
51.9,49.4,61,181.2,188.4,162,68.8,71.7
118,152.3,154.3,128.6,130,102.4,215.3,173.4
83.6,73.9,71.5,88.8,129.6,128.7,146.4,1144.2
83.3,87.6,113.6,1045.5,353.4,267.8,505,303.2
64.3,59.4,66.6,135.4,152.1,85.1,71.3,77.2
188.7,148.5,152.4,130.6,157,147.9,183,255.8
230.4,159.5,98.3,143.3,213.4,203.4,107.7,102.2
124.2,141.3,137,315,270.4,239.9,289.4,402.7
39.7,109.9,77.8,86.1,85.6,257.5,700.7,1014.1
610.8,780.1,641.4,648.1,635,553.7,569.6,845.9
113.4,71.4,103.1,95,365.5,637.4,619.6,941.7
155.1,64.6,59.7,80.8,58.8,132.5,456.6,393.7
90.1,79.9,74.4,54.4,45.5,110.5,1230.4,1045.3
204.2,214.7,241.4,152.9,469.4,1203.6,1411.8,1275.2
149.2,188.8,201.7,211.4,251.6,238.3,179.7,132.5
77.1,51.8,50.4,45.8,46.3,57.1,67.9,75.6
124.7,66,72.2,82.8,210.3,234.3,172.2,191.2
59.9,57.4,69.3,77.8,95.4,140.9,417.8,690.1
126.8,159.8,169.6,312.7,169.9,87,91.9,79.2
207.5,85.1,84,81,212.3,823.1,872.1,814.5
217,116.1,114.9,124.4,150.4,161.9,172.4,381.4
147.9,532.7,615.8,628.3,650.8,564.3,626.9,595
72.3,63.2,117.9,67.8,93.3,198.9,375,183.6
98.4,131,137.7,140,156.1,674.7,471.5,520.3
177.7,870.1,671.8,1013.1,840.3,950.3,919.7,482.6
133.1,62.2,56.4,52.4,577.2,1077.6,1045.3,1229.7
43.8,60.5,59.3,194.2,82.4,67,78.9,58.9
81.4,72.2,88.7,327.5,404.9,416.1,92.6,68.1
72,63,89.3,67.5,86.8,91.3,1031.2,183.8
130.2,127.5,119.2,437.4,585.5,691.6,588,276.2
30.5,66.3,97,97.2,197.8,112.6,129.2,707.8
60.8,54.1,72.8,84.2,100.8,311.1,519.5,140.1
61.3,64.6,67.1,69.5,795.6,425.4,429.1,510.8
48,49.2,55.6,54.9,68.6,209.5,321.7,358
55.2,67.7,54.4,107.3,193,212.9,196.1,185.5
37.9,35.3,56,68.5,459.8,414.5,96.9,85.8
100.1,114.7,70,82.2,101.8,53.7,59.5,76.6
43.8,53.5,42.1,61.4,141.7,446.7,115.4,131.7
93,27.3,26.6,26.8,34,651.3,131.8,82.9
234.7,96.9,134.3,144.9,128,253.6,568.6,1008.2
46.1,84.5,168.7,132.4,164.2,162.5,223.1,275
305.5,380.7,550.2,761.2,679.2,700,763.1,1047.7
125.5,121.7,127.9,148.9,138.3,154,170.5,119.6
144.4,142.8,178.8,128.9,320.6,182.6,196.5,203.2
55,50.6,52.8,50.9,96.9,155.6,869.6,1350.1
44.8,48.8,48,47.6,88.9,397.2,712.2,930
80,66.1,175,332,405.9,212.2,798.9,1179.7
21.6,20.5,38.9,29,35,24.2,230,510.5
120.4,149.1,142.1,223.8,211.9,362.9,391.8,468.5
354.8,319.2,372.3,108.4,169.8,158.9,132.9,162.9
48.1,50.8,50.4,46,98.9,252.1,310.5,438.5
351.1,38,58.3,58.5,106.3,422.3,489.4,243.4
206,374.5,303.7,230.3,127.5,136,145.4,231.4
59.2,81.5,88.8,176.4,302.7,416.7,643,1125.8
139.8,116.9,126.9,143.7,147.2,165.6,155.3,783.9
31.2,31.9,30.7,33.6,52.4,59.2,503.9,264.8
368.8,142.6,124.5,137,167.7,196.7,262.1,623.1
92.9,97.2,151.6,122.9,141.5,277,273.9,271.2
74.3,146.6,196.1,226,411.9,738.3,1198.6,737
100.5,108,106.7,96.7,107.1,168.9,294.1,591.6
61.6,30.8,95.5,36,113.3,869.1,142.9,121.5
59.9,61.1,73.2,110.6,76.5,131.4,517.8,836.4
77.1,124.4,94.1,82.1,132.3,112,83.1,108.3
81.7,113.6,79.2,80.7,115.3,155.2,386.3,593.5
124.2,125.2,146.1,179.5,182.9,182.4,226.5,207.1
138.3,188.8,135.9,178.3,171.4,188.6,534.7,478.4
114,135.9,195.6,214.1,209.1,197.5,167.4,178.2
99.6,114.4,79.5,68.5,126.6,492.7,541.9,380.7
212.1,74.9,28.6,27.3,31.7,53.4,56.3,1125.8
103.2,85.2,183.6,173.4,367.9,974.7,1904.3,137.1
202.3,128.4,119.4,280,461,255.4,162.4,481.7
42.2,54.3,44.5,153.4,178.7,163.8,165.4,378.8
104.7,112.3,334.6,179.1,604.9,107.8,94.9,88.4
92.4,130.1,86.8,86.5,82.2,608.1,907.3,885.3
175.8,140.3,114.9,182.2,160.2,1387.4,653.4,796.1
94,66.1,60.1,63.2,62.3,142.2,212.1,292.9
126,54.5,47.8,47.2,46.3,43.1,86.8,157.8
56.9,34.8,39,88.6,172.9,1183.4,698.9,649.5
135.6,110.2,201.7,178.6,97.5,93.2,90.1,379.3
33.2,55.4,126.4,72.1,18.3,18.6,27.3,29.1
75.5,82.3,71.7,86.9,123.5,268.3,148.2,135.2
44.1,39,51.5,79.8,54.6,196.6,122.4,99.3
130.4,173.1,301.3,351.6,701.6,908.4,801.6,870.3
168.2,155.2,159.9,544,647.1,706.6,835.3,759.3
65.7,43.3,19.8,34.7,169.9,607.4,740.4,778.8
38.5,39.5,43.2,138.7,144.4,148.6,878.3,1067.7
196,99.9,107.9,75.4,74,120.3,164.4,223.5
43.3,34.3,58.7,64.8,69.7,77.6,88.8,105.8
370.8,89,84.8,112,155.4,162.1,462.6,843.2
600.5,278.9,230.1,229.3,270.8,368,307.6,1051.3
275.5,75.7,78.9,113.9,168,143.2,230.6,249.7
730.8,59.1,78.8,61.4,125.6,131,270.7,569.3
118.5,55.7,55.8,59.3,108.9,166.1,142.2,118.2
85.4,80.8,78.5,156.2,98.9,90.8,84.8,89.8
59.5,87.5,94.1,52.7,46.8,49.3,968.2,841.8
298.4,287.1,301.8,277,319.6,412.5,881.7,1918.1
45.7,48.8,52.4,84.7,171.8,878.2,774.2,700.5
23.6,22.1,29.4,22.7,270.2,113.6,70.1,261.9
145.9,139.6,100.4,162.3,145.3,774.7,799.2,1355.2
247.5,289.1,255.5,260.6,208.8,193.8,255.4,332.8
60.5,63.2,71.4,118.5,381.1,559.4,800.5,557.2
99.3,89.7,184.4,275.1,390.6,400.5,328.1,336
105.6,101.9,103,92.5,105.5,110.1,156.9,234.7
43.7,47.5,58.5,58.2,76.5,727.9,82.5,100.1
117.5,114,124.8,129.4,233,529.6,363.6,428.6
62.7,63.3,72.6,80.6,87.9,82.5,161.9,447.1
66.1,124.2,200.2,394.5,175.2,102,95.8,103.2
42.5,41.3,44.3,566.1,666.9,804,616.9,1099.9
62.5,69.9,64.1,115.3,119.3,134.5,146.4,156.6
86.4,124.1,171.5,367.8,138.9,61,62.2,85.1
159.7,103.1,244.8,248.1,202.7,318.5,724.5,812
86.9,80.4,71.9,75.3,130.9,600,1125.9,486.5
213.1,437.2,410.6,398,358.8,311.6,270.1,1227.7
204.9,354.1,623.6,752.4,329.5,48.9,56.7,82.1
69.7,61.6,96.6,155.6,522.7,350.8,592.9,594.2
81.6,167.1,76.8,71.8,77.1,78.9,87.8,113.6
75.9,75.4,91.5,115.7,298.3,377.6,314.5,554.5
436.7,537.2,651.1,361.4,333.5,520.9,583.5,825.4
141.5,134.3,100.8,95.8,80.4,444.2,423,443.2
82.8,187.6,307.2,351,138.9,120,372.4,570.8
49.9,49.1,68.7,71.5,77.1,122.6,179.5,171.9
42.1,41.2,52.5,80.2,116,575.8,522.2,644
89.6,113.1,369.3,357.8,163.6,510.1,496.9,530.1
93.8,96.6,99.1,154.2,172.8,172.4,173.7,173.1
186.4,244.5,259.4,184,150.8,143.7,163.7,240.2
37.2,82.6,396.7,203.9,169.1,174.4,314.6,292.9
55.9,88.4,221.7,382.2,419.5,449.1,409.3,426.5
240,164.8,178,177.9,162.8,189.8,192.3,196.7
331.7,294.6,223.1,245.6,287.6,324.6,261.4,372.2
171.8,126.8,130.9,241.2,251.5,293.4,301,344.2
109.9,95.5,90.9,104,129.6,156.5,539.6,139.8
88,74.9,90.7,122.1,186.3,1134.4,1306.9,1501.8
56.9,62.4,59.6,64.2,77,112.1,240,287.4
99.8,93.3,118.5,187.9,357.3,309.2,466.3,563
167.3,144.5,143,160.8,170.3,339.7,480,932.1
161.2,166.1,164,181.1,228.3,261.8,319.5,415.6
144,155.1,175.6,166,227,320.7,319.9,322
332.9,382.4,425.7,435.4,437.9,431.1,405.2,395.1
401.8,522.4,143,73.1,81.5,84.1,396.3,882.4
282,179.7,223.1,223,240.5,233.1,320.4,344.9
132.8,179.7,210.4,380,521.4,488.2,552.5,604.7
136.8,139.8,124.8,103.2,106.1,136,405.4,987.2
63.6,83.3,80.4,90.4,514.6,218.7,220.5,300.8
160,148.4,168.9,170.1,171.6,177.5,222.4,253.2
97.2,37.4,247.6,222.5,85.8,90.2,133,170
10099.9,141,277.8,245.5,292.4,237.9,118.6,117.3
95.9,89.6,86.5,101.1,237,242.7,762.2,929.4
160.5,172.6,153.3,100.6,115.4,101.5,114.9,121.2
264.8,157.6,109.1,106.5,125.7,156.4,409.4,373.5
213.3,313.1,322.9,349.8,331.2,423.3,477.4,638.8
217.4,321.8,288.9,266.6,267.7,208.4,321.8,559.4
131.3,142.9,143.7,175.6,192.5,205.8,256.8,329.6
77.3,85.7,96.3,92.5,98.9,83.2,115,487.9
74.4,84,82.2,98.3,96.6,99.3,94.6,83.1
60.7,53.8,59.4,185.1,459.2,367.4,299.2,330.3
74.3,97.3,226.3,402.3,475.2,408.3,567.9,367.1
129,176.1,153.1,196.8,178.5,453,142.6,999.7
145.6,209.1,212.6,212.7,244.4,237.7,267.5,225.4
346,106.2,97.6,99.9,97.7,106.5,148.3,110.2
114.6,120.9,110.7,106.3,127.9,158.5,201.3,298.6
413.1,67.2,74.2,81.6,91.7,137.4,140.8,147.3
56.3,64.1,64.1,68.2,91.8,121.2,311.8,568.8
289.9,206.2,109.4,114,117.9,141.5,208.7,368.5
197.4,230.8,242.8,341.7,408.9,435.2,321.2,403.2
93.4,109.1,273.8,518.5,612.8,504.1,491.5,686.8
344.1,395.4,316,204.5,151.3,136.4,149.2,593
110.9,122.4,121.7,152.5,166.9,235.6,177.8,303.7
246.7,164.2,148.5,146.7,155.1,161.3,162.8,200.9
211.8,261.1,293.1,308.5,316.2,275.3,362.1,491.6
72,73.5,89.4,319.5,391.3,345.8,339.4,336.1
148,150.3,247.4,317,209,471.4,180,159.7
278.8,161.1,143.1,130.4,132,132.9,192.4,217
247.7,101.3,100.2,104.6,112.4,129,173.3,199.8
165.7,156.3,151.5,154.3,173.4,194.8,217.2,216.1
113.8,132.5,205.2,218.7,102,183,177.3,171.1
182.1,92.4,93.6,98.6,108.5,123.4,111.1,413.1
98.2,84.3,135.7,211.1,318,554,609.2,923.3
116.1,110,104.8,103.8,100.9,106.9,119.9,150.1
621.2,92.2,77.1,114.7,100.5,243.1,419.3,408.4
91.2,136.6,148.8,157.1,358.7,390.8,1275.7,1290.3
511.8,132,86.3,78.7,73.1,76.5,90.5,99.3
158.8,160.5,144,238.1,361.7,515.7,760.4,675.7
214.5,219.5,204.4,196.8,204.8,215.5,221.6,235.8
116.8,88.8,165.3,204.2,234.5,265.5,338.2,667.5
190.4,205.1,235.2,322.1,516.2,649.8,637.3,657.2
125,147.4,121.2,133.3,112.4,81.9,86,89.6
209.8,173.5,196.8,574.8,568.4,247.5,361.7,426.5
149.3,129.9,108.5,123.7,151.6,331.5,392.6,390.8
50.9,42.8,47.5,72.6,229.4,317.1,669.9,364.4
10051.3,10338,276.6,614.9,365.6,541.5,394.2,195
71.1,224.5,428.1,520.8,445,541.2,434.8,471
10118,10113.8,10155.4,341.3,425.2,503.9,506.6,537.4
77.5,89.6,84.5,181,151.5,286.6,925.2,1146.5
218.5,210.1,131.6,155.9,181.3,223.9,272.3,280.2
70.2,68.6,73.4,77.5,198.3,340.3,459.7,801.9
252.2,67.4,72.1,74.7,95.2,120.5,128.6,148.8
62.1,57.7,68.8,64.2,72.4,121.6,188.5,385.9
243.5,195.9,131.9,149.9,179.2,226.8,251.8,296.5
153.9,125.9,118.5,131.5,146.6,166.6,314.8,384.6
246.8,174.3,160.9,160.7,164.5,176.9,193.2,168.1
10270.6,10195.6,145.9,151.7,159.6,192,406,304
178.8,108.4,83.4,90.6,157.2,186.5,155.8,481.2
516.5,219.5,177.1,145.7,305.1,679.4,819,1037.2
63.4,62.4,75.5,73.6,106.5,207.4,452.5,472.6
194.2,157.2,88.2,93.7,109.3,132.6,132.8,111.7
132.7,148,167.2,323.1,422.9,489.1,534.8,418.5
214.4,128.3,219.2,236.5,231.7,220.3,282.7,318
90.2,69,76.1,66.6,111.7,77.2,78.5,73.9
132.2,110.2,199.5,238,295.9,342.7,369.9,432.9
316.7,300.6,190.1,206.3,243.2,272.8,302.4,501.4
146.8,241.8,100.2,180.2,357.1,583,769.5,1002.3
126.5,160,220.9,254.1,240.5,241.3,268,470.3
68.5,65.3,57,105.1,134.9,152.8,179.1,339.2
79.2,93.4,146.1,219.7,173.2,203.8,200.2,206.5
98.9,102,113.7,124.6,146.1,198.8,340.8,486.1
163.1,129.1,145,124.1,138.9,249.5,310.9,345.8
99.6,111.7,120.1,142.7,187,96.6,203.1,499.5
277.5,380.6,286.6,438.6,438.4,531.8,541.9,576.6
139.4,42.6,47.5,49.5,65.7,76.7,79.6,84
310.5,329.4,268.9,218.1,207.2,210.7,256.7,286.5
295.2,296.4,365.1,208.9,159.9,147.5,168.5,184.9
121.2,151.9,152.6,177,173.3,211.3,234.5,287.1
186.7,214.2,205.2,193.4,194,172.2,134.5,140.7
219.4,128.8,149.2,196.4,247,323.5,565.4,744.2
171,135.5,229.6,260.8,270,292.9,344.1,332.4
193.2,269.4,282.6,303.6,303.4,292.4,280,250.3
109.8,80.9,90.9,123.4,126.1,125.6,135.2,126.2
94.4,443.2,525.9,627.4,1128.9,712,1397.9,1044.5
167.5,65.4,56,48.2,44.3,315.2,714.3,684.7
113.5,111.9,107.5,99.3,219,887.7,878.6,902.2
483,250.5,264.4,239.5,200.6,166.7,179.9,293.3
89.9,92.8,82.7,82.7,115,623.4,835.2,672.8
73.7,70.5,77.8,86.7,92.9,89.3,82.7,201.8
188.5,127.5,135.7,152.9,238.9,300.5,218.6,262.8
60,81.7,118.5,250.1,129.4,99.7,182.8,185.5
168,182.8,156.2,168.1,398,432.4,418.5,323.5
119.1,221.9,120.7,102.6,98.1,113.2,141.1,354.6
76.1,72.2,75.5,78.7,88.9,99.7,140.6,110.8
125.1,99.2,170.1,241.6,276.6,306.7,346.8,387.2
10112.7,10293.7,58.7,59,48.3,50,60.6,195.1
109.1,108.5,117.7,146.9,237.1,285.9,381.4,573.5
62.1,61,60.3,83.8,407.2,441.6,285.5,216.9
75.6,46.6,79.9,135.1,189,261.7,397.2,932.1
234.9,185.1,179.5,191.9,177.8,218.8,261.6,309.4
46.8,44.4,49.6,46.7,794.6,682.1,812.2,739.5
208.6,201,444.9,501.1,423.8,365.5,333.6,337.2
242.5,298.1,225.9,234.3,256.5,332.3,368,340.7
66.3,79,65.5,201.6,166.7,197.6,163.3,103.8
95.3,110.7,92.3,104,130.6,344.5,544.3,454.3
58.8,53.7,71,92.7,117.7,162.4,320,570.6
75.6,78.5,111.4,123.8,219.6,212.7,256.3,322.5
112,104.5,119.6,116.8,174.3,189.9,210.2,237.5
301.4,330.2,110.7,125.9,159.7,233.5,277.9,309.3
314.1,167.9,121.8,126.8,151.1,158.5,191.2,290.5
405.6,561.4,501.8,503.9,753,741.5,598.2,636.4
117.8,151.6,192.2,244.4,167.4,156.1,154.5,157
292.4,161.2,189.8,238.7,328.6,365.1,458.9,559.5
158.6,135.2,106.7,94.3,88,86,77.9,106.7
100.7,332.4,400.2,423,401.3,474.1,86.9,83.8
150.7,199.1,187.5,297.9,218.2,251.3,298.2,313.1
72.4,74.1,75.5,108.3,197.3,251.5,297.5,634.4
338.9,286,313,351,498.8,555.7,674.3,777
119.8,191.7,156.4,206.6,240.2,237.5,195.3,215.6
111.5,152.5,273.1,409.3,488.2,363.9,372.6,492.9
48,49.1,126,271.1,177.5,196.3,220.2,505.2
135,121.8,118,306.1,855.3,591.2,625.4,991.8
191,197.5,185.6,202.6,261.6,362.8,563.8,620.1
45.5,48.7,60.9,53.3,97.3,587.9,1457.8,469.2
77.1,68.9,76.8,96.3,167.4,239.6,370.5,373
484.5,241.8,178.2,192.2,231,660.9,686,539.8
209.4,166.1,114,137.9,142.3,148.4,145.7,167.4
151.9,142.1,142,130.9,204.3,264.3,270,563.3
78.3,57.6,56.7,59.9,65.7,74,88.5,105
321.2,143.2,145.6,136.2,127.1,134.7,156.3,224.2
407.8,260.7,196.1,226,232.9,229.9,214.4,223.6
114.6,147.6,166.3,270.1,223,357.4,350.4,178.7
81.3,97.3,101.2,106.4,226.2,317,343.5,272.4
111.1,111.7,118.5,637.3,688.1,688.2,511.2,624.8
74.6,71.2,66,56,92.4,336.8,409.1,280.3
82.2,81.4,83.7,84.9,107.9,149.5,662.4,746.4
176.6,210.9,120.7,569.6,360.6,783.2,939.1,529
48.2,58.4,66.3,84.4,418.8,602.8,741.3,1232.1
125,126.4,307.7,696.2,769.9,1208.3,1181.2,1057.6
343,275.1,233.6,242.5,253.8,288.2,356.2,441.1
253.8,247.1,292.1,344.8,390.8,447.8,462.6,417.2
92.4,92.3,82.1,92,145.6,400,405.3,573.4
86.1,126.9,139.6,174.7,179.6,330.4,342.6,344.3
329.1,370.4,403.1,461.5,550.7,647.6,647.8,643.3
55.8,78.7,73.5,84.4,189.8,335.9,499,437.5
373,251.9,201,246.2,235.1,167.4,179.8,238.9
116.1,125,188,346,471.1,971.5,1036.1,913.7
173.9,153.8,274.1,485.6,673.3,599.2,809.3,970.1
151.1,154,123.3,104.8,101.7,91.8,162.1,131.8
73.2,47.6,44.6,50.7,74.5,96.3,277.9,635.2
608.4,327.5,54.2,51.7,61.8,328.4,891.9,1545.6
238.5,222.4,215.8,209.8,412.5,455,478.3,326.3
64.1,65.2,70.1,111.9,125.3,157,153.6,124.1
228.7,211.9,150.2,233.5,158.2,142,127.6,132.9
43.5,46,44.3,49.2,57.7,68.7,85.9,102.6
255.1,260.5,230.4,258.7,284.6,512.2,616.7,839.5
127.3,104.1,75.5,85.5,100.4,97,96.7,212
139.5,144.3,154,159.3,146.5,136.5,108.8,141.2
412.6,333,282.7,283.9,330.5,342.9,383.9,458.7
78.6,75,92.5,129.9,174.1,208.6,238,147.7
98.2,96.5,104.3,235.9,324.7,383.1,381.9,373.3
103.2,79.5,192.4,150.9,225.7,273.7,265.8,299.7
269.4,249.8,262.8,282.4,439.9,431.3,510.2,404.1
31,39,48.5,63.1,894.9,684.2,687,627.4
171.2,43.8,59.2,75.6,70.5,225.8,201,199.3
105.7,86.7,89.3,576.4,567.2,1180.7,801.7,836.9
83.7,52.2,51.3,61.8,93.3,546.4,620.3,1124.2
296.7,274.1,285.2,298.1,293.3,214.5,857,719.4
99.4,78.1,118,277.4,595.5,271.9,226.9,329.3
73,97.8,71.1,78.6,74.4,92,133.4,670.5
79.8,106.2,85.6,93,112.8,131.2,155.3,195.1
207.5,181.4,76.3,93.3,186.5,284.5,155.9,537.2
149.2,91.8,93.1,106.2,156.5,234.7,909.7,1059.9
184.9,82.7,79,87.4,111.8,144.5,188.2,211
305.1,88.7,53.1,57.7,70.3,93.1,291.7,328.8
205.1,238.8,209.9,511.6,312.1,388.4,488.2,387.8
111,87.4,78.2,86.3,124,395.9,482.6,581
182.9,129.8,227.5,206.7,184.3,211.8,228.2,156.1
10146.1,10199.9,170.9,142.5,130.5,131.5,169.1,457.5
166.1,156.2,264,196.6,259.8,276.1,299.4,336.9
398.8,235.7,187.1,230.8,456.3,568.2,602.6,620.4
54.4,70.4,118.8,185.9,201.3,118.5,123,148.4
137.8,410.3,232,146.3,158.1,361,235,632.4
118.7,127.9,169.1,191.1,195.6,240.6,279.8,395.5
16.9,32.8,74.8,239.4,262.4,221.4,171.4,211.7
156.7,135.4,144.8,208,374.9,240.6,287,693.5
81.1,83.6,87.4,404.3,561.8,668.8,640.9,941.7
110.6,82.8,82.8,172.3,419.5,395.6,396.9,384.4
10253.3,243.8,210.6,215.9,255.5,326.9,436.4,405.4
49.4,45,464.4,592.8,551.4,189.1,93.9,94
80,89.5,269.4,440.4,392.6,253.2,362.5,272.8
36.3,46.9,40,55,88.8,121.4,131.3,343.9
37.5,97.9,46.5,52.6,52.8,812.9,720.4,900.6
30.3,46.6,54.4,489.8,766.9,391.4,167,150.2
70.1,82.5,75.7,75.3,79,239.1,178.3,174.6
35.4,36.5,50.8,43.3,51.3,80.3,79.8,120.8
61.5,66.7,95,69.6,655,382.4,623.6,258
60.4,59.5,70.1,63.8,63.3,81.1,375.3,361
56,51.8,63.9,68.1,119.8,128.6,152.2,162.9
248.8,135.4,133.9,168.5,136.6,156.9,268.8,245.1
702.3,83.2,72.5,116.8,83,52.5,53.8,66.1
104.9,68.9,62.5,59.2,66.5,35.5,83.1,61.3
46.9,45.3,54.7,49.8,51.2,65.8,83.7,95.6
53.5,48.7,47.2,51.2,52.3,59.4,72,90.2
232.2,43.9,50.3,51.8,52.8,60,76.8,101.3
334.1,180.6,208.7,179.3,218.5,60.5,56.9,100.7
299.4,71.4,69.3,70.7,88.7,92.9,101.9,176
189.9,151,166.3,163.6,173.9,214.6,232,234.4
10272.1,322.5,99,89.3,87.4,106.2,59.8,81.3
376.9,146.7,100.1,58,76.9,82.3,151.6,127.6
123,73.1,85.8,54.1,90.7,146.6,128.2,149.8
126.2,255.9,251.4,169.1,325.3,415.9,502.1,360.2
134.7,112,121,192.3,133.2,88,174.1,157.3
141.3,141.5,142.6,136,116.9,61,121.5,155.3
274,91,89.3,102.9,81.9,116.1,184.7,208
37.2,40.7,48.2,60.9,55.5,63.1,84.2,467.2
133.5,125.7,128.4,106.2,106.2,306.6,237.6,393.3
