e1,e2,e3,e4,e5,e6,e7,e8
144.9,64.5,73.6,62.5,61.3,110.6,330.1,581.2
522.1,48.5,42.4,42.6,38.4,38.4,50.3,329.7
358.1,296.6,296.4,231.1,995.4,234.6,223.4,232.6
195.9,435.3,485.4,401.1,416.2,98,124.9,467.8
197.2,150.4,233.6,319.7,438.2,429.9,524.2,1172.1
476.7,135.6,45.2,41.7,41.4,38.6,39.1,51.8
96.4,105.1,44,44,51.2,58.6,45.8,60.9
46.2,43.1,44.7,52.3,311.9,482.5,681.3,195.2
184.5,184.2,188.6,193.1,189.1,193.2,470,715.4
316.7,112.6,108.4,114.9,121.8,737.8,506.2,566.1
170.9,158.2,165.8,99,108.9,109.6,172,325.2
91,126.7,98.4,93.8,99.5,137.8,829.5,935.9
159.3,145.6,128.7,145.7,348.9,522.7,480.8,528.6
185.7,279.9,117.5,108.9,120.5,112.3,147.7,168.6
262.1,90.5,86,88,79.1,83.1,107.8,163.8
286.4,44.1,44.5,48.4,49.6,49.8,62,400.8
57,181.5,35.1,25.7,29.8,26.5,25,38
176.5,190.8,228.1,256.8,251.6,319.8,626.5,442.7
107,136.5,23.8,27,39.6,40.8,43.9,54.6
110,134.1,125.4,37.8,33.2,35.6,35.6,49.9
470.9,132.5,77.4,72.9,73.5,88.6,146.7,557.5
448.1,53.1,58.1,55.6,58.1,87.1,249.8,191.7
381.7,825.4,540.6,483,441.8,815.1,690.7,805.7
370.9,97.1,66.3,66.3,64.4,72.3,103,412.2
36.7,33.9,47.8,541.6,617.9,578.9,414,356
277.8,301.8,49.5,61.4,49,58.7,73.3,109.9
156.5,57.2,70.2,60.3,56.4,805.8,1524.1,1740.3
203.8,51.8,58.1,57.9,107.1,1013.9,1382.4,1461.3
453.3,116,133.2,121.3,97.1,99,352.7,688.9
88.6,89.7,114.5,91.2,70,109.4,155,131
246.6,73,85,83.2,106.2,478.9,365,327.2
244.3,100.2,98.4,107.1,88.5,88.1,95.6,98
128,130.2,101.1,301.9,369.2,428.7,585,529.9
57.9,52.9,44.9,45.6,78.3,268.1,840.5,614.3
331.3,55.4,67.5,70.1,60.7,93,134.1,126.1
148.5,149.2,140.3,123.2,194.9,893.1,820.9,790.3
415.4,249.5,181.7,168.9,161.9,259,322.7,519.5
180,144.9,146.1,187.7,543.8,467.4,679.4,1120
171,281.6,350.9,581.3,1293.2,904.4,713.4,342.5
122.4,102.1,422.2,669.9,476.3,1224,1998.3,1787.6
527.3,86.7,74.4,84.5,78.5,114.2,151.6,646.2
23.3,25.1,30.6,46.1,102.7,118.6,157.6,84
223.5,181.4,149.9,136.5,132.4,136.7,149.9,203.7
172.5,236.5,110.6,128.6,101,123.6,267.4,336.3
234.7,110.5,75.4,79.3,78.3,150.2,279.1,522.9
539.1,57.3,57.7,67.2,43.8,56,108,188.6
134.4,111.4,118.4,129.2,494,539.3,923.5,988.4
22.4,29.3,45.8,41.8,33.2,39.9,67.5,142.8
298.7,56,41.4,41.5,45.7,53.9,71.7,1270.2
185.7,181,166.5,137.2,114.4,579.7,778.1,952.3
197.1,24.2,33.6,24.8,45.2,653.6,610.1,170.3
10405.6,241.3,151.2,183.3,298.7,341,575.6,677.9
203.2,140.7,91.2,43.1,62.1,55.8,48.2,50.4
491.7,107.6,108.8,116.6,116.5,114.6,569.7,1147.5
456.3,296.6,82,80.6,90,135.4,266.1,325
492.5,46.8,45.9,49.9,48.2,82.8,821.8,170.8
339.1,209.6,64.4,62.7,72.4,75.3,74.9,752.8
240.5,225.5,215.4,667,995,1224.8,1469.5,1010.9
138.3,181.4,133.7,220.6,197.5,188.9,183.1,157
164.8,113.1,120.6,173.4,135.7,173.1,183.4,195.6
394.5,185.8,142,154.2,178.8,550.6,688.6,1054.7
219.8,137.7,127.4,112.6,118.4,176,153.9,157.7
481.3,298.1,144.8,116.2,126.4,159.3,230.5,290.5
327.8,179.2,80.4,84.4,82,92.9,160.6,286.3
168.6,80.4,97.7,75.2,245,251,206.1,330
447.5,177.4,52.3,55.8,60,66.6,65.8,102.2
383.9,44.3,44.9,46.9,46,50.1,110.5,344.2
43.1,43.9,42.5,42.3,55,113.7,493.3,1029
281.4,135,134.5,118.2,110.5,156.6,502.1,747.2
530.4,216.7,254,245.9,435.6,397.6,689.2,628.2
146.5,140.2,36.9,36,32.5,51.5,559.8,519.9
146.2,129.8,103.2,78.7,187.3,361.9,321,525.9
137.5,87.9,77.3,81.8,74.7,74.2,89.4,336.2
278.6,59,51.2,69.7,92.7,945.7,857.7,806.1
106.3,92.5,78,103,118.1,100.3,115.8,318.9
30.8,25.5,30.5,48.4,83.8,115.8,157.6,169.9
250.5,112.8,114.3,111.7,84.7,70.7,109.2,283.5
301.7,118,94.7,78,64.5,93.5,818.8,697.9
109.9,105.7,83.2,125.8,238.6,287.5,257.5,1095
117.5,66.2,61.9,67.7,104.2,557.4,1098.9,815.6
420.1,45.6,50.9,70.5,401.2,1323.3,801.3,468.4
371.6,225.9,117.4,114,108,116.1,127.8,290.3
304.7,238,128.4,84,97.8,1167.7,904.8,1088
287.8,91.4,91.9,87.6,82.1,114.2,304.5,252.2
300.3,60.1,56.7,56.7,53.7,49.6,1374.3,295.3
113.4,61.8,62.4,53.2,66.8,314.4,948.7,542.4
485.8,63.5,69.1,43.9,43.4,52.8,409.4,943.4
45.9,256,437.7,192.4,436.8,142.1,224.6,606.5
325.3,119.9,36.6,35.5,33.2,33,37,44.8
261.8,205.5,121.4,77.1,67.9,66.6,70.1,91.4
600.3,160.8,187.5,128.7,150.8,139,124.3,672.3
45.2,46.4,47.2,45.5,53.2,626.4,198.8,202.8
49.8,52.8,71.6,89.6,734.9,203.8,224.6,254.1
268.1,118.4,131.9,151.3,102.2,133.5,70.1,505.5
166.6,152.2,40,36.6,29.2,32.2,422,1010.7
504.7,286.2,300.2,234,218.2,153.5,230.4,272.6
360.9,556.4,156.6,171,231.5,262.2,274,393.6
262.5,65.7,82.1,81.1,81.8,526.5,603.9,595.3
582.5,246.3,113,117.1,125.8,145.1,142.3,177
510.4,209.9,68.6,74.9,70.8,67.9,87.5,103.8
293.1,173.3,51.3,50.1,43.9,44.1,68.8,899.6
62.4,67,90.4,113.5,110.1,78.4,112.1,144.9
213.5,84.7,75.7,62.4,63.1,92.2,93.3,115.7
354.3,106.8,33.4,31.3,35,36.5,53,1050.7
57.4,45.2,43.9,36.2,42.9,87.1,477.1,502.6
553.9,61.1,61.4,56.9,77.3,91.9,149.3,346.5
71.5,69.4,61.5,66,85.2,370.2,301.9,336.2
10262.8,147.9,132.5,118.8,156.1,690.2,789.5,635.7
176.1,225.3,203.5,590.2,767.1,555.2,955.7,911.7
338.8,95.5,93.4,94.1,98.2,114.1,824.2,1142
57.3,66.5,77.9,96.9,451.3,737.5,706.1,453.6
10199,185.3,314,388.5,586.6,481.5,585.8,749.5
284.4,130.9,85.6,86.3,83.5,114,184.2,752.2
81.9,32.8,35,36.3,43,57.9,605.6,586.6
409.9,136.2,135.4,134.7,143.4,315.2,583.2,813.7
324.4,194.4,206.4,196.4,419.4,442.3,1339,675.8
519.7,237.8,45.5,48.7,48.5,47.6,71,951.8
71.6,94.4,111.3,96.5,112.9,121.4,73.5,673.2
282.4,328.1,360.3,390,359.5,361,391.4,814.7
38.4,37,37.4,49.2,40,104.6,176.4,320.7
349,275.4,47.2,141.8,325,275.7,143.3,112.3
10200.1,126,123.1,45.6,49,38.5,252.1,227.6
540.8,456.2,276,474.5,598.7,310.3,298.9,233.8
10349.1,93,90.1,127.8,95.9,131.6,171.9,286.8
109.9,36.5,56.5,88,128.2,516.5,1166.3,759.7
636.6,483.7,474.2,500.5,530.3,543.3,876.1,865.6
126.5,374.3,62.8,405.9,184.7,511.1,82.3,58.1
294.3,369.7,61.5,211,114.8,292.5,53.8,52.7
517.6,236.5,99.6,93.2,115.6,407.9,291.6,114.9
551.5,464.6,156.8,515.6,501.5,79.5,76.9,58.7
566.4,70.2,70.4,99.2,74.3,119.9,190.1,247.3
563.8,90.2,213.9,195.8,239.4,302.5,297.2,269.8
42.2,46.8,50.4,56.7,61.5,118.2,334.1,1208.1
313.4,140.5,79,56.5,57.4,68.5,859.3,160.7
637.5,43.3,58.9,153.7,152.7,85.4,511.1,696.6
635.7,56.8,64.9,150,119.9,204.3,216.4,736.1
294.7,398.2,542.2,827.5,778,728.4,868.2,960.7
114.3,126.6,153,153.2,187.8,314.1,389.3,523.9
148.4,122.9,92,72.8,197.7,207.8,372.3,166.9
384.5,192.9,292.5,537.2,488.4,288.2,275.9,292.4
462.5,150.5,155.6,162,190.8,423.9,540.3,689.6
341.2,95,95.9,105.9,215.3,366.4,822.4,534.2
388.5,164.6,499.2,477.3,190.6,480.4,516.9,653.7
10124.8,551.7,226.8,270.6,581.6,312.4,269.7,199.4
10440.6,332.1,47.9,259.2,87.1,100.8,91.4,264.2
203.8,76.4,204.1,187.4,213.4,275,317.2,330.8
206.3,149.2,346.2,284.1,492.9,461.3,385.4,467.3
143.1,83.1,109,119.4,129.5,280.8,207.6,375.7
353.1,9.7,13.6,16.1,18.4,28.5,17.6,36.4
696.7,58,92.5,114.6,63,359.4,190.5,75.7
119.5,184.1,247.8,209.7,753.8,718.1,724,437.9
63.5,58.1,52.3,46.4,63.1,1064.5,123.9,123.2
256.3,163.5,487.3,341.4,931.9,773.8,282.5,258.8
146,89.6,115,284.5,235.3,476.7,387,228.9
10485,438.7,71.4,226.1,395.2,394.8,455.3,367
271.6,86,83.9,113.9,266.3,692.3,675.1,591.8
551.9,395.7,95.5,115.6,348.6,219.2,254.5,909.5
372.1,120.1,67.2,76.2,71.8,78.6,73.5,123.3
291.2,100.7,152,144.4,579.3,330.6,547.2,148.8
269.8,269.7,157.9,157.7,141.1,133.7,198.4,376.2
499.9,147,69.8,75.3,85.6,111.1,103.5,358.4
305.9,37.2,50.5,54.8,60.4,100.6,108.7,117
202,187.8,406.3,171.4,164,128.2,156.5,221.5
35.3,51,43.4,39.8,77.3,307.2,160.8,139.9
10483.1,75.3,77.1,159.7,153.9,189.1,363,345.2
10407.5,17.9,26.8,55.4,43.2,36.8,70,185.6
483.7,108.1,189.1,462,662,804.9,979.7,156.5
62.2,58.6,83,112.7,103.5,86.1,98.8,120.7
670.2,43.4,47.5,73.8,47,76.6,476.9,599.1
422.1,76,152.6,210.6,190.9,464.8,510.6,414.6
125.6,45.6,52.7,82,75.2,349.7,585.1,407.6
150.6,127,282.5,550.5,619.5,1069.8,996.6,579.7
10463.6,77.8,68.9,444.3,417.9,754.9,625.8,456.7
194.7,335.6,422,424.3,446.8,950.7,1127.1,996.3
146.6,144.3,177.8,202.8,249.4,632.1,387.3,400.1
606.7,100.7,106.6,119.5,130.3,203.7,474.9,583.7
288.5,53.8,66,78,88.7,194.5,320.9,327.3
320.6,65.2,58.9,92.5,80.1,120.4,118.5,176.9
10304.5,287.4,187.2,316.5,575.8,760.7,832.9,857
136.8,167.9,177.6,149.5,222.8,322.3,335.4,524
167.2,126.1,106.4,104.8,151.7,253.1,212.2,248.3
124.6,101.1,100,355,467.9,245.1,118.5,103.3
258.7,111.1,171.9,200.9,848.1,294.3,346.6,304.4
595.2,68.8,112.6,155.5,190.5,380.7,456.9,458.2
30.3,38.6,38.5,51.7,71.6,237.5,191.3,228
504.2,34.7,30.1,36.3,228.7,333.5,231.8,157.3
462.3,60.9,62.1,76,86.5,169.7,260.5,305.1
55.3,55.3,66.2,54.4,354,490.2,424.3,377.5
497.4,168.3,194.1,320.2,270.9,580.9,353.8,291
372.4,305.3,319.1,626.9,887.7,1244.5,836.7,213.7
101.7,121.2,160.4,157.5,216.1,281.1,458,670.8
380.3,43.9,53.5,40.5,64.1,106,218.4,243.6
83.9,111.6,88,78.8,119.2,166.4,211.4,269.8
124.9,81.9,77.3,82,80.4,588.9,152.9,135.4
354.8,95.4,103.6,88.4,152.9,303.2,318.2,299.5
160.3,77.8,91.2,55.4,160.8,198.8,133.2,289
47.8,47.7,56.6,61.4,70.7,118.6,174.6,335.1
447.9,137.3,198.9,166.7,190.9,312,379.3,301
10523.7,62.7,64.7,79.8,114.4,127.5,108.5,160
97.8,92,92.5,98.3,288.9,577.8,876.3,773.9
90,93.6,88,87.5,146.1,190.8,285.1,777.8
114.3,137.3,56,57.8,57.2,52.3,95.2,178
318.9,61.5,64.5,66.7,63.9,117.6,164,141.2
70.1,68.5,84.1,113.6,113.2,274.7,220,232.6
152.4,282.3,473,519,388.4,325.9,263.9,223.8
653.7,682.2,629,428.7,369.5,475.8,615.2,521.3
48.5,319.2,31.5,42,87.3,64.5,102.4,59.3
599.1,68.5,75.6,105.7,108.9,145.9,131.1,164
45.5,37.1,45.3,62.9,123.7,177.7,215,369
789,54.2,57.4,92.2,77.3,268.5,306.3,224.3
255.5,137.5,315.8,308.6,420.1,585.1,728.7,811.2
488.8,443.1,672.9,722.9,798.1,1058.9,804.4,495.4
79.4,160.7,163.4,158.9,251.6,273,281.1,350.3
50.9,56.5,56.3,199.9,219.5,204,513.4,830
814.5,163.9,115.5,258.5,335.5,842.3,1010,1426
390.2,419.8,248.2,478.8,496.9,97.2,106,80.5
10403.1,240.8,344.7,10128.9,513.3,57.5,76.1,109.3
311.9,110.9,78.9,183.6,340.3,307.5,536.8,414.5
92.6,81.4,87.9,108.6,105.1,104.3,112.4,354.1
439.3,550.2,736.7,743.3,671.5,907.1,828.9,632.5
61.1,60.4,51.4,49.6,56.7,166.6,235.8,708.9
95.8,93.7,123.4,125.1,124.2,312.7,208.1,283.5
49.9,66.8,68.8,84.2,149.1,289.5,662.6,684.7
303.4,86,123.8,154.6,251.3,141.8,98.6,102.9
38,39.2,42.4,32.4,36.2,201.7,582.2,368.4
49.5,64.9,53.8,50.1,109.6,676.5,862.1,167.6
23.2,33.2,52.6,44.6,34,116.4,530.7,497.1
772.6,64.8,61,85.2,94.7,866.2,802.7,517.4
10651.4,88.2,157.3,144.5,162,256.7,649.5,827.6
197.5,213.7,201.4,240.7,334,1048.4,357.8,452.3
10250.3,136.4,10135.1,10127.6,558.3,230.3,398.9,537.6
407.3,44.4,48.4,108.4,81.3,72.6,127.5,334.3
32.7,28.6,43.2,48.1,40.1,109,185.2,448.1
385,61.5,91.3,93.4,108.5,212.1,352,774.8
196.7,108.7,107,171.1,598.9,740.5,822.2,733.1
640.5,363.5,86.5,70.5,85.5,744.7,552.3,871.5
82.1,130.6,143.3,162.1,178.6,231.9,506.2,1266.2
112.3,146.3,91.7,61.5,81.3,142,98.2,65.2
517.7,103.6,102.5,110.6,130.3,150.8,159,801.8
441.5,280.8,237.2,117.3,101,110.9,149.5,166.5
103.7,145.2,122.7,164.4,383.2,372.1,787.2,161.5
319.4,178.3,316.3,280,243.7,222,323.7,323.2
310.2,78,83.5,56.7,817.1,969,595.8,318.3
488.6,183.6,235.2,349,392.7,539.5,385.3,362.3
10413.2,73.1,124.9,178.8,206.3,187.7,284.8,315.8
131,13.5,18.4,20.9,25.6,57.2,177.7,1031.9
443.7,179.1,178.8,191.8,523.5,729.5,846.3,1147.8
102.9,79.7,96.1,89.3,528,482.3,395.3,185.9
136.6,186.5,89.3,66,66.5,71.8,88.3,378.9
537.8,81.9,92.3,159.9,609.8,824.1,1193.2,585.3
315.3,442.6,167.3,245,387.5,553.4,615.7,547
83.8,108.9,234.9,175.9,172,216,282.3,270.8
509.3,330.4,231.8,204,229.5,394.4,365.7,324.2
266.7,120,128,149.4,144.4,132.4,217.3,462
165.2,131.1,318.3,314,446.9,503.6,466.6,341.7
157.2,102.1,135.5,173.7,152.2,330.6,211.7,231.7
100.2,107.4,112.4,99,109.9,118.4,161.7,818
152.5,77.6,91,79.7,94,121.5,149.3,140.9
82.9,49.9,82.9,186.7,151.9,144.9,384.6,657.1
236.1,253.5,200.3,251.5,109.1,463,288.4,218.9
550.9,194.9,159.2,115.5,220.5,267.4,478.8,1397.6
473.3,285.3,83,122.4,94.1,124.1,451.7,168.4
336.6,73.3,70.1,160.9,199.7,252,497.6,799.7
282.1,134.4,134.8,171.6,181.4,170.1,209.7,503.5
351.8,84.5,249.3,707,927.7,665.1,398.4,361.9
41.2,55.5,85.9,66.1,232.2,226.6,202.4,144.3
48.9,46.9,48.5,55.4,82.2,107.8,134.4,727.6
283,44.2,52.1,49.8,52.8,58.8,393.5,443.3
737.9,140.4,147.5,184,136.2,520.8,1165.6,442.1
156.7,186.6,121.9,158.9,115.4,264.8,669.1,441.2
97.6,112.6,109.3,152.4,183,236.3,445.8,751.1
175.8,182.8,403.4,273.8,229.3,195.3,219.1,446
37.7,64.6,54.6,243.1,310,325.3,337,455
74.1,92.4,75.2,204.5,144.5,165.4,58.6,114.9
68.4,85.1,135.8,311.3,432.8,301.6,493.6,595.7
320.7,99.2,130.7,123.5,258.1,528.3,584.8,744.4
32.2,78.2,117.1,133.4,126.6,126.4,193.8,380.3
113.2,120.9,146.5,160.7,132.3,413,310.7,294.2
359.8,225.1,448.3,362.7,426.1,314,534.6,327.3
422.5,137.3,91.3,112.2,482,665,539.2,314.8
124.5,515.3,370.5,76.9,99.3,88.1,74.8,76.3
284.8,89.8,104,129.8,155.8,211.3,281.6,514
601.9,79.2,87.4,83.2,90.2,152.3,292.6,334.3
31.5,27.5,44.2,70.5,45.9,47.1,45.5,237.8
84.5,99.3,75.8,93.6,110,580.4,448.8,79.5
118.1,199.4,397.1,426.1,478.7,210.1,538.2,189.4
415.3,513.9,544.9,585.9,586.3,528.1,766.8,638.7
185.3,66.7,119,131.1,192.9,162.6,922.5,825.3
277.4,66.1,62.3,163.5,160.4,252.7,404.4,436.6
738.8,98,94.6,180.6,126.6,117.1,176.5,125.5
82.9,117.3,121.5,139.7,191.3,175.3,213.4,296.2
133.7,136.8,175.5,189.3,218.1,222.1,391.6,621.1
104.3,96.7,146.4,134.3,113.5,269.8,391.3,421
198.7,119.6,108.8,148,384.8,330.1,94.4,79.8
10453.2,71,81.8,67.1,83.7,140.8,235.4,183.6
75,95.7,109.4,113.7,135,104.6,138.6,225.4
478.5,123.5,124.9,140,133.8,142.7,506.1,336.2
10390.3,42,46,68.9,80.9,74.3,168.7,281.7
552.7,42.2,41.6,69.3,209.1,223,289.7,152.1
265.6,33.5,65.2,30,54.8,101.8,177.2,113.2
230.7,153.8,284.9,223.7,318.6,205,207.3,702.7
10388,10104.5,10157,10189.5,10174.7,383,502.9,377.6
83.1,111.4,158.6,184.2,516.3,740.2,783.8,1005.4
276.3,454.7,262.8,418.7,719.2,724.9,574.3,461.9
294,80,94.6,86.6,84.7,80.5,157.9,186.9
10037.1,167,88.7,54.2,60.4,612.8,965.9,124.5
111.2,157.9,131,119.6,128.1,232.8,295.3,255.9
412.6,102.3,170,171.1,597.2,606,1029,475.9
787.8,470.8,511.1,820.7,1012.4,846,367,276.9
184.4,85,110.6,134.5,162.5,153.1,952,509.6
115.7,88.9,81.5,123.9,352.5,704.3,548.9,750.8
162.5,156.9,193.1,724.1,606.1,655.9,707.6,621
75,81.3,83,85,77.7,92.5,183.4,795.7
91.3,89.2,85.1,78.5,322.2,491.8,893.4,974.5
10234.5,266.3,364.8,313.8,271.2,283.3,542.1,465
90.9,712.4,118.3,128.7,284.1,581.1,352.2,477.6
72.9,72,74.7,93.6,98.7,113.5,159.5,229.7
10567.4,100.9,110.9,189.1,95.4,189,61.4,85.6
81.5,88.5,86.2,90.8,83.3,96.6,1114.5,141.9
427.3,146.2,130.1,143.3,123.3,141.8,251,647.6
28.9,27.1,43,63.4,73.8,120,168.9,167.4
70.1,68.5,71.1,93,99.1,81.9,116.2,110
361.9,384.4,57.5,44,77.5,43.8,58.6,60.6
393.6,67.8,69.1,92.2,70.5,78.3,119.4,108.4
297.3,358,211.8,205.5,254.3,160.3,204.6,207.8
435.4,89.1,84.8,83.5,86.8,73.7,84.5,272.7
464,86.1,84.7,91.5,91.5,96.4,94.2,640.7
307.2,90.7,104.2,81.6,91.8,110.8,132.6,305.8
473,52.1,50.6,56.3,45,53.9,73.4,1107
376,124.2,89.2,103.2,104.3,109.7,107.8,993.8
188.3,224.2,159.1,399.5,1118.4,794,739.4,996
174.8,145.7,129,158.4,166.6,181.1,112.6,319.1
182,81.6,81.2,80.7,83.1,78.8,79.9,133.7
284.7,177,119.2,152.8,118.6,102.9,116.6,184.1
48,45.3,54.6,57.3,70.3,67.6,91.4,376.6
58,38.3,37,183.4,277,325.9,65.1,62
511.7,78,85,84.5,83,129.2,880.9,807.9
239,283,191.8,167,157.2,74.1,258.6,355
240.7,219.6,296.5,61,65.6,79.2,88.4,156.6
10704.2,95.1,100.6,142.8,142.5,237.3,333.9,929.9
179.4,44.9,54.1,52.2,173.1,474.5,1117,1227.2
228.6,219.9,121.5,121.3,120.6,117.1,110,345
75.8,74.1,55.3,57.4,57.7,74.4,431.3,497.3
464.9,113.4,92.3,82.8,79.7,78.2,78.9,470.9
150.3,151.4,161.9,167.8,188.7,516.8,357.8,706.4
46.6,47.6,46.1,48.7,60.6,68.4,758,157.3
84.2,82.7,91.5,75,113.9,504.9,591.4,752.3
165.6,65.2,52.6,55,66.2,85.7,95.5,78.8
84,585.4,91.1,21.2,33.1,44.5,45.7,29
82.6,112.5,68.1,66.1,66.5,62.8,63.9,76.4
97.3,91,58.7,73.4,59.9,60.5,66.2,77.4
85.7,56.5,55.3,58.6,72.9,476.8,1145,1365.2
342.6,104.1,195.6,101,99.6,99.9,110.3,166.2
313.9,91.1,86,92.4,125.7,282.3,295.7,212.4
237.6,223.2,208.4,218,208.2,212.7,176.2,317
245.6,150.9,97.5,92.6,97.4,83,94.1,916.5
169.4,151.7,151,141.3,121.3,100.6,106.4,118.1
218.5,243.6,210.4,135.3,76,82.5,73.9,73
55.5,52.5,51.8,53.7,67.9,87,89.3,498.3
203.4,48.3,50.2,56.5,53,62.4,1108.6,565.4
145.5,62.8,69.9,78.9,60.8,61.7,95.3,247.9
124.2,128.9,128,106.5,118.3,197.6,417.8,568.5
144.4,128.6,142.1,180.1,259,204.4,169.5,137.8
89.5,68.3,67.1,120.7,956.2,1120.3,818.9,813.9
228.8,44.6,60,66.2,43.4,59.1,146.1,252
229.5,191.9,228.3,305.2,512.8,377.4,932.4,1773.3
104.9,99.2,139.9,64.1,199.9,163.3,165.9,192.1
95.4,83.9,118.7,325.6,388.1,351.4,558.7,762.9
127.9,55.7,60,49,51.7,559.7,1487.9,1445.8
140.1,150.7,84.6,92.6,108.1,107,89.6,97.6
136.4,135.3,132,294.3,770.8,484,617.1,441.1
203.2,339.9,130.1,397.6,301.9,215.5,201.2,246.4
142.2,160.3,180.3,203.6,234.4,417.6,503.1,209.8
469.4,308,144,184.5,184.8,474.6,459.3,442.9
116.8,204,147.7,154.9,176.3,196.5,316.2,404
443.9,345.9,116.3,99.7,127.7,130.4,132.9,127.6
107.6,263,197.8,104.2,111.3,120.2,99.4,122.6
111.5,58.3,57.5,74.6,115.6,96.4,775.6,678.4
165.3,311.8,157.8,129.6,84.7,477.2,65.2,62.5
273,169.2,137.9,184.3,143.1,186.8,109,428.2
108.1,90.8,66.5,190.3,260.5,417.1,172.1,197.4
145.2,103.5,186.5,121.6,65.4,273.3,269.5,424.8
111.4,139.5,171.2,146.8,198.1,162.1,298.6,565.9
112.6,87.8,77.7,84.2,481.3,811.5,629,1081.3
130,92.9,96.2,93,77.9,83.9,715.2,415.5
145.1,370.9,364,592.6,886.4,1171.3,1045.5,1162.7
143.7,160.3,178.1,116.3,128.9,154.3,120.7,101.3
64.7,40.1,48,55.2,47.2,422.7,323.1,257.7
87.7,80.2,90.7,92.1,155.4,295.5,426.5,192
174.6,199.9,233,161.9,187.5,601.6,412.9,508.7
91.8,98.4,106.3,108,329.6,814.7,1070.3,1125.2
44.4,41.5,48.4,50.3,45,40.4,64,1055.3
95.9,102.5,94.3,94.7,86,83.7,86.7,353
178.5,178.6,193.3,241.4,383.3,582.7,656.8,917
209.5,70.6,59.4,55.6,59.7,62.1,69.2,502.1
60.2,49.7,51.1,58.2,52.9,65.9,932.7,458.4
144.7,43,42.5,55.2,230.5,618.1,542.8,888.6
466,165.6,143,171.4,186,1009.4,964.8,1009
188.7,95.4,94.9,97.3,91.6,121.1,200.5,200
53.6,33,36.1,35.4,29.5,322.5,686.8,696.5
118.8,118.5,112.3,114.8,122.9,154.2,594,803.9
73.1,66.5,68.9,65.6,69.6,493,869.7,707.4
154.5,437,216.2,180,104.3,102.4,85.3,569.5
233,144.4,106.3,119.7,115.1,124.2,167.3,788.1
97.7,68.4,65,68.4,71.3,73,111.5,384
415.4,166.2,169.3,146.4,212.3,312.6,368.5,584.2
255.1,99.1,103.2,104.8,97.7,552.6,1154.5,1412.5
154.6,20.4,21.5,27.2,32,27.9,57.7,112
46.4,49.4,37.7,70.9,22,61.6,54.4,43.5
60.5,58.8,148.8,119.7,107.7,111,113.8,149.7
167.1,137.7,55.4,63.3,65.1,64.6,59.6,62
323.2,74.6,122,72.1,93.1,72,61.3,65.7
197.7,44.9,48.7,53.7,68.4,275.7,767.5,1158.8
429.7,303.9,195.1,195.7,220.4,271,529.5,657.1
226.3,326.8,527.3,646.1,622.8,602.9,615.9,557.7
82.4,91.2,137.8,140.7,181.1,173.7,157.6,188.9
40.8,36.1,39.9,32.8,41.8,36.9,1509.4,1551.6
153,123.8,119.2,135.2,145.9,581.8,793.6,972.1
356.2,224,253,172.9,171.8,144.3,110.9,334.5
115.3,120.9,129.6,115.7,91.8,97,118.7,124.6
44.6,41.3,33.9,40.5,54.7,82.3,728,588.8
63.5,52.4,62.1,71.3,75.5,62.1,60.6,158.7
134.4,123.7,165,140.5,156.3,368.7,511.7,812
56.4,61.2,69.5,58.1,67.9,733.5,682.6,832
312.1,322.3,200.2,216,129.6,121.9,245.4,242
125.4,146.1,124.4,175.7,203.6,301.8,260.2,198.1
56.9,36.3,39,51.9,50,68.5,86.3,112.3
95.8,82.3,85.6,80.7,72.9,346.6,927.2,475.2
46.6,62,67.1,67.5,99.9,1079.5,753,790.4
36.4,36.7,47.3,70.4,95.8,124.1,209.5,344.3
370.6,84,174.2,66.3,264.3,110.9,657.8,454.8
49,38.2,30.6,38.1,347.3,514.7,158.5,764.8
221.7,155.9,159,160.2,146.3,162.7,162.4,174.1
56,58.6,61.8,56.6,77.1,115.6,141.3,532.3
78.9,113.3,108.7,144.7,210.8,238.9,598.2,778.6
89.6,101.9,251.1,96,102.9,93.6,97,260.9
117.8,78.6,81.5,109.8,752.7,502.7,665.9,1020.3
106.7,111.5,108.1,99.5,94.2,100.6,320.6,1452.6
112.4,71.3,79.9,66.6,62.2,78.6,305.4,434.3
63.6,58.9,66.6,155,1137.6,417.2,159.1,227.2
112.9,112.1,102.7,117.6,130.1,122.7,125.4,341.8
47.4,45.6,61.2,51.3,67.4,104.4,418.1,1110.9
80.3,88.6,82.7,80.3,434.1,999.6,964.9,287.9
36.6,21,139,29.6,30.4,34.1,33.9,94.1
158.4,121.7,122.5,113.7,127.7,166.7,201,223.4
157.7,138.7,223.1,190,158.7,205.2,165.7,135.2
198.9,666.6,922.3,927.7,1025.7,864.6,981,329.6
77.7,232.2,109.4,60.8,72.4,75.8,67.2,66.3
65.8,156.7,101.9,60.1,55.9,320.2,653.1,776.1
69.8,67.3,65.8,70.8,723.6,799.5,963,811.7
109.6,121.9,403.2,115.1,114.6,128.7,141.1,634.1
63,43.9,249.6,66.9,66.9,76.2,77,88.2
49.4,41.9,73.2,76.3,77.4,78.5,195.8,229.1
202.9,277.2,277.1,319,928.9,874.3,827.4,1270
107.7,100.8,83.7,65.7,84.7,135.4,300.8,423.1
91.6,76.2,76.6,93.7,92.5,168.9,349.1,426.7
185,199,103.4,80.3,100.5,97.1,422.7,497.5
229.7,78.1,132.4,84.7,63.7,61.1,63.5,63
