target,feature_set,n_features,n,cv_spearman,cv_r2,cv_mae,perm_p,null_mean,null_p95
perceived,segmental-conf,13,50,0.3912782515717496,0.05751070818507875,0.7114159415346352,0.006993006993006993,-0.4894721871136377,0.18425906174881498
perceived,eGeMAPS-88,88,50,0.11296016296756535,-2.265034317213134,1.0234946418422985,0.1038961038961039,-0.19052100261964836,0.21746272189661514
perceived,combined,169,50,0.5056312056643402,-2.776872997285729,0.8010825425020314,0.000999000999000999,-0.1537097733216318,0.23106644900569798
actual,segmental-conf,13,50,0.09316164234509638,-0.0480531089415992,1.543141493930248,0.11388611388611389,-0.46594391803065277,0.24472319596515968
actual,eGeMAPS-88,88,50,-0.33020344512943156,-0.0837879981093479,1.6250493016033665,0.7102897102897103,-0.19584927838945024,0.2245677888746947
actual,combined,169,50,0.13479245799794598,-0.13000052535091222,1.573052380010386,0.1088911088911089,-0.14895170763292873,0.2327721057155489
