file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
DHAY38F2P_mono,54.6682,57.2535,phrase,-55.7984510738417,,,13.755446888768603
DHAY38F2P_mono,58.0123,58.4994,phrase,-54.53591856664541,,,12.530359525739836
DHAY38F2P_mono,58.6492,59.2206,phrase,-56.24613229851974,,,8.318079818238424
DHAY38F2P_mono,59.6154,60.2697,phrase,-52.30862004206731,,,13.405373412860175
EXP3918FP_mono,0.9024,2.4681,exp,-50.29938482782644,,,12.28825838331457
EXP3918FP_mono,2.6296,4.4298,exp,-51.817051866319446,,,13.782453755362077
EXP3918FP_mono,4.5993,5.5317,exp,-55.87470598118279,,,9.18625989931065
EXP3918FP_mono,6.1824,7.6433,exp,-52.31779417273116,,,11.609508324056034
EXP3918FP_mono,7.677,9.6266,exp,-52.63036358173077,,,5.666746636513514
EXP3918FP_mono,10.1834,11.0663,exp,-51.70176003196023,,,15.506605557578826
EXP3918FP_mono,11.0995,11.5789,exp,-49.246602376302086,,,15.032952559345178
EXP3918FP_mono,11.6501,13.6485,exp,-57.1760595703125,,,7.775587512850095
EXP3918FP_mono,14.265,15.7093,exp,-57.17084418402778,,,10.875217270886143
EXP3918FP_mono,15.7323,16.6722,exp,-51.42317362034574,,,13.194575393956537
EXP3918FP_mono,16.7318,17.2271,exp,-55.40689453125,,,11.551449058442879
EXP3918FP_mono,17.2454,17.6582,exp,-51.016774247332314,,,13.232627046705865
EXP3918FP_mono,18.1832,18.6648,exp,-53.83677673339844,,,17.08064882168163
EXP3918FP_mono,18.8952,20.0435,exp,-50.218558933423914,,,6.904406022471625
EXP3918FP_mono,20.0435,21.252,exp,-48.60413303848141,,,15.620146629006085
EXP3918FP_mono,21.3923,22.1989,exp,-51.38352382330247,,,10.247412069272858
EXP3918FP_mono,22.7881,25.0632,exp,-51.03648403234649,,,10.819401149325051
EXP3918FP_mono,25.521,27.1486,exp,-51.4075201303681,,,11.471862639758024
EXP3918FP_mono,27.3997,27.6415,exp,-54.55822245279948,,,14.686598848156006
EXP3918FP_mono,27.6889,29.2246,exp,-53.135498046875,,,10.005983267928821
EXP3918FP_mono,30.0712,31.9992,exp,-50.438178027849744,,,12.612122016263182
EXP3918FP_mono,32.1684,33.1629,exp,-50.20355902777778,,,14.65252759367835
EXP3918FP_mono,33.4849,35.8771,exp,-47.63293916710251,,,11.023284937807006
EXP3918FP_mono,36.3168,38.1835,exp,-49.3264852105615,,,9.567433362777269
EXP3918FP_mono,38.8276,40.1215,exp,-53.61032128149225,,,11.01440428395318
EXP3918FP_mono,40.1215,42.5808,exp,-49.285731866107724,,,7.362184146328124
EXP3918FP_mono,43.1063,43.818,exp,-47.78668986575704,,,9.750251515789603
EXP3918FP_mono,43.8275,44.3338,exp,-51.41650390625,,,8.915169173809618
EXP3918FP_mono,44.5344,45.2173,exp,-55.331410127527576,,,12.516227784817232
3737P3737_mono,6.4467,8.5935,37,-49.770657703488375,,,10.69618080670097
3737P3737_mono,8.6026,10.6131,37,-50.10821867226368,,,10.132594325175807
3737P3737_mono,10.9597,11.9776,37,-49.8137637867647,,,10.056620928904758
3737P3737_mono,12.5089,14.713,37,-50.270436789772724,,,9.713994079408522
3737P3737_mono,14.713,17.1587,37,-49.14247050382653,,,9.981396031846238
