file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
HY,25.3739,27.7471,Meow,-57.3756634032173,,,25.634585061247485
HY,28.2481,31.0846,Meow,-57.44225558428697,,,13.889813347999581
HY,31.9619,33.7418,Meow,-57.91811139396067,,,23.14096705686804
HY,33.8491,34.7983,Meow,-58.47586862664474,,,16.935728986023186
HY,34.9831,36.2149,Meow,-62.33725149263211,,,11.56822775138053
HY,36.4642,38.3401,Meow,-57.94217503324468,,,12.164919679092304
HY,39.0076,41.6181,Meow,-58.407409901819925,,,24.484146171693965
HY,42.6955,45.4246,Meow,-62.168848729395606,,,12.03261026983617
HY,45.515,46.9558,Meow,-57.874308268229164,,,16.272403974692025
HY,47.4457,47.8387,Meow,-60.452217297676285,,,23.93916208934359
HY,48.6684,51.0508,Meow,-55.31435054490546,,,21.02005276044453
HY,51.424,52.6127,Meow,-52.59054539784664,,,19.941991571456448
HY,53.1998,53.3648,Meow,-61.9195987477022,,,16.03955185894149
HY,53.9107,56.4046,Meow,-56.61302632404618,,,14.73048931158235
HY,57.0447,59.6502,Meow,-55.58046351173372,,,22.40878755546345
HY,60.2894,62.8853,Meow,-57.23737980769231,,,12.59060830233359
HY,63.5887,65.2724,Meow,-56.533086867559526,,,25.411403267946127
HY,66.1167,66.69725623582767,Meow,-61.67992322198276,,,16.19767682799476
PL,0.1493,2.1422,Meow,-42.385099324748744,,,17.749117485155594
PL,2.1422,4.7111,Meow,-45.34872780885214,,,16.653651536895133
PL,5.1248,6.3361,Meow,-44.969363378099175,,,21.652155254260563
PL,6.9573,9.1788,Meow,-45.85156689893018,,,20.58558914147705
PL,9.3373,11.3485,Meow,-44.254154034514926,,,22.229234342899673
PL,11.6734,12.4231,Meow,-43.41511393229167,,,17.18364699609567
PL,13.2024,14.4869,Meow,-47.98015594482422,,,22.03423000523747
PL,14.8365,16.0295,Meow,-45.275247012867645,,,19.42926133863046
PL,16.185,19.6635,Meow,-43.82624203035201,,,18.732866150258825
PL,20.247,22.1165,Meow,-44.22409237132353,,,16.18121541619155
PL,22.1531,23.9541,Meow,-47.55934787326389,,,21.845508573228145
PL,24.1918,25.3436,Meow,-50.55947265625,,,22.803867523878857
PL,25.4168,26.9481,Meow,-47.64003459456699,,,22.15639048961339
PL,27.7098,28.9669,Meow,-46.63407970610119,,,15.844903303609676
PL,29.328,30.6307,Meow,-48.051817908653845,,,16.420604590886363
PL,30.9548,33.958,Meow,-45.41083984375,,,20.36532743080139
PL,34.7129,36.2625,Meow,-46.266122731854836,,,20.626975335686193
PL,36.4682,37.7481,Meow,-45.62833023071289,,,21.929381549485107
PL,38.1198,39.4728,Meow,-45.00525896990741,,,20.71920160894424
PL,39.9253,42.6588,Meow,-45.88153545673077,,,21.754748246843988
PL,42.9178,45.5004,Meow,-44.56877195373062,,,21.831010508845317
PL,46.418,49.5537,Meow,-47.09232558718153,,,22.084596513761916
PL,49.8888,51.4338,Meow,-48.30025516633064,,,7.598350555024389
PL,51.7127,53.989,Meow,-44.72457510964912,,,19.846902220588415
PL,54.2812,55.0902,Meow,-47.067006052276234,,,21.52909259747683
PL,55.5149,58.3124,Meow,-44.92563825334821,,,22.64705541229072
PL,58.8174,61.5829,Meow,-42.88022831114621,,,19.90713321976467
PL,61.9089,64.9806,Meow,-41.66119643220684,,,21.852272642261724
PL,65.481,68.8132,Meow,-42.857677012950454,,,20.5071635724032
PR,0.016,1.3375,Meow,-48.61857836174242,,,20.109709695528505
PR,1.3506,3.4378,Meow,-52.094025680322964,,,18.87831403868904
PR,3.7091,4.4661,Meow,-50.05210796155428,,,19.129004369268298
PR,4.9568,8.0198,Meow,-52.463544858047385,,,19.805864894015443
PR,8.3436,8.9737,Meow,-49.14010571676587,,,20.013089229165697
PR,9.3806,12.6142,Meow,-51.66007764125387,,,18.46472530368099
PR,13.2771,16.0251,Meow,-50.41045454545455,,,20.514568702135044
