ID,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
LRS,18.178583,0.19896969,15.047048,18.355003,20.399399,5.352351,123.948296,153.28781,69.727234,89.94665,1.0977856,0.8325132,0.25415868,0.894639,1.7610625,1.5069039,20.321836,12.321489,18.281322,12.00656,1.3491529,1.9414657,28.875332,0.57688546,10.54836,1.184465,18.06441,0.65845484,9.562231,1.1311297,0.050013836,1.5272061,1.6739616,0.7895361,-1.4078372,-3.7281418,-1.4517657,-14.066446,19.663965,0.9737284,496.57034,0.41822428,1283.3811,0.19550101,-39.40382,-1.6815039,1515.6588,0.17213835,1036.8424,0.3005652,-50.861362,-1.1973323,2504.0452,0.12585156,889.33344,0.36699173,-54.587658,-1.0849602,-19.020908,-0.38271692,27.938059,0.30079192,-0.023626393,-1.7159857,-0.014777982,-0.6947971,1.2491745,0.81483346,32.927475,0.39455134,9.123396,1.388832,17.852854,0.69640726,9.815504,1.1444324,-12.507129,20.634375,-0.056970824,-0.0070981383,1.8640234,3.5887656,2.499566,0.32708332,0.3052091,0.068584904,0.059975445,-23.974335
MEP,27.851109,0.17187265,25.29015,27.400326,30.881207,5.591057,265.0114,405.9755,97.40789,100.3837,1.5017308,0.6664729,0.6064914,1.2906966,2.184374,1.5778828,23.004519,14.769464,18.944262,12.665395,4.742108,0.8663669,25.508444,0.48239103,5.100087,3.3787515,23.219322,0.6494402,4.099277,3.3912263,0.04480954,2.218079,1.5219358,0.68006015,3.0360384,1.4055563,6.5470424,1.705656,18.274704,0.60055554,488.39252,0.38505235,1157.878,0.20475882,-83.629105,-1.1200775,1538.6462,0.155356,816.441,0.44121647,-86.499084,-1.0220922,2567.5317,0.09911163,881.0237,0.44845998,-88.35674,-0.9829755,-17.030735,-0.5235787,27.998842,0.37770936,-0.06864019,-0.5656975,-0.015777525,-0.6354576,4.0961294,0.7455105,30.087889,0.28658092,-2.279672,-6.7702427,23.878027,0.733856,-0.04435216,-336.18674,-28.012077,38.33906,-0.12495361,-0.011517451,5.7314534,3.6789904,3.1774688,0.18068181,0.15480408,0.12360248,0.121387154,-20.034159
MEZ,26.619173,0.16735458,23.965443,26.673847,29.800861,5.8354187,121.58403,97.98494,111.0996,256.4248,1.3325126,0.6158219,0.59454334,1.2138911,1.9214607,1.3269174,20.382145,12.1453285,17.15442,11.586305,1.0496135,0.815351,24.491919,0.58907795,4.7118316,3.0518675,14.875254,1.1197138,-10.420814,-1.3853034,0.04560556,1.9151067,1.4337281,0.6216123,1.8182882,2.2989554,2.6384423,4.0598326,20.84081,0.49064898,485.3184,0.442783,1184.5237,0.17761433,-50.564842,-1.5844349,1487.9072,0.17418128,853.64233,0.33931533,-57.941917,-1.2603674,2526.2603,0.1136607,694.2744,0.4448638,-61.246826,-1.16155,-12.745517,-0.48019403,20.4773,0.34468856,0.035825886,0.8555368,-0.021950163,-0.5298582,1.1941628,0.749254,28.585045,0.37674037,2.758902,4.722336,17.191856,0.98496467,-11.639745,-1.3199861,-6.221607,13.493801,0.011737206,-0.016513603,0.56043893,4.300578,2.7083333,0.27581194,0.25156003,0.08047619,0.08340815,-21.830381
MKO,23.004892,0.20297576,19.826023,24.006632,26.547796,6.721773,235.04944,307.6619,108.938675,156.16858,1.1515832,0.5894447,0.5723024,0.99193704,1.6431909,1.0708885,16.416069,10.018014,14.242641,9.659919,0.75236744,0.77168554,22.994131,0.57713395,3.1645823,3.754062,15.382563,0.81172127,-2.1470864,-5.1756516,0.04914613,2.112044,1.3682418,0.7110338,1.3886635,3.2596679,6.4509406,2.4808471,18.876053,0.37164524,465.61893,0.312264,1186.9934,0.19049513,-64.46473,-1.2760623,1473.0951,0.133874,922.4598,0.36017635,-72.68115,-1.051756,2463.5945,0.086354904,836.31714,0.42350283,-74.63395,-1.0070286,-12.717181,-0.39596084,20.553535,0.28763443,-0.0029937506,-9.6249,-0.021243805,-0.5569675,0.8641498,0.73088205,27.866394,0.33145735,1.5943214,7.004798,17.715445,0.7238505,-3.6180902,-3.2810795,-6.071599,12.88992,-0.023876613,-0.011862969,0.48117486,3.6084256,3.5115035,0.19206895,0.17955516,0.07945355,0.072161965,-23.745281
NAF,20.899149,0.27954662,17.114468,20.582363,23.695118,6.5806503,204.74905,406.8415,89.29228,109.50476,0.61453384,0.8243916,0.19356413,0.50623894,0.8967875,0.7032234,9.378987,6.978744,7.22254,5.4223695,0.380037,1.0281637,23.69336,0.6472404,3.9981892,3.0530014,12.630063,1.0304029,0.77317876,16.925428,0.046733774,1.8732647,1.6754289,0.59247744,-0.3752344,-11.449814,3.7389245,5.2909155,17.095392,0.69341785,490.48242,0.402204,1208.6698,0.19303039,-63.01274,-1.3587743,1489.6956,0.16364041,917.2813,0.3175583,-69.378716,-1.1564713,2488.9946,0.114903904,834.3547,0.35961974,-72.359215,-1.0778173,-13.397763,-0.49801815,22.063915,0.37591895,0.0013953611,27.61222,-0.024702162,-0.49379066,0.4657586,0.91870487,29.458096,0.41341513,2.1377122,5.644486,12.161666,1.1621332,0.032625422,412.67242,-10.067764,18.578417,-0.04245988,-0.013661687,0.1750233,2.5947359,3.064275,0.21993902,0.22434865,0.10044118,0.09537748,-29.508186
POG,24.20528,0.22515775,21.697695,24.786215,27.251768,5.5540733,256.2262,362.13962,118.95784,212.09534,1.491943,0.67145133,0.51537585,1.3561814,2.256258,1.7408822,21.309889,12.323598,21.609646,13.504959,1.1981812,0.8239387,22.776806,0.70587087,6.452208,2.0265834,16.96301,0.8558123,6.587656,1.7677122,0.04258444,2.1340492,1.3510553,0.7633868,1.7174435,3.2867084,5.4264116,2.4529855,20.284822,0.5816041,519.8111,0.47719654,1171.7754,0.21966983,-43.58852,-1.6228619,1535.0779,0.19733158,850.6601,0.3781532,-50.801533,-1.2971404,2561.2124,0.13355574,771.4449,0.38531926,-54.17114,-1.1843785,-12.412496,-0.6017331,21.03206,0.39623323,-0.007982966,-4.808282,-0.012014652,-0.90722096,1.2852314,0.7901845,26.980114,0.45855528,4.8085694,2.57412,16.545645,0.93429136,6.0209165,2.0418336,-6.85756,14.717168,-0.056788065,-0.0023674674,0.82472587,4.1489363,2.6842778,0.295,0.27428043,0.065648146,0.0588513,-26.484951
RIR,26.481369,0.280595,18.748539,27.335922,30.95028,12.20174,274.6869,353.38498,102.2541,95.51601,2.235544,0.7619139,0.6140477,1.8944085,3.5867386,2.9726908,37.946266,21.701849,32.703236,23.117949,2.8066053,1.119762,20.6409,0.8224096,12.524945,0.9658904,13.984516,1.0878059,3.9370737,3.2749736,0.06928699,1.8116304,1.3993717,0.7279267,2.321853,2.4812598,4.534643,3.164719,22.37731,0.6134138,551.7648,0.46144152,1196.253,0.21725395,-46.58274,-1.5716186,1599.9795,0.19959168,894.93726,0.3822581,-54.237904,-1.2194291,2639.4949,0.124531396,779.86,0.4482576,-56.996063,-1.1316291,-14.864422,-0.59002876,23.456667,0.41041437,0.0019465458,23.170599,-0.018311592,-0.7753027,2.9677312,0.9862689,25.035723,0.54394346,12.230457,0.9757453,13.233853,1.2214128,3.1906958,4.1999846,-4.2160606,11.4339905,-0.0363986,-0.0051219356,2.139944,3.51268,2.4365134,0.3244366,0.31151044,0.075327866,0.06472115,-18.698277
RLM,24.73999,0.19601622,22.11439,23.806824,26.77495,4.6605606,188.63809,338.2994,87.81487,127.52378,0.8382876,0.6826183,0.3432665,0.7601569,1.2165767,0.8733102,13.626573,8.436594,8.821795,6.035066,0.4855479,0.90220106,21.232056,0.7194639,4.825714,2.9206352,9.668692,1.7769507,-1.4125657,-9.354831,0.031139296,1.6329322,1.4482607,0.5941641,1.2873039,2.8702338,1.5916835,4.354628,17.753382,0.58339244,507.71637,0.4385766,1186.7904,0.20460396,-58.342358,-1.5036747,1519.4242,0.18488821,868.13055,0.36992183,-64.08361,-1.2780188,2535.398,0.12457529,778.1605,0.4134236,-66.58384,-1.2025728,-10.905404,-0.6614049,19.862175,0.41791138,0.02320452,1.5174236,-0.019694014,-0.7376386,0.5936974,0.75688744,26.199215,0.4810869,3.3425195,3.9338734,10.106684,1.8095137,-3.2755914,-4.2143526,-8.309023,16.953945,-0.028481552,-0.007624104,0.20043735,3.47498,1.8882927,0.37252632,0.36070678,0.15695122,0.25044686,-27.9415
RNK,25.874374,0.16765729,23.870249,26.381403,29.001604,5.1313553,228.6457,298.89355,90.34609,161.25935,1.0886583,0.85127485,0.27227935,0.85532266,1.7329907,1.4607114,20.835127,10.654726,12.505083,7.893913,0.7480694,1.1525873,26.221336,0.4447707,-3.8843298,-3.8087323,12.943767,1.1217248,-4.424082,-3.3529499,0.038921278,2.1543667,1.4765222,0.59370655,1.6082184,2.7330632,2.384007,5.9826336,18.346603,0.72658175,555.68823,0.4635252,1239.5261,0.17302586,-56.98828,-1.513612,1560.5586,0.18328923,911.52374,0.28610978,-60.256866,-1.3437095,2583.9014,0.12674597,808.51855,0.3511883,-64.06074,-1.2272602,-10.429746,-0.6385488,20.527145,0.37476814,0.025357164,1.541498,-0.014846402,-0.8293279,0.8853341,0.817138,29.491947,0.3385282,-6.5837655,-2.2729094,13.87839,1.1024797,-6.981346,-2.1769161,-12.3353405,22.855972,-0.027721241,-0.008620665,0.37081552,2.7709057,2.4925718,0.28476822,0.32565737,0.11560976,0.16571674,-23.941051
SKB,24.349241,0.27297446,16.060383,26.825989,30.481321,14.4209385,251.94708,286.44257,116.18451,94.97474,0.9576048,0.5784017,0.43968797,0.8253163,1.380001,0.940313,14.994783,8.342946,11.830004,7.049288,0.8385772,0.69014573,25.828346,0.49401745,13.161142,0.7678989,11.265368,1.2323871,6.3497252,1.564622,0.085034885,1.7219734,1.603068,0.69370306,0.9386599,6.6656957,2.2115626,7.870669,23.760374,0.672162,532.09485,0.4428706,1266.9565,0.19061427,-35.30177,-1.7192233,1559.0935,0.18359424,933.8793,0.29342172,-45.016197,-1.2321793,2641.725,0.10761613,841.61017,0.48590112,-51.135166,-1.0325849,-15.7796755,-0.3954419,27.149723,0.27904662,-0.0069835177,-4.614744,-0.012276219,-0.7724079,0.88731813,0.67250687,28.369694,0.37935978,12.313134,0.7984877,10.3739605,1.3560482,6.407172,1.5825937,-9.514061,16.253983,-0.03212144,-0.0071934788,0.52569336,4.4914136,2.270723,0.37572813,0.30284926,0.056025643,0.035817903,-30.316835
SBK,21.46944,0.16857514,18.782045,21.095745,24.132896,5.350851,184.55283,214.91826,75.06926,119.99657,0.70371246,0.6036203,0.32987404,0.6175264,1.0012181,0.67134404,11.220683,7.486114,8.482071,6.772803,0.4997436,0.8281011,24.94528,0.559647,6.6177683,1.5515634,14.685488,0.94531155,5.482257,1.7307622,0.04250092,1.4642743,1.5833658,0.64265937,0.5241516,6.579819,4.750578,1.6150376,23.451277,0.33309674,449.60205,0.3683405,1200.9507,0.18729103,-75.40133,-1.17632,1455.8235,0.14628045,905.5225,0.32765236,-84.07536,-0.97007436,2432.8997,0.09113931,826.99,0.32890823,-86.44408,-0.92332184,-15.270769,-0.3627793,23.479544,0.26877812,-0.0026521801,-10.500938,-0.019676672,-0.54929143,0.61945134,0.71679974,30.48173,0.35975358,6.3923225,1.5254724,17.455355,0.848447,6.8547473,1.4619001,-9.782731,18.641367,-0.02286986,-0.011245319,0.27849188,4.0848927,3.0614576,0.20238805,0.2046007,0.11777777,0.13429213,-28.268099
SSP,20.276196,0.16208562,19.102634,20.68626,21.893816,2.7911816,213.21747,543.0514,69.973724,125.82017,0.8492228,0.5583948,0.4127637,0.78757143,1.2022557,0.789492,12.414989,8.184253,10.165442,7.1342144,0.9133655,0.5845518,22.95994,0.66477776,17.35904,0.6339654,15.546593,0.9311469,13.141876,1.0171336,0.029282138,1.5848484,1.2566407,0.8409039,0.67163295,7.4145827,5.7412925,2.6173425,27.99895,0.52353626,519.9046,0.41662225,1222.855,0.1979279,-74.27313,-1.135406,1572.1062,0.1710993,918.23224,0.42814645,-83.78758,-0.9251552,2627.0215,0.14699003,875.1322,0.47599906,-87.36019,-0.8570377,-19.567663,-0.3769149,29.777445,0.2658587,-0.047548655,-0.6126992,-0.0140548395,-0.8852449,1.0276824,0.5206986,29.690363,0.3728646,18.28264,0.5657174,15.7718525,1.0145129,13.075511,1.1479213,-16.0089,25.685064,-0.085783094,-0.0032603778,0.6857615,4.0623446,3.038353,0.2108743,0.20929563,0.106011905,0.11087392,-30.197886
SLK,24.891142,0.1548337,23.635204,24.616837,26.473946,2.8387413,162.99658,247.97139,163.92267,413.42715,0.8287491,0.53681487,0.39971003,0.7790296,1.1602075,0.76049745,12.172175,6.7566905,10.8431225,6.8325834,0.45272848,0.6291973,26.20951,0.6520443,5.6827683,2.253239,13.774051,0.89455706,2.8469305,4.3568945,0.025993526,2.1797774,1.2268063,0.8526357,3.829929,1.0066719,2.584018,2.454426,22.157825,0.38015294,455.14178,0.37123147,1259.5382,0.17084855,-62.281708,-1.3616921,1430.7444,0.14847395,952.6777,0.3441877,-70.85443,-1.1056323,2454.6548,0.0970397,837.43646,0.37225947,-75.05006,-1.0050383,-13.725937,-0.48341233,23.340351,0.33101726,0.010515585,2.6412413,-0.015941732,-0.7521048,0.49400705,0.5800483,33.134407,0.34816477,3.2988694,3.3848197,15.27378,0.8487044,4.8631544,2.6448362,-4.602357,12.116772,-0.023663737,-0.010493552,0.3517114,4.4599915,2.7139418,0.2530645,0.24544616,0.10191304,0.1125738,-27.931438
TMM,22.499876,0.23809506,20.20589,21.802221,23.662563,3.4566727,223.7191,334.25516,198.85196,346.6781,0.757856,0.63818413,0.32757926,0.66942716,1.1119653,0.78438604,13.43122,7.97989,11.19362,6.615315,0.52069145,0.7180267,24.619173,0.73499227,6.3148656,2.0190854,16.629913,0.9386087,6.767853,1.6932197,0.045010522,1.5302144,1.7140211,0.71576196,0.94961363,3.6569743,1.4717289,6.1258874,21.471542,0.5639683,480.58826,0.40594864,1182.6443,0.21795267,-59.882965,-1.4250333,1482.0839,0.15664914,885.04144,0.40376285,-69.03999,-1.1306583,2462.8215,0.115624,843.4566,0.35669872,-72.27873,-1.0518082,-14.28235,-0.62353987,23.92751,0.4195141,0.013542562,2.3714092,-0.01917846,-0.69394654,0.6424763,0.55826795,31.13392,0.46102723,5.7314315,2.1360734,16.83691,1.0217499,6.452994,1.9246831,-7.4074917,16.241901,-0.023409972,-0.0076017515,0.21720216,4.2913733,3.0403173,0.22565217,0.16819137,0.096982755,0.106974214,-27.721153
TJZ,21.629253,0.17845006,18.954372,21.304747,24.165848,5.2114754,129.97035,196.90425,77.58422,128.3474,0.874824,0.68504316,0.31780672,0.7782245,1.2724134,0.95460665,13.353137,8.969422,11.207735,8.700308,0.60546094,0.982653,25.337002,0.6227458,6.7548823,1.78128,11.88298,1.3765801,-1.5707065,-7.6694293,0.033632472,1.6018493,1.3872294,0.7633809,1.7215701,2.1318228,4.2054124,1.6034217,24.085608,0.39981276,436.29825,0.2685025,1174.0629,0.18138368,-68.643105,-1.3303801,1450.2274,0.14597033,866.5711,0.38666287,-79.10863,-1.0554796,2504.4272,0.091933094,806.6382,0.5130449,-82.30114,-0.9849661,-14.9847555,-0.51361173,24.437513,0.36232784,0.018728793,1.5347222,-0.021329215,-0.6247902,0.8017216,0.78874195,31.263342,0.40088254,8.403529,1.4127975,16.047916,1.0931466,-1.9803036,-6.960869,-6.455492,16.245941,-0.012894504,-0.01066538,0.22369076,3.40434,2.352472,0.27118644,0.24967156,0.14035714,0.15311602,-24.516506
THH,22.143787,0.19658883,17.999088,23.306372,25.10746,7.1083717,325.4819,494.66623,95.26249,142.82523,1.3800924,0.5552657,0.6519873,1.2586541,2.012407,1.3604198,20.47592,11.324595,18.453363,10.995768,1.2750621,1.4149123,26.670763,0.5805072,5.974896,1.985121,13.028452,1.0786177,4.8698583,2.4110067,0.048720792,2.0928802,1.4317739,0.76892745,0.9057432,6.253366,5.0436835,3.0345368,21.858862,0.5672732,470.15973,0.3946095,1199.0679,0.17486195,-43.950012,-1.6012781,1459.8586,0.15496524,872.70233,0.2822735,-52.029324,-1.2685709,2478.383,0.112387225,790.1879,0.39824778,-57.007145,-1.1122649,-13.75276,-0.52492815,24.22906,0.3266927,-0.015442293,-1.9521376,-0.012561647,-0.7932334,1.2908628,0.6690268,31.127949,0.36202878,4.908359,2.3257353,13.474656,1.0822791,5.483629,2.1967046,-5.486274,12.836757,-0.036745314,-0.00739756,1.206481,4.8919454,2.7930763,0.28176054,0.25354746,0.06537815,0.042600147,-25.671825
TJM,23.592236,0.11882418,21.799994,23.574598,25.40089,3.6008968,154.64497,311.03644,74.414215,103.35947,0.6232643,0.57786155,0.32881522,0.5595063,0.8585687,0.5297535,7.840621,5.430752,6.168203,4.6841655,0.35715935,0.73315054,23.23483,0.58713895,8.4472685,1.254674,9.195479,1.3017308,3.4706082,3.831861,0.038996868,1.5486004,1.431637,0.6258563,1.3873082,2.5640984,7.1820784,1.2721738,22.616482,0.43531904,484.7031,0.35675213,1235.9442,0.18869604,-67.64481,-1.2715454,1483.6313,0.15223058,972.59015,0.33199462,-75.92304,-1.0501345,2459.2559,0.12977132,881.39734,0.39519784,-78.35004,-0.99811476,-14.639269,-0.4367581,22.95464,0.32700753,-0.003607854,-7.9577475,-0.022038165,-0.5221056,0.42385682,0.6395453,28.359694,0.3458586,9.607164,1.0493478,10.655691,1.1542186,4.830563,2.9919512,-7.578172,16.380718,-0.018709686,-0.013858985,0.20934555,3.3781035,2.3018944,0.29044247,0.26326537,0.13485436,0.21778168,-31.109966
WGB,24.32345,0.2718117,16.050535,26.806067,30.387936,14.3374,248.10507,300.6761,126.27037,164.25859,0.9571163,0.57861406,0.43963453,0.82321,1.3789625,0.93932796,14.9488735,8.296706,11.8979845,7.0764585,0.838709,0.6889064,25.822308,0.49399424,13.17325,0.7675342,11.267666,1.2328488,6.3398523,1.5645077,0.08654479,1.7699773,1.5900047,0.68980384,0.94633836,6.574974,2.539326,6.047166,24.349642,0.5842364,535.6398,0.439283,1265.0507,0.19376862,-35.571926,-1.7058098,1562.4983,0.1827907,933.7835,0.29857185,-45.401733,-1.2212893,2644.1758,0.107880734,824.58795,0.43917733,-51.494003,-1.0249226,-15.806248,-0.3932226,27.146275,0.2785372,-0.007231112,-4.459563,-0.01231357,-0.764165,0.88631916,0.67247826,28.353426,0.37913555,12.355694,0.7935528,10.424184,1.3513678,6.3887134,1.5853696,-9.301439,16.219032,-0.031211589,-0.0070688967,0.53110135,4.509459,2.3568282,0.3617757,0.32351112,0.05487179,0.030998081,-30.320345
YFH,23.606394,0.2598854,19.662088,22.689182,27.608984,7.9468956,253.53761,583.5149,112.459564,90.701744,1.0105158,0.76896095,0.2613057,0.8482642,1.6281128,1.3668071,19.86948,11.052043,17.552965,11.643431,0.8663035,1.0337538,25.356514,0.60555863,3.273937,3.933163,10.986386,1.35781,-5.2238603,-2.6445642,0.064539246,1.4364804,1.6402271,0.6613082,-0.21307178,-18.451612,1.462197,8.667825,17.962915,0.7125886,506.762,0.43814012,1227.0576,0.2040064,-62.935905,-1.3623832,1507.1385,0.19169804,939.76776,0.32906643,-68.91971,-1.1547849,2531.253,0.10559677,800.8222,0.36218885,-71.97308,-1.0779814,-13.133083,-0.5404051,21.95465,0.39131021,0.031987946,0.9859699,-0.022953553,-0.6097333,1.0768434,0.8842799,30.205933,0.40542087,1.7386642,7.306474,13.185804,1.1851916,-5.2253966,-2.923596,-6.780337,14.912242,0.006630523,-0.012599074,0.3626217,3.8952465,3.1525574,0.21475524,0.19730645,0.09346774,0.11313739,-23.410204
ZTP,22.216019,0.19709003,19.608007,21.938463,24.333479,4.7254715,258.6859,597.12024,100.81906,214.26007,1.4602007,0.74076337,0.48774305,1.2032375,2.2580655,1.7703224,22.085993,12.572737,20.191286,13.269269,1.0152422,0.8985165,23.623066,0.5794623,0.35315004,35.01093,11.937517,1.2417076,-3.176969,-4.55948,0.03191474,1.7140418,1.5505496,0.68774265,0.7512545,4.994029,1.9737836,4.350882,15.800711,0.6864015,585.72095,0.47593337,1207.3004,0.19513795,-55.98447,-1.505829,1582.77,0.19054396,873.9424,0.30511597,-60.13643,-1.3256462,2590.8057,0.13303551,739.1524,0.3768227,-62.29078,-1.256971,-10.487965,-0.5931892,18.786556,0.42515853,0.024196459,1.3004626,-0.020831995,-0.63108224,1.224108,0.7783937,27.767757,0.37895113,-1.9143028,-6.1406083,12.819278,1.272521,-3.4928973,-4.5847445,-6.067453,13.033134,-0.009580066,-0.014762754,0.43222383,3.4871051,2.4727273,0.28911763,0.3021138,0.10731092,0.09617645,-20.847355
